title,header_no,header_title,text,volume
Cluster-Induced Mask Transformers for Effective Opportunistic Gastric Cancer Screening on Non-contrast CT Scans,0.0,AI Models Surpass Experienced Radiologists on Non-contrast CT Scans.,"as shown in fig. 2a, our ai model's roc curve is superior to that of two
experienced radiologists. the model achieves a sensitivity of 85.0% in detecting
gastric cancer, which significantly exceeds the mean performance of doctors
(73.5%) and also surpasses the best performing doctor (r2: 75.0%), while
maintaining a high specificity. a visual example is presented in fig. 2b. this
early-stage cancer (t1) is miss-detected by both radiologists, whereas
classified and localized precisely by our model.",5
Cluster-Induced Mask Transformers for Effective Opportunistic Gastric Cancer Screening on Non-contrast CT Scans,0.0,Subgroup Analysis.,"in table 2, we report the performance of patient-level detection and tumor-level
localization stratified by tumor (t) stage. we compare our model's performance
with that of both radiologists. the results show that our model performs better
in detecting early stage tumors (t1, t2) and provides more precise tumor
localization. specifically, our model detects 60.0% (6/10) t1 cancers, and 77.8%
(7/9) t2 cancers, surpassing the best performing expert (50% t1, 55.6% t2).
meanwhile, our model maintains a reliable detection rate and credible
localization accuracy for t3 and t4 tumors (2 of 34 t3 tumors missed).comparison
with established screening tools. our method surpasses or performs on par with
established screening tools [4,7,10] in terms of sensitivity for gastric cancer
detection at a similar specificity level with a relatively large testing patient
size (n = 1151 by integrating the internal and external test sets), as shown in
table 3. this finding sheds light on the opportunity to employ automated ai
systems to screen gastric cancer using non-contrast ct scans.",5
Cluster-Induced Mask Transformers for Effective Opportunistic Gastric Cancer Screening on Non-contrast CT Scans,5.0,Conclusion,"we propose a novel cluster-induced mask transformer for gastric cancer detection
on non-contrast ct scans. our approach outperforms strong baselines and
experienced radiologists. compared to other screening methods, such as blood
tests, endoscopy, upper-gastrointestinal series, and me-nbi, our approach is
non-invasive, cost-effective, safe, and more accurate for detecting early-stage
tumors. the robust performance of our approach demonstrates its potential for
opportunistic screening of gastric cancer in the general population.",5
Self-supervised Polyp Re-identification in Colonoscopy,1.0,Introduction,"optical colonoscopy is the standard of care screening procedure for the
prevention and early detection of colorectal cancer (crc). the primary goal of a
screening colonoscopy is polyp detection and preventive removal. it is well
known that many polyps go unnoticed during colonoscopy [22]. to deal with this
problem, computer-aided polyp detector (cade) was introduced [13][14][15][16]
and recently became commercially available [3]. the success of polyp detector
sparkled the development of new cad tools for colonoscopy, including polyp
characterization (cadx, or optical biopsy), extraction of various quality
metrics, and automatic reporting. many of those new cad applications require
aggregation of all available data on a polyp into a single unified entity. for
example, one would expect higher accuracy for cadx when it analyzes all frames
where a polyp is observed. clustering polyp detections into polyp entities is a
prerequisite for computing such quality metrics as polyp detection rate (pdr)
and polyps per colonoscopy (ppc), and for listing detected polyps in a
report.one may notice that the described task generally falls into the category
of the well known multiple object tracking (mot) problem [26,27]. while this is
true, there are a few factors specific to the colonoscopy setup: (a) due to
abrupt endoscope camera movements, targets (polyps) often go out of the field of
view, (b) because of heavy imaging conditions (liquids, debris, low
illumination) and non-rigid nature of the colon, targets may change their
appearance significantly, (c) many targets (polyps) are quite similar in
appearance. those factors limit the scope and accuracy of existing
frame-by-frame spatio-temporal tracking methods, which typically yield an
over-fragmented result. that is, the track is often lost, resulting in
relatively short tracklets (temporal sequences of same target detections in
multiple near-consecutive frames), see supplementary fig. 1.a recently published
method [2] addresses this limitation by combining spatial target proximity and
visual similarity to match a polyp detected in the current frame to ""active""
polyp tracklets dynamically maintained by the system. the tracklets are built
incrementally, by adding a single frame detection to the matched tracklet,
one-by-one. however, this approach limits itself to use of closein-time
consistent detections, and cannot handle the frequent cases where polyp gets out
of the field of view and long range association is required.in this work we
propose an alternative approach that allows polyp detections grouping over an
extended period of time (up to 10 min), relaxing the spatiotemporal proximity
limitation. it involves two steps: (i) a short-term multi-object tracking, which
forms initial, relatively short tracklets, followed by (ii) a longerterm
tracklets grouping by appearance-based polyp re-identification (reid). as the
first step can be done by any generic multiple object tracking algorithm (e.g.
we use a tracking by detection method [27]), in this paper we focus on the
second step.to avoid manual data annotation, which is extremely ineffective in
our case, we turn to self-supervision and adapt the widely used contrastive
learning approach [5] to video input and object tracking scenario.as tracklet
re-identification is a sequence-to-sequence matching problem, the standard
solution is comparing sequences element-wise and then aggregating the
per-element comparisons, e.g. by averaging or max/min pooling [21] -the
so-called late fusion technique. we, on the other hand, follow an early fusion
approach by building a joint representation for the whole sequence. we use an
advanced transformer network [23] to leverage the attention paradigm for
nonuniform weighing and ""knowledge exchange"" between tracklet frames.we
extensively test the proposed method on hundreds of colonoscopy videos and
evaluate the contribution of method components using an ablation study. finally,
we demonstrate the effectiveness of the proposed reid method for improving the
accuracy of polyp characterization (cadx).to summarize, the three main
contributions of the paper are:-an adaptation of contrastive learning to video
input for the purpose of appearance based object tracking. -an early fusion,
joint multi-view object representation for reid, based on transformer networks.
-the application of polyp reid to boost the polyp cadx performance.",5
YONA: You Only Need One Adjacent Reference-Frame for Accurate and Fast Video Polyp Detection,1.0,Introduction,"colonoscopy plays a crucial role in identifying and removing early polyps and
reducing mortality rates associated with rectal cancer. over the past few years,
the research community has devoted great effort to understanding colonoscopy
videos using either optical flow [22,23] or temporal information aggregation
[5,12,16,19] between multiple frames.however, those works are mainly designed
based on the experience of previous natural video object detection studies,
ignoring the inherent uniqueness of the colonoscopy motion patterns. thus, we
rethink the video polyp detection task and conclude three core challenges in
colonoscopy videos. 1) fast motion speed. in fig. 1(a), we show the target
motion speed [26] 1 on imagenetvid [14] (natural) and ldpolypvideo [9]
(colonoscopy) dataset. the motion speed in imagenetvid evenly distributes in
three intervals. in contrast, most targets in ldpolypvideo fall in the fast
speed zone, leading to a large variance in the adjacent foreground features,
like motion blur or occlusion, as shown in fig. 1(c). thus we conjecture that
collaborating too many frames for polyp video detection will increase the
misalignment between adjacent frames and leads to poor detection performance.
figure 1(b) shows the performance of fgfa [26] on two datasets with increasing
reference frames. the different trends of the two lines confirm our hypothesis.
2) complex background. different from the common camera-fixed videos, the
camera-moving of colonoscopy video will introduce large disturbances between
adjacent frames (e.g., specular reflection, bubbles, water, etc.), as shown in
fig. 1(d). those abnormalities disrupt the integrity of background structures
and thus affect the effect of multi-frame fusion. 3) concealed polyps. as shown
in fig. 1(e), we noticed that some polyps could be seen as concealed objects in
the colonoscopy video since such polyps have a very similar appearance to the
intestine wall. the model will be confused by such frames in inference and
result in high false-positive or false-negative predictions.to address the above
issues, we propose the yona framework, which fully exploits the reference frame
information and only needs one adjacent reference frame for accurate video polyp
detection. specifically, we propose the foreground temporal alignment (fta)
module to explicitly align the foreground channel activation patterns between
adjacent features according to their foreground similarity. in addition, we
design the background dynamic alignment (bda) module after fta that further
learns the inter-frame background spatial dynamics to better eliminate the
influence of motion speed and increase the training robustness. finally,
parallel to fta and bda, we introduce the cross-frame boxassisted contrastive
learning (cbcl) that fully utilizes the box annotations to enlarge polyp and
background discrimination in embedding space.in summary, our contributions are
in three-folds: (1) to the best of our knowledge, we are the first to
investigate the obstacles to the development of existing video polyp detectors
and conclude that two-frame collaboration is enough for video polyp detection.
(2) we propose the yona, a novel framework for video polyp detection. it
composes the foreground and background alignment modules to align the features
under the fast-moving condition. it further introduces the cross-frame
contrastive learning module to enhance the model's discrimination ability of
polyps and intestine walls. (3) extensive experiments demonstrate that our yona
achieves new state-of-the-art performance on three large-scale public video
polyp detection datasets.",5
Boosting Breast Ultrasound Video Classification by the Guidance of Keyframe Feature Centers,1.0,Introduction,"breast cancer is a life-threatening disease that has surpassed lung cancer as
leading cancer in some countries and regions [20]. breast ultrasound is the
primary screening method for diagnosing breast cancer, and accurately
distinguishing between malignant and benign breast lesions is crucial. this task
is also an essential component of computer-aided diagnosis. since each frame in
an ultrasound video can only capture a specific view of a lesion, it is
essential to aggregate information from the entire video to perform accurate
automatic lesion diagnosis. therefore, in this study, we focus on the
classification of breast ultrasound videos for detecting malignant and benign
breast lesions. [15] and static images from busi [1]. we use a 2d resnet trained
on ultrasound images to get the features.while ultrasound videos offer more
information, prior studies have primarily focused on static image classification
[2,11,27]. obtaining ultrasound video data with pathology gold standard results
poses a major challenge. sonographers typically record keyframe images during
general ultrasound examinations, not entire videos. prospective collection
requires additional efforts to track corresponding pathological results.
consequently, while there are many breast ultrasound image datasets [1,28],
breast ultrasound video datasets remain scarce, with only one relatively small
dataset [15] containing 188 videos available currently.given the difficulties in
collecting ultrasound video data, we investigate the feasibility of enhancing
the performance of ultrasound video classification using a static image dataset.
to achieve this, we first analyze the relationship between ultrasound videos and
images. the images in the ultrasound dataset are keyframes of a lesion that
exhibit the clearest appearance and most typical symptoms, making them more
discriminative for diagnosis. although ultrasound videos provide more
information, the abundance of frames may introduce redundancy or vagueness that
could disrupt classification. from the aspect of feature distribution, as shown
in fig. 1, the feature points of static images are more concentrated, while the
feature of video frames sometimes are away from the class centers. frames far
from the centers are harder to classify. therefore, it is a promising approach
to guide the video model to pay more attention to important frames close to the
class center with the assistance of static keyframe images. meanwhile, our
approach aligns with the diagnosis of ultrasound physicians, automatically
evaluates the importance of frames, and diagnoses based on the information of
key frames. additionally, our method provides interpretability through key
frames.in this paper, we propose a novel keyframe guided attention network
(kga-net) to boost ultrasound video classification. our approach leverages both
image (keyframes) and video datasets to train the network. to classify videos,
we use frame attention to predict feature weights for all frames and aggregate
them to make the final classification. the feature weights determine the
contribution of each frame for the final diagnosis. during training, we
construct category feature centers for malignant and benign examples
respectively using center loss [26] on static image inputs and use the centers
to guide the training of video frame attention. specifically, we propose
coherence loss, which promotes the frames close to the centers to have high
attention weights and decreases the weights for frames far from the centers. due
to the feature centers being generated by the larger scale image dataset, it
provides more accurate and discriminative feature centers which can guide the
video frame attention to focus on important frames, and finally leads to better
video classification.our experimental results on the public busv dataset [15]
show that our kga-net significantly outperforms other video classification
models by using an external ultrasound image dataset. additionally, we
visualized attention values guided by the coherence loss. the frames with clear
diagnostic characteristics are given higher attention values. this phenomenon
makes our method more explainable and provides a new perspective for selecting
keyframes from video.in conclusion, our contributions are as follows:1. we
analyze the relationship between ultrasound video data and image data, and
propose the coherence loss to use image feature centers to guide the training of
frame attention. 2. we propose kga-net, which adopts a static image dataset to
boost the performance of ultrasound video classification. kga-net significantly
outperforms other video baselines on the busv dataset. 3. the qualitative
analysis of the frame attention verifies the explainability of our method and
provides a new perspective for selecting keyframes.",5
Text-Guided Cross-Position Attention for Segmentation: Case of Medical Image,1.0,Introduction,"advances in deep learning have been witnessed in many research areas over the
past decade. in medical field, automatic analysis of medical image data has
actively been studied. in particular, segmentation which identify region of
interest (roi) in an automatic way is an essential medical imaging process.
thus, deep learning-based segmentation has been utilized in various medical
domains such as brain, breast cancers, and colon polyps. among the popular
architectures, variants of u-net have been widely adopted due to their effective
encoderdecoder structure, proficient at capturing the characteristics of cells
in images. recently, it has been demonstrated that the attention modules
[4,17,20] enable deep learning networks to better extract robust features, which
can be applied in medical image segmentation to learn subtle medical features
and achieve higher performance [14,16,18,21].however, as image-only training
trains a model with pixels that constitute an image, there is a limit in
extracting fine-grained information about a target object even if transfer
learning is applied through a pre-trained model. recently, to overcome this
limitation, multi-modality studies have been conducted, aiming to enhance the
expressive power of both text and image features. for instance, clip [12] used
contrastive learning based on image-text pairs to learn the similarity between
the image of an object and the text describing it, achieving significant
performance gains in a variety of computer vision problems.the trend of
text-image multi-modality-based research on image processing has extended to the
medical field. [19] proposed a semantic matching loss that learns medical
knowledge to supplement the disadvantages of clip that cannot capture uncertain
medical semantic meaning. in [2], they trained to increase the similarity
between the image and text by calculating their influence on each other as a
weighted feature. for the segmentation task, lvit [10] generated the positional
characteristics of lesions or target objects as text labels. furthermore, it
proposed a double u-shaped structure consisting of a u-shaped vit that combines
image and text information and a u-shaped cnn that produces a segmentation mask.
however, when combining medical images with non-finegrained text information,
noise can affect the outcome.in this paper, we propose a new text-guided
cross-position attention module (cp am t g ) that combines text and image. in a
medical image, a position attention module (pam) effectively learns subtle
differences among pixels. we utilized pam which calculates the influence among
pixels of an image to capture the association between text and image. to this
end, we converted the global text representation generated from the text encoder
into a form, such as an image feature map, to create keys and values. the image
feature map generated from an image encoder was used as a query. learning the
association between text and image enables us to learn positional information of
targets in an image more effectively than existing models that learned
multi-modality from medical images. cp am t g showed an excellent segmentation
performance in our comprehensive experiments on various medical images, such as
cell, chest x-ray, and magnetic resonance image (mri). in addition, by applying
the proposed technique to the automatic roi setting module for the deep
learning-based diagnosis of sacroiliac arthritis, we confirmed that the proposed
method could be effective when it is used in a practical application of
computer-aided diagnosis.our main contributions are as follows:-we devised a
text-guided cross-position attention module (cp am t g ) that efficiently
combines text information with image feature maps. -we demonstrated the effect
of cp am t g on segmentation for various types of medical images. -for a
practical computer-aided diagnosis system, we confirm the effectiveness of the
proposed method in a deep learning-based sacroiliac arthritis diagnosis system.",5
Detecting Domain Shift in Multiple Instance Learning for Digital Pathology Using Fréchet Domain Distance,1.0,Introduction,"the spreading digitalisation of pathology labs has enabled the development of
deep learning (dl) tools that can assist pathologists in their daily tasks.
however, supervised dl methods require detailed annotations in whole-slide
images (wsis) which is time-consuming, expensive and prone to inter-observer
disagreements [6]. multiple instance learning (mil) alleviates the need for
detailed annotations and has seen increased adoption in recent years. mil
approaches have proven to work well in academic research on histopathology data
[1,17,29] as well as in commercial applications [26]. most mil methods for
digital pathology employ an attention mechanism as it increases the reliability
of the algorithms, which is essential for successful clinical adoption
[14].domain shift in dl occurs when the data distributions of testing and
training differs [20,34]. this remains a significant obstacle to the deployment
of dl applications in clinical practice [7]. to address this problem previous
work either use domain adaptation when data from the target domain is available
[32], or domain generalisation when the target data is unavailable [34]. domain
adaptation has been explored in the mil setting too [22,23,27]. however, it may
not be feasible to perform an explicit domain adaptation, and an already adapted
model could still experience problems with domain shifts. hence, it is important
to provide indications of the expected performance on a target dataset without
requiring annotations [5,25]. another related topic is out-of-distribution (ood)
detection [33] which aims to detect individual samples that are ood, in contrast
to our objective of estimating a difference of expected performances between
some datasets. for supervised algorithms, techniques of uncertainty estimation
have been used to measure the effect of domain shift [4,15,18] and to improve
the robustness of predictions [19,21,30]. however, the reliability of
uncertainty estimates can also be negatively affected by domain shifts [11,31].
alternatively, a drop in performance can be estimated by comparing the model's
softmax outputs [8] or some hidden features [24,28] acquired on in-domain and
domain shift datasets. although such methods have been demonstrated for
supervised algorithms, as far as we know no previous work has explored domain
shift in the specific context of mil algorithms. hence, it is not clear how well
they will work in such a scenario.in this work, we evaluate an attention-based
mil model on unseen data from a new hospital and propose a way to quantify the
domain shift severity. the model is trained to perform binary classification of
wsis from lymph nodes of breast cancer patients. we split the data from the new
hospital into several subsets to investigate clinically realistic scenarios
triggering different levels of domain shift. we show that our proposed
unsupervised metric for quantifying domain shift correlates best with the
changes in performance, in comparison to multiple baselines. the approach of
validating a mil algorithm in a new site without collecting new labels can
greatly reduce the cost and time of quality assurance efforts and ensure that
the models perform as expected in a variety of settings. the novel contributions
of our work can be summarised as:1. proposing an unsupervised metric named
fréchet domain distance (fdd) for quantifying the effects of domain shift in
attention-based mil; 2. showing how fdd can help to identify subsets of patient
cases for which mil performance is worse than reported on the in-domain test
data; 3. comparing the effectiveness of using uncertainty estimation versus
learnt representations for domain shift detection in mil.",5
Detecting Domain Shift in Multiple Instance Learning for Digital Pathology Using Fréchet Domain Distance,4.1,MIL Training,"we trained, with default settings, 10 clam models to classify wsis of breast
cancer metastases using a 10-fold cross-validation (cv) on the training data.
the test data was kept the same for all 10 models. the classification
performance is evaluated using the area under receiver operating characteristic
curve (roc-auc) and matthews correlation coefficient (mcc) [2]. following the
conclusions of [2] that mcc well represents the full confusion matrix and the
fact that in clinical practice a threshold needs to be set for a classification
decision, mcc is used as a primary metric of performance for domain shift
analysis while roc-auc is reported for completeness. whereas extremely large
variations in label prevalence could reduce the reliability of the mcc metric,
this is not the case here as label prevalence is similar (35-45%) in our test
datasets. for deep ensemble [15] we trained 4 additional clam models for each of
the 10 cv folds.",5
Liver Tumor Screening and Diagnosis in CT with Pixel-Lesion-Patient Network,1.0,Introduction,"liver cancer is the third leading cause of cancer death world-wide in 2020 [14].
early detection and accurate diagnosis of liver tumors may improve overall
patient outcomes, in which imaging plays a key role [11]. computed tomography
(ct) is one of the most important imaging modalities for liver tumors. dynamic
contrast-enhanced (dce) ct is widely used for diagnostics, but it requires
iodine contrast injection which can cause reaction and potential risks in
patients. recently, non-contrast (nc) ct scans are gaining attention as they are
cheaper and safer to acquire, thus can be potential tools for opportunistic
tumor screening [18,20]. meanwhile, finding and diagnosing tumors in nc cts is
also extremely challenging because of the poor contrast between tumors and
normal tissues compared to those in dce cts. prior works on pancreas [18] and
esophagus [20] have shown that latest deep learning techniques can detect subtle
texture and shape changes in nc ct that even human eyes may miss. thus, we aim
to investigate the performance of liver tumor segmentation and classification in
nc cts. such an approach will be helpful to discover asymptomatic incidental
tumors [12] from routine nc ct scans indicated for general diagnostic purposes
at no additional cost and radiation exposure. after an incidental tumor is
found, the patient may undergo further imaging examination such as a multi-phase
dce ct for differential diagnosis [11], which can provide useful discriminative
information such as the vascularity of lesions and the pattern of contrast agent
enhancement [19]. liver is largest solid organ in body and is the site of many
tumor types [11]. therefore, accurate tumor type classification is important for
the decision of treatment plans and prognosis.many researchers have developed
algorithms to automatically segment [1,9,13,15,23] or classify [19,21,25] liver
tumors in ct to help radiologists improve their accuracy and efficiency. for
example, public datasets such as the liver tumor segmentation benchmark (lits)
[1] fostered a series of works aiming to segment liver tumors with improved
convolutional neural network (cnn) backbones [9,13] and lesion edge information
[15]. lits only has single-phase cts (venous phase). several studies
investigated methods to exploit multi-phase ct by methods such as hetero-phase
fusion [5] and modality-aware mutual learning [23]. there are few work
discussing liver tumor analysis in nc ct [5]. besides lesion segmentation,
cnn-based lesion classification algorithms have been studied to distinguish
common lesion types [19,21,25].in this paper, we build a comprehensive framework
to address both tumor screening and diagnosis. (1) tumor screening involves
finding tumor patients in a large pool of healthy subjects and patients. most
existing works in tumor segmentation and detection did not explicitly consider
it since their training and testing images are all tumor patients. such models
may generate false positives in real-world screening scenario when facing
diverse tumor-free images. we collect a large-scale dataset with both tumor and
non-tumor subjects, where the non-tumor subjects includes not only healthy ones,
but also patients with various diffuse liver diseases such as steatosis and
hepatitis to improve the robustness of the algorithm. (2) most works studied
liver tumor segmentation alone without differentiating tumor types, while a few
works classify liver tumors on cropped tumor patches [19,21,25]. meanwhile, we
learn tumor segmentation and classification with one network using an instance
segmentation framework [3]. we train two networks for nc and multi-phase dce
cts, respectively. (3) for evaluation, previous segmentation works typically use
pixel-level metrics such as dice coefficient. such metrics cannot reflect the
lesion-level accuracy (how many lesion instances are correctly detected and
classified) and may bias to large lesions when a patient has multiple tumors.
patient-level metrics (e.g. classifying whether a subject has malignant tumors)
are also useful for treatment recommendation in clinical practice [18,20].
therefore, we assess our algorithm thoroughly with pixel, lesion, and
patient-level metrics.algorithms for liver tumor segmentation have focused on
improving the feature extraction backbone of a fully-convolutional cnn
[9,13,15,23]. the pixelwise segmentation architectures may not be optimal for
lesion and patient-level evaluation metrics since they cannot consider a lesion
or an image holistically. recently, a series of mask transformer algorithms
[3,4,17] have emerged in the computer vision community and achieved the
state-of-the-art performance in instance segmentation tasks. in brief, they use
object queries to interact with image feature maps and with each other to
produce mask and class predictions for each instance. inspired by them, we
propose a novel end-to-end framework named pixel-lesion-patient network (plan)
for lesion segmentation and classification, as well as patient classification.
it contains three branches with bottomup cooperation: the segmentation map from
the pixel branch helps to initialize the lesion branch, which is an improved
mask transformer aiming to segment and classify each lesion; the patient branch
aggregates information from the whole image and predicts image-level labels of
each lesion type, with regularization terms to encourage consistency with the
lesion branch.we collected a large-scale multi-phase dataset containing 810
non-tumor subjects and 939 tumor patients. 4010 tumor instances of eight types
are extensively annotated based on pathological reports. on the non-contrast
tumor screening and diagnosis task, plan achieves 95.0%, 96.4%, and 0.965 in
patient-level sensitivity, specificity, and average auc for malignant and benign
patients, in contrast to 94.4%, 93.7%, and 0.889 for the widely-used nnu-net
[8]. on multi-phase dce ct, our lesion-level detection precision, recall, and
classification accuracy are 92.2%, 89.0%, 85.9%, outperforming nnu-net [8] and
mask2former [3]. we further conduct a reader study on a holdout set of 250
cases. our algorithm is on par with a senior radiologist (16 yrs experience),
showing the clinical significance of our results. our codes will be made public
upon institutional approval.",5
Liver Tumor Screening and Diagnosis in CT with Pixel-Lesion-Patient Network,2.2,Pixel-Lesion-Patient Network (PLAN),"our goal is to segment the mask and classify the type of each tumor in a liver
ct. we also hope to make patient-level diagnoses for each ct scan. plan is
inspired by mask2former [3] with three key improvements: (1) a pixel branch is
added to provide anchor queries to the lesion branch. (2) the lesion branch is
composed of the transformer decoder in mask2former, and we improve its
segmentation loss to enhance recall of small lesions. (3) a patient branch is
attached to make dedicated image-level predictions with a proposed
lesion-patient consistency loss. our framework is shown in fig. 1.pixel branch
and anchor queries. the pixel branch is a convolutional layer after the pixel
decoder and learns to predict pixel-wise segmentation maps similar to
traditional segmentators. we do cc analysis to the predicted mask to extract
lesion instances, and then average the pixel embeddings inside each predicted
lesion to obtain a feature vector. the feature vectors are regarded as anchor
queries and work the same way as the randomly initialized queries in the lesion
branch. compared to the random queries in the original mask2former, the anchor
queries contain prior information of the lesions to be segmented, helping the
lesion branch to match with the lesion targets more easily [10].lesion branch
and foreground-enhanced sampling loss. similar to mask2former, the lesion branch
predicts a binary mask and a class label for each query, see fig. 1. mask2former
calculates its segmentation loss on k sampled pixels instead of on the whole
image, which is shown to both improve accuracy and reduce gpu memory usage [3].
however, in lesion segmentation, some tumors are very small compared to the
whole 3d image. the importance sampling strategy [3] can hardly select any
foreground pixels in such cases, so the loss only contains background pixels,
degrading the segmentation recall of small lesions. we propose a simple approach
to remedy this issue by sampling an extra n foreground pixels for each
lesion.patient branch. a patient-level diagnosis is useful for triage. for
example, diagnosing the subject as normal, benign, or malignant will result in
completely different treatments [24]. intuitively, we can also infer
patient-level labels from segmentation results by checking if there is any
lesion in the predicted mask. however, certain tumors are often related to signs
outside the tumor, e.g. hepatocellular carcinoma and cirrhosis,
cholangiocarcinoma and bile duct dilatation, etc. we equip plan with a dedicated
patient branch to aggregate such global information to make better patient-level
prediction. since one patient can have multiple liver tumors of different types,
in our problem, we give each image several hierarchical binary labels. the first
label classifies normal and tumor subjects (whether the image contains any
tumor); the second and third labels indicate the existence of respectively
benign and malignant tumors; the rest c labels suggest the existence of c
fine-grained types of tumors. we employ the dual-path transformer block [17] to
fuse multi-scale features from the pixel encoder and decoder to generate a
feature map, followed by global average pooling and a linear classification
layer to predict the c + 3 labels.a lesion-patient consistency loss is further
proposed to encourage coherence of the lesion and patient-level predictions.
inspired by multi-instance learning [6], we compute a pseudo patient-level
prediction c ∈ r c from the lesion-level predictions by max-pooling the class
probability of each class across all lesion queries (discarding the no-object
class). we also have the probability vector from the patient branch p ∈ r c
corresponding to the c fine-grained classes. then, we compute the l2 loss
between them:the overall loss of plan is listed in eq. 1, where l pixel is the
combined crossentropy (ce) and dice loss for the pixel branch as in nnu-net [8];
l lesion-class is the ce loss [3] for lesion classification in the lesion
branch; l lesion-mask is the combined ce and dice loss [3] for binary lesion
segmentation in the lesion branch with the foreground-enhanced sampling
strategy; l patient is the binary ce loss for the multi-label classification
task in the patient branch.",5
Liver Tumor Screening and Diagnosis in CT with Pixel-Lesion-Patient Network,3.0,Experiments,"data. our dataset contains 810 normal subjects and 939 patients with liver
tumors. each normal subject has a non-contrast (nc) ct, while each patient has a
dynamic contrast-enhanced (dce) ct scan with nc, arterial, and venous phases. we
use deeds [7] to register nc and arterial phases to the venous phase, and then
invite a senior radiologist with 10 years of experience to annotate on the
multi-phase cts using ct labeler [16]. the 3d mask and the type of all liver
tumors are annotated based on pathological reports and magnetic resonance scans
if necessary. eight tumor types are considered in our study: hepatocellular
carcinoma (hcc), intrahepatic cholangiocarcinoma (icc), metastasis (meta),
hepatoblastoma (hepato), hemangioma (heman), focal nodular hyperplasia (fnh),
cyst, and others (all other tumor types). if a lesion's type cannot be
determined according to image signs [11] and pathology, it will be marked as
""unknown"" and ignored in training and evaluation. in total, 4010 tumor instances
are annotated, whose volumes range from 11 to 3.7×10 6 mm 3 . detailed
statistics and examples of the lesions are shown in the supplementary material.
we train two separate networks for nc and dce cts. in the former setting, both
normal and patient data are used and randomly split into 1149 training, 100
validation, and 500 testing. in the latter one, only patient data are used with
641 training, 100 validation, and 200 testing. another hold-out set of 150
patients and 100 normal cts are used for reader study to compare our accuracy
with two radiologists. implementation details. each ct is resampled to
0.7×0.7×5mm in spacing. we first train an nnu-net on public datasets to segment
liver and surrounding organs (gallbladder, hepatic vein, spleen, stomach, and
pancreas), and then crop the liver region to train plan. to help plan
differentiate liver tumors and other organs, we train the network to segment
both tumors and organs using the predicted organ labels. plan is built on top of
the nnu-net framework [8]. its pixel encoder is a u-net encoder, whereas its
pixel decoder is a light-weight feature pyramid network [3]. the lesion branch
incorporates three transformer decoder blocks with masked attention [3] which
use feature maps of strides 16, 8, 4 from the pixel decoder. the number of
random queries is q = 20; the embedding dimension is m = 64; the number of
sampled pixels is k = 12544 [3], foreground pixels n = 3; the loss weight is 0.1
for the no-object class while 1 for other classes in the lesion branch [3]. the
weights in eq. 1 arewe use the radam optimizer with an initial learning rate of
0.0001. each training batch contains two patches of size 256 × 256 × 24. for dce
ct, the three phases form a 3-channel image as the network input. extensive data
augmentation is applied including random cropping, scaling, flipping, elastic
deformation, and brightness adjustment [8].during training, we first pretrain
the backbone and the pixel branch for 500 epochs, and then train the whole
network for another 500 epochs.patient-level results. this paper has three major
goals: tumor screening in nc ct (classifying a subject as normal or tumor),
preliminary diagnosis in nc ct (predicting the existence of malignant and benign
tumors), and fine-grained diagnosis in dce ct (predicting the existence of 8
tumor types). among the 8 tumor types, hcc, icc, meta, and hepato are malignant;
heman, fnh, and cyst are benign. ""others"" can be either malignant or benign,
thus are excluded in the preliminary diagnosis task. the nc test set contains
198 tumor cases, 202 completely normal cases, and 100 ""hard"" non-tumor cases
which may have larger image noise, artifact, ascites, diffuse liver diseases
such as hepatitis and steatosis. these cases are used to test the robustness of
the model in real-world screening scenario with diverse tumor-free images. we
compare plan with a widely-used strong baseline, nnu-net [8]. the recent mask
transformer, mask2former [3], is also adapted to 3d for comparison. for the
baselines, patient-level labels are inferred from their predicted masks by
counting lesion pixels. as displayed in table 1, plan achieves the best accuracy
on all tasks, especially in nc preliminary diagnosis tasks, which demonstrates
the effectiveness of its dedicated patient branch that can explicitly aggregate
features from the whole image.lesion and pixel-level results. in lesion-level
evaluation, we treat a prediction as a true positive if its overlap with a
ground-truth lesion is >0.2 in dice. lesions smaller than 3 mm in radius are
ignored. as shown in table 2, the pixellevel accuracy of nnu-net and plan are
comparable, but plan's lesion-level accuracy is consistently higher than
nnu-net. in this work, we focus more on patient and lesion-level metrics.
although nc images have low contrast, they can still be used to segment and
classify lesions with ∼ 80% precision, recall, and classification accuracy. it
implies the potential of nc ct, which has been understudied in previous works.
mask2former has higher precision but lower recall in nc ct, especially for small
lesions, while plan achieves the best recall using the foreground-enhanced
sampling loss. both plan and mask2former achieve better classification accuracy,
which illustrates the mask transformer architecture is good at lesion-level
classification.",5
