,title,extracted_keyword_sent,selected
378,DAST: Differentiable Architecture Search with Transformer for 3D Medical Image Segmentation,"the transformer block is crafted with
longrange dependency inside sequences with marginal inductive bias.",x
379,DAST: Differentiable Architecture Search with Transformer for 3D Medical Image Segmentation,"intrinsically, it
shall benefit from inductive biases of these two popular deep learning
ingredients.",x
380,DAST: Differentiable Architecture Search with Transformer for 3D Medical Image Segmentation,"however, from a network design's perspective, it is not trivial to find the
right balance between convolutions and transformers inside the architecture.",
381,DAST: Differentiable Architecture Search with Transformer for 3D Medical Image Segmentation,"kits'19
challenge test-set performance evaluation for kidney and tumor segmentation in
terms of the average dice score per case.",x
382,DAST: Differentiable Architecture Search with Transformer for 3D Medical Image Segmentation,"1, our single-fold model and ensemble of five
models achieve excellent performance compared to all other entries in the
challenge shown in the table .",
383,DAST: Differentiable Architecture Search with Transformer for 3D Medical Image Segmentation,"the nnu-net [16] is the best among all other
entries, but the method utilized 20 u-net models with training strategies to
achieve the ensemble result for the challenge.",
384,DAST: Differentiable Architecture Search with Transformer for 3D Medical Image Segmentation,"on the
other hand, more convolutions are chosen than transformers, which implicitly
suggests that this balance between convolutions and transformers is better for
feature learning in segmentation.",
385,DAST: Differentiable Architecture Search with Transformer for 3D Medical Image Segmentation,"such models benefit from the different
inductive biases introduced by these two operations.",x
386,MultiTalent: A Multi-dataset Approach to Medical Image Segmentation,"the annotation of 3d medical images is a
difficult and laborious task.",
387,MultiTalent: A Multi-dataset Approach to Medical Image Segmentation,"interestingly, the benefits of
multitalent are particularly notable for more difficult classes and pathologies.",
388,MultiTalent: A Multi-dataset Approach to Medical Image Segmentation,"to solve the label contradiction problem we decouple the
segmentation outputs for each class by applying a sigmoid activation function
instead of the commonly used softmax activation function across the dataset.",
389,MultiTalent: A Multi-dataset Approach to Medical Image Segmentation,"we employed a 3d u-net [24], an
extension with additional residual blocks in the encoder (resenc u-net), that
demonstrated highly competitive results in previous medical image segmentation
challenges [14,15] and a recently proposed transformer based architecture
(swinunetr [29]).",
390,MultiTalent: A Multi-dataset Approach to Medical Image Segmentation,"to ensure fair
comparability, we did not scale up any models.",
391,MultiTalent: A Multi-dataset Approach to Medical Image Segmentation,"the first group includes all ""difficult""
classes for which the default nnu-net has a dice smaller than 75 (labeled by a
""d"" in table 4 in the appendix).",
392,Co-assistant Networks for Label Correction,"however, either of them is very difficult
to be obtained for conducting medical image analysis with dnns.",
393,Co-assistant Networks for Label Correction,"hence, correcting corrupted labels might be one of effective
solutions to solve the issues of high-quality labels.numerous works have been
proposed to tackle the issue of corrupted labels.",
394,Co-assistant Networks for Label Correction,"second, existing label correction methods often ignore to take into
account the relationship among the samples so that influencing the effectiveness
of label correction.to address the aforementioned issues, in this paper, we
propose a new co-assistant framework, namely co-assistant networks for label
correction (cnlc) (shown in fig.",x
395,Co-assistant Networks for Label Correction,"moreover, we design a robust loss (i.e., a resistance loss)
into the cnn framework to avoid model overfitting on corrupted labels and thus
exploring the first issue in previous label correction methods.",x
396,Co-assistant Networks for Label Correction,"during the process of noise cleaner, we
consider the relationship among samples (i.e., the local topology structure
preservation by gcn) to touch the second issue in previous methods.",x
397,Co-assistant Networks for Label Correction,"in
particular, our proposed cnlc iteratively updates the noise detector and the
noise cleaner, which results in a bi-level optimization problem [4,10] compared
to previous methods, the contributions of our method is two-fold.",
398,Co-assistant Networks for Label Correction,"second, two sequential modules in our framework
results in a bi-level optimization problem.",
399,Co-assistant Networks for Label Correction,"in this paper, we address the above issues by
employing semi-supervised learning, i.e., a gcn for each class, which keeps the
local topology structure of samples on both labeled samples and unlabeled
samples.",
400,Co-assistant Networks for Label Correction,"as the optimizations of two modules are nested, the objective
function of our proposed method is the following bi-level optimization problem:
in this paper, we construct a bi-level optimization algorithm to search optimal
network parameters of the above objective function.",
401,Co-assistant Networks for Label Correction,"for fairness, in our
experiments, we adopt the same neural network for all comparison methods based
on their public codes and default parameter settings.",
402,Co-assistant Networks for Label Correction,"the reason is that
the cross-entropy loss easily results in the overfitting issue on corrupted
labels.",
403,Co-assistant Networks for Label Correction,"in this paper, we proposed a novel co-assistant framework, to solve the problem
of dnns with corrupted labels for medical image analysis.",
404,Pre-trained Diffusion Models for Plug-and-Play Medical Image Enhancement,"the main
objective is to recover x by solving the minimization problem:x * = arg minwhere
the first data-fidelity term keeps the data consistency and the second
dataregularization term r(x) imposes prior knowledge constraints on the
solution.",
405,Pre-trained Diffusion Models for Plug-and-Play Medical Image Enhancement,"this problem can be solved by the iterative denoising and backward
projections (idbp) algorithm [26], which optimizes the revised equivalent
problem:whereis the pseudo inverse of the degradation matrix h and f h t h := f
t h t hf.",
406,Pre-trained Diffusion Models for Plug-and-Play Medical Image Enhancement,"estimating x * is essentially
a denoising problem that can be solved by a denoising operator and ŷ * has a
closed-form solution:intuitively, idbp iteratively estimates the original image
from the current degraded image and makes a projection by constraining it with
prior knowledge.although idbp offers a flexible way to solve image enhancement
problems, it still requires paired images to train the denoising operator [26].",
407,Pre-trained Diffusion Models for Plug-and-Play Medical Image Enhancement,"specifically, the denoising task is based on
the aapm low dose ct grand challenge abdominal dataset [19], which can be also
used for sr [33].",x
408,Pre-trained Diffusion Models for Plug-and-Play Medical Image Enhancement,"specifically, we used the identity matrix i as the degradation operator for the
denoising task and scaled the projection difference h † (hx 0|t -y) with
coefficient σ to balance the information from measurement y and denoising output
x 0|t .",
409,Robust T-Loss for Medical Image Segmentation,"in addition, medical image
annotations can be affected by human bias and poor inter-annotator agreement
[23], further complicating the process.",x
410,Robust T-Loss for Medical Image Segmentation,"noisy labels are and will continue to be, a problem
in medical datasets.",x
411,Robust T-Loss for Medical Image Segmentation,"this is a concern as label noise has been shown to decrease
the accuracy of supervised models [20,22,35], making it a key area of focus for
both research and practical applications.previous literature has explored many
methods to mitigate the problem of noisy labels in deep learning.",x
412,Robust T-Loss for Medical Image Segmentation,"to overcome this problem, we introduce a novel robust
loss function, the t-loss, which is inspired by the negative loglikelihood of
the student-t distribution.",
413,Robust T-Loss for Medical Image Segmentation,"this simulates the real risk of
errors due to factors like annotator fatigue and difficulty in annotating
certain images.",
414,Multi-Head Multi-Loss Model Calibration,"briefly speaking, epistemic
uncertainty arises from imperfect knowledge of the model about the problem it is
trained to solve, whereas aleatoric uncertainty describes ignorance regarding
the data used for learning and making predictions.",
415,Multi-Head Multi-Loss Model Calibration,"for example, if a classifier
has learned to predict the presence of cancerous tissue on a colon
histopathology, and it is tasked with making a prediction on a breast biopsy it
may display epistemic uncertainty, as it was never trained for this problem
[21].",
416,Multi-Head Multi-Loss Model Calibration,"a hard-todiagnose image, then it could express aleatoric
uncertainty, as it may not know how to solve the problem, but the ambiguity
comes from the data.",x
417,Multi-Head Multi-Loss Model Calibration,"consider a k-class classification problem, and a neural network u θ taking an
image x and mapping it onto a representation u θ (x) ∈ r n , which is linearly
transformed by f into a logits vector z = f (u θ (x)) ∈ r k .",
418,Multi-Head Multi-Loss Model Calibration,"we
first assume that the multi-head model has less branches than the number of
classes in our problem, i.e.",
419,Multi-Head Multi-Loss Model Calibration,"for example, in a
problem with 4 categories and 2 branches, we could haveif n is not divisible by
k, the reminder categories are assigned for specialization to random branches.",
420,Multi-Head Multi-Loss Model Calibration,"a binary classifier in a
balanced dataset, randomly predicting always one class with c = 0.5 +
confidence, has a perfect calibration and 50% accuracy.",
421,Multi-Head Multi-Loss Model Calibration,"the annotated part of this dataset contains 10,662 images,
and it represents a challenging classification problem due a high amount of
classes (23) and highly imbalanced class frequencies [2].",x
422,Multi-Head Multi-Loss Model Calibration,"we attribute this to class imbalance and the large number of
categories: smoothing labels might be ineffective in this scenario.",
423,Guiding the Guidance: A Comparative Analysis of User Guidance Signals for Interactive Segmentation of Volumetric Images,"interactive
segmentation models address this issue by utilizing weak labels, such as clicks,
instead of voxelwise annotations [5][6][7].",
424,Guiding the Guidance: A Comparative Analysis of User Guidance Signals for Interactive Segmentation of Volumetric Images,"we address these challenges with the following
contributions:1.",
425,Laplacian-Former: Overcoming the Limitations of Vision Transformers in Local Texture Detection,"then, a parametric frequency
attention fusion strategy to balance the importance of shape and texture
features by recalibrating the frequency features.",
426,Laplacian-Former: Overcoming the Limitations of Vision Transformers in Local Texture Detection,"➌ our method not only
alleviates the problem of the traditional self-attention mechanism mentioned
above, but also it surpasses all its counterparts in terms of different
evaluation metrics for the tasks of medical image segmentation.",
427,Laplacian-Former: Overcoming the Limitations of Vision Transformers in Local Texture Detection,"then it applies the ef-att mechanism to capture contextual
information and selectively include various types of frequency information while
using the laplacian pyramid to balance the importance of shape and texture
features.",
428,Laplacian-Former: Overcoming the Limitations of Vision Transformers in Local Texture Detection,"to address this issue, we have implemented an augmented
short- cut method from [9], a diversity-enhanced shortcut (des), employing a
kronecker decomposition-based projection.",
429,Laplacian-Former: Overcoming the Limitations of Vision Transformers in Local Texture Detection,"by adopting this approach, we can alleviate the
issues of feature redundancy and computational complexity associated with
self-attention.wang et al.",
430,Laplacian-Former: Overcoming the Limitations of Vision Transformers in Local Texture Detection,"to ensure a balanced distribution of low and
high-frequency information in the model, it is necessary to efficiently
aggregate the features from all levels of the frequency domain.",
431,Understanding Silent Failures in Medical Image Classification,"we emulate two acquisition shifts by defining either images from
the memorial sloan kettering cancer center (mskcc) or hospital clinic barcelona
(hcb) as the target domain and the remaining images as the source domain.",x
432,Understanding Silent Failures in Medical Image Classification,"while this reveals an increased blurriness in the
target domain, it is difficult to derive further insights involving specific
pathologies without a clinical expert.",
433,Evidence Reconciled Neural Network for Out-of-Distribution Detection in Medical Images,"these approaches overlook the inherent near
ood problem in medical images, in which instances belong to categories or
classes that are not present in the training set [21] due to the differences in
morbidities.",x
434,Evidence Reconciled Neural Network for Out-of-Distribution Detection in Medical Images,"to address this problem, edl utilizes the
dirichlet distribution as the conjugate prior of the categorical distribution
and replaces the softmax layer with an evidential head which produces a
non-negative output as evidence and formalizes an opinion based on evidence
theory to explicitly express the uncertainty of generated evidence.",
435,Evidence Reconciled Neural Network for Out-of-Distribution Detection in Medical Images,"moreover, the higher the similarity between samples, the greater impact of
evidence accumulation, which results in a dramatic performance degradation in
medical near ood detection.to tackle the problem mentioned above, we propose an
evidence reconcile block (erb) that reformulates the representation of original
evidence and minimizes the deviation of uncertainty in evidence generation.",
436,Evidence Reconciled Neural Network for Out-of-Distribution Detection in Medical Images,"based on proposition 1,
the reconciled evidence can generate a larger loss, which helps the model focus
more on the difficult-to-distinguish samples.",
437,Evidence Reconciled Neural Network for Out-of-Distribution Detection in Medical Images,"the in-house pancreas
tumor dataset collected from a cooperative hospital is composed of eight
classes: pdac (302), ipmn (71), net (43), scn (37), asc (33), cp (6), mcn (3),
and panin (1).",x
438,Evidence Reconciled Neural Network for Out-of-Distribution Detection in Medical Images,"to ensure fairness, we used pretrained resnet34 [9] as
backbone for all methods.",
439,Evidence Reconciled Neural Network for Out-of-Distribution Detection in Medical Images,"the experimental results validate the effectiveness and
robustness of our method in the medical near ood detection problem.",x
440,Scale-Aware Test-Time Click Adaptation for Pulmonary Nodule and Mass Segmentation,"this makes the pulmonary nodule and mass
segmentation task resemble a long-tail problem rather than a mere large scale
span problem.",
441,Scale-Aware Test-Time Click Adaptation for Pulmonary Nodule and Mass Segmentation,"this leads to unsatisfactory results when segmenting large lesions
that require more accurate delineation [26].several studies have proposed
solutions to tackle the large scale span challenges at both the input and
feature level.",
442,Scale-Aware Test-Time Click Adaptation for Pulmonary Nodule and Mass Segmentation,"though these
methods have achieved impressive performance, they still struggle to accurately
segment the extremely imbalanced multi-scale lesions.recently, some click-based
lesion segmentation methods [19][20][21] introduce the click at the input or
feature level and modify the network accordingly, resulting in higher accuracy
results.",
443,Scale-Aware Test-Time Click Adaptation for Pulmonary Nodule and Mass Segmentation,"additionally, we
also propose a multi-scale input encoder to further address the problem of
imbalanced lesion scales.",
444,Scale-Aware Test-Time Click Adaptation for Pulmonary Nodule and Mass Segmentation,"however,
incorporating clicks in this way does not focus on addressing the extremely
imbalanced lesion scales.",
445,Scale-Aware Test-Time Click Adaptation for Pulmonary Nodule and Mass Segmentation,"2, is enhanced
with a multi-scale (ms) input encoder to address the issue of multi-scale
lesions.",
446,Scale-Aware Test-Time Click Adaptation for Pulmonary Nodule and Mass Segmentation,"the multi-scale input encoder allows the network to capture more
scale information of the nodules and masses, thus mitigating the problem of
large lesion scale span.",
447,Scale-Aware Test-Time Click Adaptation for Pulmonary Nodule and Mass Segmentation,"in datasets such as lidc and in-house, where the number imbalance of
multi-scale lesion phenomena is more notable, the multi-input method
consistently outperforms the other two baselines.",x
448,Scale-Aware Test-Time Click Adaptation for Pulmonary Nodule and Mass Segmentation,"the difference between the two scatter diagrams indicates that the
proposed sattca effectively alleviates the issue of extremely imbalanced lesion
scales, and improves the segmentation performance for large lesions.",
449,Scale-Aware Test-Time Click Adaptation for Pulmonary Nodule and Mass Segmentation,"this paper introduces a novel approach called the scale-aware test-time click
adaptation for nodule and mass segmentation, which aims to address the issue of
extremely imbalanced lesion scale and poor segmentation performance on
largescale nodules and masses.",
450,WeakPolyp: You only Look Bounding Box for Polyp Segmentation,"this indirect supervision avoids the misleading of box-shape bias of
annotations.",x
451,WeakPolyp: You only Look Bounding Box for Polyp Segmentation,"because
there is a strong box-shape bias in b.",x
452,WeakPolyp: You only Look Bounding Box for Polyp Segmentation,"training with this bias, the model is
forced to predict the box-shape mask, unable to maintain the polyp's contours.",
453,WeakPolyp: You only Look Bounding Box for Polyp Segmentation,"this indirect supervision
separates p 1 /p 2 from b so that p 1 /p 2 is not affected by the shape bias of
b while obtaining the position and extent of polyps.",
454,WeakPolyp: You only Look Bounding Box for Polyp Segmentation,"because both t 1 /t 2 and b are
box-like masks, we directly calculate the supervision loss between them without
worrying about the misguidance of box-shape bias.",
455,Shifting More Attention to Breast Lesion Segmentation in Ultrasound Videos,"instead of formulating it as a
regression problem, we adopt a likelihood heatmap-based approach to encode the
location of breast lesions, since it is more robust to occlusion and motion
blur.",
456,Shifting More Attention to Breast Lesion Segmentation in Ultrasound Videos,"to ensure a fair and equitable comparison, we acquire the
segmentation results of all nine compared methods by utilizing either their
publicly available implementations or by implementing them ourselves.",
457,ACC-UNet: A Completely Convolutional UNet Model for the 2020s,"smeswin-unet fell behind
in all the cases, despite having such a large number of parameters, which in
turn probably makes it difficult to be trained on small-scale datasets.however,
our model combining the design principles of transformers with the inductive
bias of cnns seemed to perform best in all the different categories with much
lower parameters.",
458,ACC-UNet: A Completely Convolutional UNet Model for the 2020s,"the
resultant acc-unet possesses the inductive bias of cnns infused with long-range
and multi-level feature accumulation of transformers.",x
459,FocalUNETR: A Focal Transformer for Boundary-Aware Prostate Segmentation Using CT Images,"several automated segmentation
methods have been proposed to alleviate these issues, especially the fully
convolutional networks (fcn) based u-net [19] (an encoder-decoder architecture
with skip connections to preserve details and extract local visual features) and
its variants [14,23,26].",
460,FocalUNETR: A Focal Transformer for Boundary-Aware Prostate Segmentation Using CT Images,"despite good progress, these methods often have
limitations in capturing long-range relationships and global context information
[2] due to the inherent bias of convolutional operations.",x
461,FocalUNETR: A Focal Transformer for Boundary-Aware Prostate Segmentation Using CT Images,"and
the auxiliary task enhances the model's generalizability by addressing the
challenge of unclear boundaries in low-contrast ct images.",
462,FocalUNETR: A Focal Transformer for Boundary-Aware Prostate Segmentation Using CT Images,"second, we also
address the challenge of unclear boundaries specific to ct images by
incorporating an auxiliary task of contour regression.",
463,FocalUNETR: A Focal Transformer for Boundary-Aware Prostate Segmentation Using CT Images,"after obtaining the pooled feature mapsx l l 1 , we calculate the
query at the first level and key and value for all levels using three linear
projection layers f q , f k , and f v :for the queries inside the i-th window q
i ∈ r d×sw×sw , we extract the s l r × s l r keys and values from k l and v l
around the window where the query lies in and then gather the keys and values
from all l to obtainfinally, a relative position bias is added to compute the
focal sa forwhere b = {b l } l 1 is the learnable relative position bias [24].",x
464,FocalUNETR: A Focal Transformer for Boundary-Aware Prostate Segmentation Using CT Images,"the
predicted probabilities, pi , are derived from the main task through the
application of the focalunetr model to the input ct image.to address the
challenge of unclear boundaries in ct-based prostate segmentation, an auxiliary
task is introduced for the purpose of predicting boundaryaware contours to
assist the main prostate segmentation task.",
465,FocalUNETR: A Focal Transformer for Boundary-Aware Prostate Segmentation Using CT Images,"we
predict this heatmap with a regression task trained by minimizing mean-squared
error instead of treating it as a single-pixel boundary segmentation problem.",
466,FocalUNETR: A Focal Transformer for Boundary-Aware Prostate Segmentation Using CT Images,"thus, the overall performance of focalunetr is overshadowed by this
challenge, resulting in only moderate improvement over the baselines on the amos
dataset.",x
467,FocalUNETR: A Focal Transformer for Boundary-Aware Prostate Segmentation Using CT Images,"the auxiliary contour regression
task has also been shown to improve the segmentation performance for unclear
boundary issues in low-contrast ct images.",
468,Asymmetric Contour Uncertainty Estimation for Medical Image Segmentation,"the japanese society of radiological technology (jsrt) dataset
consists of 247 chest x-rays [26].",x
469,Asymmetric Contour Uncertainty Estimation for Medical Image Segmentation,"for a fair comparison, we made sure the segmentation models achieve similar
segmentation performance, with the average dice being .90 ± .02 for camus, .86 ±
.02 for private us., and .94 ± .02 for jsrt.for the pixel-wise segmentations, we
report results of a classical aleatoric uncertainty segmentation method [16] as
well as a test time augmentation (tta) method [29].",
470,Asymmetric Contour Uncertainty Estimation for Medical Image Segmentation,"the results reported before reveal that approaching the problem of segmentation
uncertainty prediction via a regression task, where the uncertainty is expressed
in terms of landmark location, is globally better than via pixel-based
segmentation methods.",
471,Asymmetric Contour Uncertainty Estimation for Medical Image Segmentation,"this is why on very noisy and
poorly contrasted data, the univariate or the bivariate model might be
preferable to using the asymmetric model.while our method works well on the
tasks presented, it is worth noting that it may not be applicable to all
segmentation problems like tumour segmentation.",x
472,DHC: Dual-Debiased Heterogeneous Co-training Framework for Class-Imbalanced Semi-supervised Medical Image Segmentation,"the shortage of labeled data is a significant challenge in medical image
segmentation, as acquiring large amounts of labeled data is expensive and
requires specialized knowledge.",
473,DHC: Dual-Debiased Heterogeneous Co-training Framework for Class-Imbalanced Semi-supervised Medical Image Segmentation,"to address this issue, researchers have proposed various
semi-supervised learning (ssl) techniques that incorporate both labeled and
unlabeled data to train models for both natural [2,4,12,13,15,16] and medical
images [10,11,14,[18][19][20][21].",
474,DHC: Dual-Debiased Heterogeneous Co-training Framework for Class-Imbalanced Semi-supervised Medical Image Segmentation,"however, most of these methods do not
consider the class imbalance issue, which is common in medical image datasets.",x
475,DHC: Dual-Debiased Heterogeneous Co-training Framework for Class-Imbalanced Semi-supervised Medical Image Segmentation,"for example, multi-organ segmentation from ct scans requires to segment
esophagus, right adrenal gland, left adrenal gland, etc., where the class ratio
is quite imbalanced; see fig 1(a).",x
476,DHC: Dual-Debiased Heterogeneous Co-training Framework for Class-Imbalanced Semi-supervised Medical Image Segmentation,"as for liver tumor segmentation from ct
scans, usually the ratio for liver and tumor is larger than 16:1.recently, some
researchers proposed class-imbalanced semi-supervised methods [1,10] and
demonstrated substantial advances in medical image segmentation tasks.",x
477,DHC: Dual-Debiased Heterogeneous Co-training Framework for Class-Imbalanced Semi-supervised Medical Image Segmentation,"[1] introduced a robust class-wise sampling strategy to
address the learning bias by maintaining performance indicators on the fly and
using fuzzy fusion to dynamically obtain the class-wise sampling rates.",x
478,DHC: Dual-Debiased Heterogeneous Co-training Framework for Class-Imbalanced Semi-supervised Medical Image Segmentation,"however,
the proposed indicators can not model the difficulty well, and the benefits may
be overestimated due to the non-representative datasets used (fig.",x
479,DHC: Dual-Debiased Heterogeneous Co-training Framework for Class-Imbalanced Semi-supervised Medical Image Segmentation,"[10] proposed cld to address the data bias by weighting the overall loss
function based on the voxel number of each class.",x
480,DHC: Dual-Debiased Heterogeneous Co-training Framework for Class-Imbalanced Semi-supervised Medical Image Segmentation,"however, this method fails due
to the easily over-fitted cps (cross pseudo supervision) [4] baseline, ignoring
unlabeled data in weight estimation and the fixed class-aware weights.in this
work, we explore the importance of heterogeneity in solving the over-fitting
problem of cps (fig.",x
481,DHC: Dual-Debiased Heterogeneous Co-training Framework for Class-Imbalanced Semi-supervised Medical Image Segmentation,"2) and propose a novel dhc (dual-debiased heterogeneous
co-training) framework with two distinct dynamic weighting strategies leveraging
both labeled and unlabeled data, to tackle the class imbalance issues and
drawbacks of the cps baseline model.",
482,DHC: Dual-Debiased Heterogeneous Co-training Framework for Class-Imbalanced Semi-supervised Medical Image Segmentation,"the key idea of heterogeneous co-training
is that individual learners in an ensemble model should be both accurate and
diverse, as stated in the error-ambiguity decomposition [8].to achieve this, we
propose distdw (distribution-aware debiased weighting) and diffdw (diff
iculty-aware debiased weighting) strategies to guide the two sub-models to
tackle different biases, leading to heterogeneous learning directions.",x
483,DHC: Dual-Debiased Heterogeneous Co-training Framework for Class-Imbalanced Semi-supervised Medical Image Segmentation,"specifically, distdw solves the data bias by calculating the imbalance ratio
with the unlabeled data and forcing the model to focus on extreme minority
classes through careful function design.",x
484,DHC: Dual-Debiased Heterogeneous Co-training Framework for Class-Imbalanced Semi-supervised Medical Image Segmentation,"then, after observing the inconsistency
between the imbalance degrees and the performances (see fig.",
485,DHC: Dual-Debiased Heterogeneous Co-training Framework for Class-Imbalanced Semi-supervised Medical Image Segmentation,"1(b)), diffdw is
designed to solve the learning bias.",x
486,DHC: Dual-Debiased Heterogeneous Co-training Framework for Class-Imbalanced Semi-supervised Medical Image Segmentation,"we use the labeled samples and the
corresponding labels to measure the learning difficulty from learning speed and
dice value aspects and slow down the speeds of the easier classes by setting
smaller weights.",
487,DHC: Dual-Debiased Heterogeneous Co-training Framework for Class-Imbalanced Semi-supervised Medical Image Segmentation,"1(c)), which satisfies the design ethos of a heterogeneous framework.the
key contributions of our work can be summarized as follows: 1) we first state
the homogeneity issue of cps and improve it with a novel dual-debiased
heterogeneous co-training framework targeting the class imbalance issue; 2) we
propose two novel weighting strategies, distdw and diffdw, which effectively
solve two critical issues of ssl: data and learning biases; 3) we introduce two
public datasets, synapse [9] and amos [7], as new benchmarks for
class-imbalanced semi-supervised medical image segmentation.",x
488,DHC: Dual-Debiased Heterogeneous Co-training Framework for Class-Imbalanced Semi-supervised Medical Image Segmentation,"these datasets
include sufficient classes and significant imbalance ratios (> 500 : 1), making
them ideal for evaluating the effectiveness of class-imbalance-targeted
algorithm designs.",
489,DHC: Dual-Debiased Heterogeneous Co-training Framework for Class-Imbalanced Semi-supervised Medical Image Segmentation,"dhc
leverages the benefits of combining two diverse and accurate sub-models with two
distinct learning objectives: alleviating data bias and learning bias.",x
490,DHC: Dual-Debiased Heterogeneous Co-training Framework for Class-Imbalanced Semi-supervised Medical Image Segmentation,"to
achieve this, we propose two dynamic loss weighting strategies, distdw
(distributionaware debiased weighting) and diffdw (difficulty-aware debiased
weighting), to guide the training of the two sub-models.",
491,DHC: Dual-Debiased Heterogeneous Co-training Framework for Class-Imbalanced Semi-supervised Medical Image Segmentation,"to mitigate the data distribution bias, we propose a simple yet efficient
reweighing strategy, distdw.",x
492,DHC: Dual-Debiased Heterogeneous Co-training Framework for Class-Imbalanced Semi-supervised Medical Image Segmentation,"after analyzing the proposed distdw, we found that some classes with many
samples present significant learning difficulties.",x
493,DHC: Dual-Debiased Heterogeneous Co-training Framework for Class-Imbalanced Semi-supervised Medical Image Segmentation,"blindly forcing the model to prioritize minority classes may
further exacerbate the learning bias, as some challenging classes may not be
learned to an adequate extent.",x
494,DHC: Dual-Debiased Heterogeneous Co-training Framework for Class-Imbalanced Semi-supervised Medical Image Segmentation,"to alleviate this problem, we design diffdw to
force the model to focus on the most difficult classes (i.e.",
495,DHC: Dual-Debiased Heterogeneous Co-training Framework for Class-Imbalanced Semi-supervised Medical Image Segmentation,"the
difficulty is modeled in two ways: learning speed and performance.",
496,DHC: Dual-Debiased Heterogeneous Co-training Framework for Class-Imbalanced Semi-supervised Medical Image Segmentation,"then, we define the
difficulty of k th class after t th iteration as, where is a smoothing item with
minimal value.",
497,DHC: Dual-Debiased Heterogeneous Co-training Framework for Class-Imbalanced Semi-supervised Medical Image Segmentation,"after
several iterations, the training process will be stable, and the difficulties of
all classes defined above will be similar.",
498,DHC: Dual-Debiased Heterogeneous Co-training Framework for Class-Imbalanced Semi-supervised Medical Image Segmentation,"the
overall difficulty-aware weight of k th class is defined as:α is empirically set
to 1 5 in the experiments to alleviate outliers.",
499,DHC: Dual-Debiased Heterogeneous Co-training Framework for Class-Imbalanced Semi-supervised Medical Image Segmentation,"the difficulty-aware weights
for all classes are dataset and implementation details.",
500,DHC: Dual-Debiased Heterogeneous Co-training Framework for Class-Imbalanced Semi-supervised Medical Image Segmentation,"we introduce two new benchmarks on the
synapse [9] and amos [7] datasets for class-imbalanced semi-supervised medical
image segmentation.",x
501,DHC: Dual-Debiased Heterogeneous Co-training Framework for Class-Imbalanced Semi-supervised Medical Image Segmentation,"moreover, simply extending the
state-of-the-art semi-supervised classification methods [2,3,5,15,17], including
class-imbalanced designs [3,5,17] to segmentation, is a straightforward solution
to our task.",
502,DHC: Dual-Debiased Heterogeneous Co-training Framework for Class-Imbalanced Semi-supervised Medical Image Segmentation,"as shown in table 1 and2, the general semi-supervised methods which do
not consider the class imbalance problem fail to capture effective features of
the minority classes and lead to terrible performances (colored with red).",x
503,DHC: Dual-Debiased Heterogeneous Co-training Framework for Class-Imbalanced Semi-supervised Medical Image Segmentation,"the
methods considered the class imbalance problem have better results on some
smaller minority classes such as gallbladder, portal & splenic veins and etc.",x
504,DHC: Dual-Debiased Heterogeneous Co-training Framework for Class-Imbalanced Semi-supervised Medical Image Segmentation,"however, they still fail in some minority classes (es, rag, and lag) since this
task is highly imbalanced.",x
505,DHC: Dual-Debiased Heterogeneous Co-training Framework for Class-Imbalanced Semi-supervised Medical Image Segmentation,"distdw
('distdw-distdw') alleviates the bias of baseline on majority classes and thus
segments the minority classes (ra, la, es, etc.) very well.",x
506,DHC: Dual-Debiased Heterogeneous Co-training Framework for Class-Imbalanced Semi-supervised Medical Image Segmentation,"however, it has
unsatisfactory results on the spleen and stomach, which are difficult classes
but down-weighted due to the larger voxel numbers.",x
507,DHC: Dual-Debiased Heterogeneous Co-training Framework for Class-Imbalanced Semi-supervised Medical Image Segmentation,"diffdw ('diffdw-diffdw')
shows complementary results with distdw, it has better results on difficult
classes (e.g.",
508,DHC: Dual-Debiased Heterogeneous Co-training Framework for Class-Imbalanced Semi-supervised Medical Image Segmentation,"this work proposes a novel dual-debiased heterogeneous co-training framework for
class-imbalanced semi-supervised segmentation.",
509,DHC: Dual-Debiased Heterogeneous Co-training Framework for Class-Imbalanced Semi-supervised Medical Image Segmentation,"we are the first to state the
homogeneity issue of cps and solve it intuitively in a heterogeneous way.",
510,DHC: Dual-Debiased Heterogeneous Co-training Framework for Class-Imbalanced Semi-supervised Medical Image Segmentation,"to
achieve it, we propose two diverse and accurate weighting strategies: distdw for
eliminating the data bias of majority classes and diffdw for eliminating the
learning bias of well-performed classes.",x
511,DHC: Dual-Debiased Heterogeneous Co-training Framework for Class-Imbalanced Semi-supervised Medical Image Segmentation,"by combining the complementary
properties of distdw and diffdw, the overall framework can learn both the
minority classes and the difficult classes well in a balanced way.",
512,Anatomical-Aware Point-Voxel Network for Couinaud Segmentation in Liver CT,"in clinics, couinaud segments obtained from manual
annotation are tedious and time-consuming, based on the vasculature used as
rough guide (fig.",
513,Anatomical-Aware Point-Voxel Network for Couinaud Segmentation in Liver CT,"it can supplement the
cnn-based method and improve the segmentation performance in regions without
intensity contrast.in this paper, to tackle the aforementioned challenges, we
propose a pointvoxel fusion framework that represents the liver ct in continuous
points to better learn the spatial structure, while performing the convolutions
in voxels to obtain the complementary semantic information of the couinaud
segments.",
