title,extracted_keyword_sent
"Pre-operative Survival Prediction of
Diffuse Glioma Patients with Joint Tumor
Subtyping","as f type i has strong correlation with prognosis, the performance of the
backbone can be improved. in addition, information of patient age and tumor
position is also used."
"Pre-operative Survival Prediction of
Diffuse Glioma Patients with Joint Tumor
Subtyping","in the in-house dataset, the proportions of the three tumor types are 20.9%
(oligodendroglioma), 28.7% (astrocytoma), and 50.4% (glioblastoma), which is
consistent with the statistical report in in the original manifold mixup where y
k i and y k j stand for the labels of the k-th tumor type of the i-th and j-th
patients, respectively, and λ ∈ [0, 1] is a weighting factor. for binary
classification, the original manifold mixup can effectively enhance the network
performance, however, for the classification of more than two classes, e.g.,
tumor types, there exists a big issue."
"Pre-operative Survival Prediction of
Diffuse Glioma Patients with Joint Tumor
Subtyping","in our experiment, both in-house and public datasets are used to evaluate our
method. specifically, the in-house dataset collected in cooperation hospitals
contains pre-operative multimodal mr images, including t1, t1 contrast enhanced
(t1c), t2, and flair, of 1726 patients (age 49.7 ± 13.1) with confirmed diffuse
glioma types."
"Pre-operative Survival Prediction of
Diffuse Glioma Patients with Joint Tumor
Subtyping","in the 1726 patients, 743 have the corresponding overall survival time (dead,
non-censored), and 983 patients have the last visiting time (alive, censored).
besides the inhouse dataset, a public dataset brats2019, including pre-operative
multimodal mr images of 210 non-censored patients (age 61.4 ± 12.2), is adopted
as the external independent testing dataset."
"Medical Boundary Diffusion Model for
Skin Lesion Segmentation",none
"H-DenseFormer: An Efficient Hybrid
Densely Connected Transformer for
Multimodal
Tumor Segmentation","with the emergence of multimodal datasets (e.g., brats in addition to the
progress on the fusion of multimodal features, improving the model
representation ability is also an effective way to boost segmentation
performance. in the past few years, transformer structure although remarkable
performance has been accomplished with these efforts, there still exist several
challenges to be resolved."
"H-DenseFormer: An Efficient Hybrid
Densely Connected Transformer for
Multimodal
Tumor Segmentation",", where i ∈ [0, 1, 2, 3], and c = 2 (tumor and background) represents the number
of segmentation classes. to mitigate the pixel imbalance problem, we use a
combined loss of focal loss where n refers to the total number of pixels, p t
and q t denote the predicted probability and ground truth of the t-th pixel,
respectively, and r = 2 is the modulation factor."
"H-DenseFormer: An Efficient Hybrid
Densely Connected Transformer for
Multimodal
Tumor Segmentation","in this paper, we proposed an efficient hybrid model (h-denseformer) that
combines transformer and cnn for multimodal tumor segmentation. concretely, a
multi-path parallel embedding module and a densely connected transformer block
were developed and integrated to balance accuracy and computational complexity."
"TransNuSeg: A Lightweight Multi-task
Transformer for Nuclei Segmentation",none
"QCResUNet: Joint Subject-Level and
Voxel-Level Prediction of Segmentation
Quality","furthermore, most of the existing methods do not localize segmentation errors,
which is meaningful for both auditing purposes and guiding manual refinement. to
address these challenges, we propose a novel framework for joint subject-level
and voxel-level prediction of segmentation quality from multimodal mri."
"QCResUNet: Joint Subject-Level and
Voxel-Level Prediction of Segmentation
Quality","the dice loss and cross-entropy loss were averaged across the number of pixels i
in a batch. the two parts are combined using a weight parameter λ to balance the
different loss components: 3 experiments for this study, pre-operative
multimodal mri scans of varying grades of glioma were obtained from the 2021
brain tumor segmentation (brats) challenge in this work, we proposed a novel cnn
architecture called qcresunet to perform automatic brain tumor segmentation qc
in multimodal mri scans."
"EGE-UNet: An Efficient Group Enhanced
UNet for Skin Lesion Segmentation","malignant melanoma is one of the most rapidly growing cancers in the world. as
estimated by the american cancer society, there were approximately 100,350 new
cases and over 6,500 deaths in 2020 transunet prior works have enhanced
performance by introducing intricate modules, but neglected the constraint of
computational resources in real medical settings."
"Diffusion Kinetic Model for Breast
Cancer Segmentation in Incomplete
DCE-MRI","for a second step, we train the sm that integrates the previously learned latent
kinetic code to provide tumor hemodynamic information for voxel-level
prediction. considering the varying sizes, shapes and appearances of tumors that
results from intratumor heterogeneity and results in difficulties of accurate
cancer annotation, we design the segmentation loss as follows: where l ssim is
used to evaluate tumor structural characteristics, s and g represents
segmentation map and ground truth, respectively; μ s is the mean of s and μ g is
the mean of g; ϕ s represents the variance of s and ϕ g represents the variance
of g; c 1 and c 2 denote the constant to hold training stable where k 1 is set
as 0.01, k 2 is set as 0.03 and l is set as the range of voxel values."
"Morphology-Inspired Unsupervised Gland
Segmentation via Selective Semantic
Grouping","accurate gland segmentation from whole slide images (wsis) plays a crucial role
in the diagnosis and prognosis of cancer, as the morphological features of
glands can provide valuable information regarding tumor aggressiveness to reduce
the annotation cost, developing annotation-efficient methods for semantic-level
gland segmentation has attracted much attention one potential solution is to
adopt unsupervised semantic segmentation (uss) methods which have been
successfully applied to medical image research and natural image research. on
the one hand, existing uss methods have shown promising results in various
medical modalities, e.g., magnetic resonance images x-ray images to tackle the
above challenges, our solution is to incorporate an empirical cue about gland
morphology as additional knowledge to guide gland segmentation."
"Morphology-Inspired Unsupervised Gland
Segmentation via Selective Semantic
Grouping","ultimately, our method produces well-delineated and complete predictions; see
fig. our contributions are as follows: (1) we identify the major challenge
encountered by prior unsupervised semantic segmentation (uss) methods when
dealing with gland images, and propose a novel mssg for unsupervised gland
segmentation."
"EoFormer: Edge-Oriented Transformer for
Brain Tumor Segmentation","our method comprises the efficient hybrid encoder and the edgeoriented
transformer decoder. the encoder effectively extracts features from images by
striking a balance between cnn and transformer architectures."
"EdgeMixup: Embarrassingly Simple Data
Alteration to Improve Lyme Disease
Lesion
Segmentation and Diagnosis Fairness","specifically, a typical lyme lesion exhibits a bull's eye pattern with one
central redness and one outer circle, which is different from darkness lesion in
cancer-related skin disease like melanoma. furthermore, clinical data collected
for training is usually imbalanced in some properties, e.g., more samples with
light skins compared with dark skins."
"EdgeMixup: Embarrassingly Simple Data
Alteration to Improve Lyme Disease
Lesion
Segmentation and Diagnosis Fairness","dark), and lesionconducted under clinician supervision and institutional review
boards (irb) approval. our dataset with manual labels is available at this url
secondly, we design a simple yet novel data preprocessing and alternation
method, called edgemixup, to improve lyme disease segmentation and diagnosis
fairness on samples with different skin-tones."
"EdgeMixup: Embarrassingly Simple Data
Alteration to Improve Lyme Disease
Lesion
Segmentation and Diagnosis Fairness","the key insight is to alter a skin image with a linear combination of the source
image and a detected lesion boundary so that the lesion structure is preserved
while minimizing skin tone information. such an improvement is an iterative
process that gradually improves lesion edge detection and segmentation fairness
until convergence."
"EdgeMixup: Embarrassingly Simple Data
Alteration to Improve Lyme Disease
Lesion
Segmentation and Diagnosis Fairness","then, the detected, converged edge in the first step also helps classification
of lyme diseases via mixup with improved fairness. our source code is available
at this url we evaluate edgemixup for skin disease segmentation and
classification tasks."
"EdgeMixup: Embarrassingly Simple Data
Alteration to Improve Lyme Disease
Lesion
Segmentation and Diagnosis Fairness","our source code is available at this url we evaluate edgemixup for skin disease
segmentation and classification tasks. our results show that edgemixup is able
to increase segmentation utility and improve fairness."
"Merging-Diverging Hybrid Transformer
Networks for Survival Prediction in Head
and Neck Cancer","head and neck (h&n) cancer refers to malignant tumors in h&n regions, which is
among the most common cancers worldwide traditional survival prediction methods
are usually based on radiomics firstly, existing deep survival models are
underdeveloped in utilizing complementary multi-modality information, such as
the metabolic and anatomical information in pet and ct images. for survival
prediction in h&n cancer, existing methods usually use single imaging modality
secondly, although deep survival models have advantages in performing end-to-end
survival prediction without requiring tumor masks, this also incurs difficulties
in extracting region-specific information, such as the prognostic information in
primary tumor (pt) and metastatic lymph node (mln) regions."
"ALL-IN: A Local GLobal Graph-Based
DIstillatioN Model for Representation
Learning of Gigapixel Histopathology
Images With Application In Cancer Risk
Assessment","histological features allow visual readout of cancer biology as they represent
the overall impact of genetic changes on cells the great rise of deep learning
in the past decade and our ability to digitize histopathology slides using
high-throughput slide scanners have fueled interests in the applications of deep
learning in histopathology image analysis. the majority of the efforts, so far,
focus on the deployment of these models for diagnosis and classification in the
machine learning domain, patient prognostication can be treated as a weakly
supervised problem, which a model would predict the outcome (e.g., time to
cancer recurrence) based on the histopathology images."
"ALL-IN: A Local GLobal Graph-Based
DIstillatioN Model for Representation
Learning of Gigapixel Histopathology
Images With Application In Cancer Risk
Assessment","their majority have utilized multiple instance learning (mil) to address this
issue, graph neural networks (gnn) have recently received more attention in
histology. they can model patch relations this paper aims to investigate the
potential of extracting fine and coarse features from histopathology slides and
integrating them for risk stratification in cancer patients."
"ALL-IN: A Local GLobal Graph-Based
DIstillatioN Model for Representation
Learning of Gigapixel Histopathology
Images With Application In Cancer Risk
Assessment","the majority of the efforts, so far, focus on the deployment of these models for
diagnosis and classification in the machine learning domain, patient
prognostication can be treated as a weakly supervised problem, which a model
would predict the outcome (e.g., time to cancer recurrence) based on the
histopathology images. their majority have utilized multiple instance learning
(mil) to address this issue, graph neural networks (gnn) have recently received
more attention in histology."
"An AI-Ready Multiplex Staining Dataset
for Reproducible and Accurate
Characterization of Tumor Immune
Microenvironment","this study is not human subjects research because it was a secondary analysis of
results from biological specimens that were not collected for the purpose of the
current study and for which the samples were fully anonymized. this work was
supported by msk cancer center support grant/core grant (p30 ca008748) and by
james and esther king biomedical research grant (7jk02) and moffitt merit
society award to c."
"Detection of Basal Cell Carcinoma in
Whole Slide Images","to improve the efficiency and accuracy of the search, we developed a new
framework named sc-net, which focuses on identifying highly valuable
architectures. we observed that conventional nas methods often overlook fairness
ranking during the search, hindering the search for optimal solutions."
"Detection of Basal Cell Carcinoma in
Whole Slide Images","our sc-net framework addresses this by ensuring fair training and precise
ranking. the efficacy of sc-net was confirmed by our experimental results, with
our resnet50 achieving 96.2% top-1 accuracy and 96.5% auc, outperforming
baseline methods by 4.8% and 4.7% respectively."
"Detection of Basal Cell Carcinoma in
Whole Slide Images","comparison with related methods. to ensure a fair comparison on our dataset, we
selected several papers in the field of pathological image analysis, such as
evaluation metrics."
"Detection of Basal Cell Carcinoma in
Whole Slide Images","our model was evaluated on: as shown in table in this paper, we introduce
sc-net, a novel nas framework for skin cancer detection in pathology images. by
formulating sc-net as a balanced supernet, we ensure fair ranking and treatment
of all potential architectures."
"Detection of Basal Cell Carcinoma in
Whole Slide Images","we observed that conventional nas methods often overlook fairness ranking during
the search, hindering the search for optimal solutions. our sc-net framework
addresses this by ensuring fair training and precise ranking."
"IIB-MIL: Integrated Instance-Level and
Bag-Level Multiple Instances Learning
with Label Disambiguation for
Pathological Image Analysis",none
"Multi-scale Prototypical Transformer for
Whole Slide Image Classification","histopathological images are regarded as the 'gold standard' in the diagnosis of
cancers. with the advent of the whole slide image (wsi) scanner, deep learning
has gained its reputation in the field of computational pathology to address
this issue, multiple instance learning (mil) has been successfully applied to
the wsi classification task as a weakly supervised learning problem recently,
prototypical learning is applied in wsi analysis to identify representative
instances in the bag on the other hand, when pathologists analysis the wsis,
they always observe the tissues at various resolutions in this work, we propose
a multi-scale prototypical transformer (mspt) for wsi classification."
"Thyroid Nodule Diagnosis in Dynamic
Contrast-Enhanced Ultrasound via
Microvessel
Infiltration Awareness",none
"Triangular Analysis of Geographical
Interplay of Lymphocytes (TriAnGIL):
Predicting Immunotherapy Response in
Lung Cancer","specimens were analyzed with a multiplexed quantitative immunofluorescence (qif)
panel using the method described in the two top predictive triangil features
were found to be the number of edges between stroma and cd4+ cells, and the
number of edges between stroma and tumor cells with more interactions between
stromal cells and both cd4+ and tumor cells being associated with response to
io. this finding is concordant with other studies result: figure we presented a
new approach, triangular analysis of geographical interplay of lymphocytes
(triangil), to quantitatively chartacterize the spatial arrangement and relative
geographical interplay of multiple cell families across pathological images."
"NASDM: Nuclei-Aware Semantic
Histopathology Image Generation Using
Diffusion
Models",none
"DiffDP: Radiotherapy Dose Prediction via
a Diffusion Model","for promising curative effect, a high-quality radiotherapy plan is demanded to
distribute sufficient dose of radiation to the planning target volume (ptv)
while minimizing the radiation hazard to organs at risk (oars). to achieve this,
radiotherapy plans need to be manually adjusted by the dosimetrists in a
trial-and-error manner, which is extremely labor-intensive and time-consuming
recently, the blossom of deep learning (dl) has promoted the automatic medical
image processing tasks although the above methods have achieved good performance
in predicting dose distribution, they suffer from the over-smoothing problem."
"DiffDP: Radiotherapy Dose Prediction via
a Diffusion Model","overall, the contributions of this paper can be concluded as follows: dataset
and evaluations. we measure the performance of our model on an in-house rectum
cancer dataset which contains 130 patients who underwent volumetric modulated
arc therapy (vmat) treatment at west china hospital."
"Position-Aware Masked Autoencoder for
Histopathology WSI Representation
Learning","in the past few years, the development of histopathological whole slide image
(wsi) analysis methods has dramatically contributed to the intelligent cancer
diagnosis generally, multiple instance learning (mil) is one of the most popular
solutions for wsi analysis however, hipt is a hierarchical learning framework
based on a greedy training strategy. the bias and error generated in each level
of the representation model will accumulate in the final decision model."
"Detection-Free Pipeline for Cervical
Cancer Screening of Whole Slide Images","cervical cancer is a common and severe disease that affects millions of women
globally, particularly in developing countries several computer-aided cervical
cancer screening methods have been proposed for whole slide images (wsis) in the
literature."
"Detection-Free Pipeline for Cervical
Cancer Screening of Whole Slide Images","cervical cancer cell detection datasets involve labeling individual and small
bounding boxes in a large number of cells. it often requires multiple
experienced pathologists to annotate to address the aforementioned issues, we
propose a detection-free pipeline in this paper, which does not rely on any
detection model."
"Detection-Free Pipeline for Cervical
Cancer Screening of Whole Slide Images","dataset and experimental setup. in this study, we have collected 5384 cervical
cytopathological wsi by 20x lens, each with 20000 × 20000 pixels, from our
collaborating hospitals."
"Detection-Free Pipeline for Cervical
Cancer Screening of Whole Slide Images","in this section, we experiment to demonstrate the effectiveness of all the
proposed parts in our pipeline. we divide all 5384 samples into five independent
parts for five-fold cross-validation, and the results are shown in table
cervical cancer is a common and severe disease that affects millions of women
globally, particularly in developing countries several computer-aided cervical
cancer screening methods have been proposed for whole slide images (wsis) in the
literature."
"Instance-Aware Diffusion Model for Gland
Segmentation in Colon Histology Images","this method effectively integrates the abundant information from the original
image, thereby enhancing the distinction between the objects and the surrounding
background. our proposed method was trained and tested on the 2015 mic-cai gland
segmentation (glas) challenge dataset colorectal cancer is a prevalent form of
cancer characterized by colorectal adenocarcinoma, which develops in the colon
or rectum's inner lining and exhibits glandular structures recently, diffusion
model in this paper, we propose a new method for gland instance segmentation
based on the diffusion model."
"Instance-Aware Diffusion Model for Gland
Segmentation in Colon Histology Images","this method effectively integrates the abundant information from the original
image, thereby enhancing the distinction between the objects and the surrounding
background. our proposed method was trained and tested on the 2015 mic-cai gland
segmentation (glas) challenge dataset"
"Adaptive Supervised PatchNCE Loss for
Learning H&E-to-IHC Stain Translation
with
Inconsistent Groundtruth Image Pairs","to that end, researchers have recently proposed to use gan-based image-to-image
translation (i2it) algorithms for transforming h&e-stained slides into ihc.
despite the progress, the outstanding challenge in training such i2it frameworks
is the lack of aligned h&e-ihc image pairs, or in other words, the
inconsistencies in the h&e-ihc groundtruth pairs."
"Adaptive Supervised PatchNCE Loss for
Learning H&E-to-IHC Stain Translation
with
Inconsistent Groundtruth Image Pairs","datasets. the following datasets are used in our experiments: the breast cancer
immunohistochemical (bci) challenge dataset implementation details."
"HIGT: Hierarchical Interaction
Graph-Transformer for Whole Slide Image
Analysis",none
"MPBD-LSTM: A Predictive Model for
Colorectal Liver Metastases Using Time
Series
Multi-phase Contrast-Enhanced CT Scans","colorectal cancer is the third most common malignant tumor, and nearly half of
all patients with colorectal cancer develop liver metastasis during the course
of the disease extensive existing works have demonstrated the power of deep
learning on various spatial-temporal data, and can potentially be applied
towards the problem of crlm."
"MPBD-LSTM: A Predictive Model for
Colorectal Liver Metastases Using Time
Series
Multi-phase Contrast-Enhanced CT Scans","-no other malignant tumors. our retrospective dataset includes two cohorts from
two hospitals."
"MPBD-LSTM: A Predictive Model for
Colorectal Liver Metastases Using Time
Series
Multi-phase Contrast-Enhanced CT Scans","all images underwent manual quality control to exclude any scans with noticeable
artifacts or blurriness and to verify the completeness of all slices. additional
statistics on our dataset are presented in table colorectal cancer is the third
most common malignant tumor, and nearly half of all patients with colorectal
cancer develop liver metastasis during the course of the disease extensive
existing works have demonstrated the power of deep learning on various
spatial-temporal data, and can potentially be applied towards the problem of
crlm."
"Deep Cellular Embeddings: An Explainable
Plug and Play Improvement for Feature
Representation in Histopathology","for these two tasks we used artifact-free tiles from tumor regions detected with
an in-house tumor detection model. for breast cancer metastasis detection in
lymph node tissue, we used wsis of h&estained healthy lymph node tissue and
lymph node tissue with breast cancer metastases from the publicly available
camelyon16 challenge data set for cell of origin (coo) prediction of activated
b-cell like (abc) or germinal center b-cell like (gcb) tumors in diffuse large
b-cell lymphoma (dlbcl), we used data from the phase 3 goya (nct01287741) and
phase 2 cavalli (nct02055820) clinical trials, hereafter referred to as ct1 and
ct2, respectively."
"Progressive Attention Guidance for Whole
Slide Vulvovaginal Candidiasis
Screening",none
"CellGAN: Conditional Cervical Cell
Synthesis for Augmenting
Cytopathological
Image Classification",none
"An Anti-biased TBSRTC-Category Aware
Nuclei Segmentation Framework with a
Multi-label Thyroid Cytology Benchmark",none
"Multi-modal Pathological Pre-training
via Masked Autoencoders for Breast
Cancer
Diagnosis","breast cancer (bc) is one of the most common malignant tumors in women worldwide
and it causes nearly 0.7 million deaths in 2020 recently, with the development
of transformer, multi-modal pre-training has achieved great success in the
fields of computer vision (cv) and natural language processing (nlp)."
"Multi-modal Pathological Pre-training
via Masked Autoencoders for Breast
Cancer
Diagnosis","to our best knowledge, this is the first pre-training work based on multi-modal
pathological data. we evaluate the proposed method on two public datasets as
herohe challenge and bci challenge, which shows that our method achieves
state-of-theart performance."
"Multi-modal Pathological Pre-training
via Masked Autoencoders for Breast
Cancer
Diagnosis","x and y are reconstructed by modal-specific decoders respectively. acrobat
challenge."
"Multi-modal Pathological Pre-training
via Masked Autoencoders for Breast
Cancer
Diagnosis","the automatic registration of breast cancer tissue (acrobat) challenge bci
challenge. breast cancer immunohistochemical image generation challenge breast
cancer (bc) is one of the most common malignant tumors in women worldwide and it
causes nearly 0.7 million deaths in 2020 recently, with the development of
transformer, multi-modal pre-training has achieved great success in the fields
of computer vision (cv) and natural language processing (nlp)."
"Multi-modal Pathological Pre-training
via Masked Autoencoders for Breast
Cancer
Diagnosis","breast cancer immunohistochemical image generation challenge breast cancer (bc)
is one of the most common malignant tumors in women worldwide and it causes
nearly 0.7 million deaths in 2020 recently, with the development of transformer,
multi-modal pre-training has achieved great success in the fields of computer
vision (cv) and natural language processing (nlp). according to the data format,
there are two main multi-modal pre-training approaches, as shown in fig."
"Multi-modal Pathological Pre-training
via Masked Autoencoders for Breast
Cancer
Diagnosis","acrobat challenge. the automatic registration of breast cancer tissue (acrobat)
challenge bci challenge."
"Semi-supervised Pathological Image
Segmentation via Cross Distillation of
Multiple Attentions",none
"Towards Novel Class Discovery: A Study
in Novel Skin Lesions Clustering","automatic identification of lesions from dermoscopic images is of great
importance for the diagnosis of skin cancer one approach to address the above
problem is novel class discovery (ncd) in this paper, we propose a new novel
class discovery framework to automatically discover novel disease categories."
"Towards Novel Class Discovery: A Study
in Novel Skin Lesions Clustering","in addition, we also validated the effectiveness of different components through
extensive ablation experiments. automatic identification of lesions from
dermoscopic images is of great importance for the diagnosis of skin cancer one
approach to address the above problem is novel class discovery (ncd) in this
paper, we propose a new novel class discovery framework to automatically
discover novel disease categories."
"Pathology-and-Genomics Multimodal
Transformer for Survival Outcome
Prediction","cancers are a group of heterogeneous diseases reflecting deep interactions
between pathological and genomics variants in tumor tissue environments the
major goal of multimodal data learning is to extract complementary contextual
information across modalities to tackle above challenges, we propose a
pathology-and-genomics multimodal framework (i.e., pathomics) for survival
prediction (fig."
"Pathology-and-Genomics Multimodal
Transformer for Survival Outcome
Prediction","importantly, our approach opens up perspectives for exploring the key insights
of intrinsic genotypephenotype interactions in complex cancer data across
modalities. our finetuning cancers are a group of heterogeneous diseases
reflecting deep interactions between pathological and genomics variants in tumor
tissue environments the major goal of multimodal data learning is to extract
complementary contextual information across modalities to tackle above
challenges, we propose a pathology-and-genomics multimodal framework (i.e.,
pathomics) for survival prediction (fig."
"Robust Cervical Abnormal Cell Detection
via Distillation from Local-Scale
Consistency Refinement",cervical cancer is the second most common cancer among adult women.
"Robust Cervical Abnormal Cell Detection
via Distillation from Local-Scale
Consistency Refinement","if diagnosed early, it can be effectively treated and cured with the development
of deep learning although the above-mentioned attempts can improve the screening
performance significantly, there are several issues that need to be addressed:
1) object detection methods often require accurate annotated data to guarantee
performance with robustness and generalization. however, due to legal
limitations, the scarcity of positive samples, and especially the subjectivity
differences between cytopathologists for manual annotations to address these
issues, we propose a novel method for cervical abnormal cell detection using
distillation from local-scale consistency refinement."
"Robust Cervical Abnormal Cell Detection
via Distillation from Local-Scale
Consistency Refinement","however, due to legal limitations, the scarcity of positive samples, and
especially the subjectivity differences between cytopathologists for manual
annotations to address these issues, we propose a novel method for cervical
abnormal cell detection using distillation from local-scale consistency
refinement. inspired by knowledge distillation, we construct a pre-trained patch
correction network (pcn), which is designed to exploit the supervised
information from the pcn to reduce the impact of noisy labels and utilize the
contextual relationships between cells."
"Robust Cervical Abnormal Cell Detection
via Distillation from Local-Scale
Consistency Refinement","inspired by knowledge distillation, we construct a pre-trained patch correction
network (pcn), which is designed to exploit the supervised information from the
pcn to reduce the impact of noisy labels and utilize the contextual
relationships between cells. in our approach, we begin by utilizing retinanet
cervical cancer is the second most common cancer among adult women."
"MixUp-MIL: Novel Data Augmentation for
Multiple Instance Learning and a Study
on
Thyroid Cancer Diagnosis","the considered dual-stream approach, including an embedding and instance-based
stream, exhibited slightly improved average scores, compared to embedding-based
mil only. in our analysis, we focused on the embedding-based configuration and
on the balanced combined approach (referred to as 2/2)."
"Transfer Learning-Assisted Survival
Analysis of Breast Cancer Relying on the
Spatial Interaction Between
Tumor-Infiltrating Lymphocytes and
Tumors","breast cancer (bc) is the most common cancer diagnosed among females and the
second leading cause of cancer death among women after lung cancer among
different types of imaging biomarkers, histopathological images are generally
considered the golden standard for bc prognosis since they can confer important
cell-level information that can reflect the aggressiveness of bc to deal with
the above challenges, several researchers began to design domain adaption
algorithms, which utilize the labeled data from a related cancer subtype to help
predict the patients' survival in the target domain."
"Transfer Learning-Assisted Survival
Analysis of Breast Cancer Relying on the
Spatial Interaction Between
Tumor-Infiltrating Lymphocytes and
Tumors","to the best of our knowledge, t2uda was the first method to successfully achieve
interrelationship transfer between tils and tumors across different cancer
subtypes for prognosis tasks. breast cancer (bc) is the most common cancer
diagnosed among females and the second leading cause of cancer death among women
after lung cancer among different types of imaging biomarkers, histopathological
images are generally considered the golden standard for bc prognosis since they
can confer important cell-level information that can reflect the aggressiveness
of bc to deal with the above challenges, several researchers began to design
domain adaption algorithms, which utilize the labeled data from a related cancer
subtype to help predict the patients' survival in the target domain."
"Gene-Induced Multimodal Pre-training for
Image-Omic Classification",none
"Histopathology Image Classification
Using Deep Manifold Contrastive Learning","we tested our proposed method on two different tasks: (1) intrahepatic
cholangiocarcinomas(ihccs) subtype classification and (2) liver cancer type
classification. the dataset for the former task was collected from 168 patients
with 332 wsis from seoul national university hospital."
"Histopathology Image Classification
Using Deep Manifold Contrastive Learning","in the deep manifold embedding learning model, the learning rates were set to
1e-4 with a decay rate of 1e-6 for the ihccs subtype classification and to 1e-5
with a decay rate of 1e-8 for the liver cancer type classification. the
k-nearest neighbors graph and the geodesic distance matrix are updated once
every five training epochs, which is empirically chosen to balance running time
and accuracy."
"Deep Learning for Tumor-Associated
Stroma Identification in Prostate
Histopathology Slides","additionally, the presence of tumor heterogeneity and the varied distribution of
tumor foci can further complicate the labeling process. to address this issue,
we propose applying neighbor consistency regularization (ncr) where d kl is the
kl-divergence loss to quantify the discrepancy between two probability
distributions, t represents the temperature and nn k (v i ) is the set of k
nearest neighbors of v i in the feature space."
"Deep Learning for Tumor-Associated
Stroma Identification in Prostate
Histopathology Slides","for instance, a model trained on whole-mount slides only may not generalize well
to biopsy slides due to systematic shifts, hindering model performance in the
clinical application scenario. to address the above issues, we propose an
adversarial multi-modal learning (aml) module to force the feature extractor to
produce multimodal-invariant representations on multiple source images."
"Deep Learning for Tumor-Associated
Stroma Identification in Prostate
Histopathology Slides","the stroma classifier and source discriminator are trained simultaneously,
aiming to effectively classify tumor-associated stroma while impeding accurate
source prediction by the discriminator. the optimization process aims to achieve
a balance between these two goals, resulting in an embedding space that encodes
as much information as possible about tumor-associated stroma identification
while not encoding any information on the data source."
"Multi-scope Analysis Driven Hierarchical
Graph Transformer for Whole Slide Image
Based Cancer Survival Prediction",none
"Mining Negative Temporal Contexts for
False Positive Suppression in Real-Time
Ultrasound Lesion Detection","deep learning has recently emerged as a promising approach for ultrasound lesion
detection. while previous works focused on lesion detection in still images
previous general-purpose detectors to address this issue, we propose a novel
ultradet model to leverage ntc."
"Mining Negative Temporal Contexts for
False Positive Suppression in Real-Time
Ultrasound Lesion Detection","our contributions are four-fold. in this paper, we address the clinical
challenge of real-time ultrasound lesion detection."
"Iteratively Coupled Multiple Instance
Learning from Instance to Bag Classifier
for Whole Slide Image Classification","our experiments utilized two datasets, with the first being the publicly
available breast cancer dataset, camelyon16 the second dataset is a private
hepatocellular carcinoma (hcc) dataset collected from sir run run shaw hospital,
hangzhou, china."
"Iteratively Coupled Multiple Instance
Learning from Instance to Bag Classifier
for Whole Slide Image Classification","the ground truth labels are binary classes of low risk and high risk, which were
provided by experienced pathologists. our experiments utilized two datasets,
with the first being the publicly available breast cancer dataset, camelyon16
the second dataset is a private hepatocellular carcinoma (hcc) dataset collected
from sir run run shaw hospital, hangzhou, china."
"Artifact Restoration in Histology Images
with Diffusion Probabilistic Models","histology is critical for accurately diagnosing all cancers in modern medical
imaging analysis. however, the complex scanning procedure for histological
wholeslide images (wsis) digitization may result in the alteration of tissue
structures, due to improper removal, fixation, tissue processing, embedding, and
storage in real clinical practice, rescanning the wsis that contain artifacts
can partially address this issue."
"Mammo-Net: Integrating Gaze Supervision
and Interactive Information in
Multi-view Mammogram Classification","breast cancer is the most prevalent form of cancer among women and can have
serious physical and mental health consequences if left unchecked deep neural
networks have been widely adopted for breast cancer diagnosis to alleviate the
workload of radiologists."
"Probabilistic Modeling Ensemble Vision
Transformer Improves Complex Polyp
Segmentation","colorectal cancer (crc) remains a major health burden with elevated mortality
worldwide traditional machine learning approaches in polyp segmentation
primarily focus on learning low-level features, such as texture, shape, or color
distribution despite significant progress made by these binary mask supervised
models, challenges remain in accurately locating polyps, particularly in complex
clinical scenarios, due to their insensitivity to complex lesions and high
false-positive rates."
"Probabilistic Modeling Ensemble Vision
Transformer Improves Complex Polyp
Segmentation","to address these limitations, qadir et al. therefore, the primary challenge lies
in enhancing polyp segmentation performance in complex scenarios by precisely
preserving the polyp segmentation boundaries, while simultaneously maximizing
the decoder's attention on the overall pattern of the polyps."
"Probabilistic Modeling Ensemble Vision
Transformer Improves Complex Polyp
Segmentation","in this paper, we propose a novel transformer-based polyp segmentation
framework, petnet, which addresses the aforementioned challenges and achieves
sota performance in locating polyps with high precision. our contributions are
threefold: • we propose a novel gaussian-probabilistic guided semantic fusion
method for polyp segmentation, which improves the decoder's global perception of
polyp locations and discrimination capability for polyps in complex scenarios."
"DisAsymNet: Disentanglement of
Asymmetrical Abnormality on Bilateral
Mammograms
Using Self-adversarial Learning","breast cancer (bc) is the most common cancer in women and incidence is
increasing authenticated by the bi-rads lexicon the question of ""what the bi-mg
would look like if they were symmetric?"" is often considered when radiologists
determine the symmetry of bi-mg."
"DisAsymNet: Disentanglement of
Asymmetrical Abnormality on Bilateral
Mammograms
Using Self-adversarial Learning","to to alleviate the lack of annotation pixel-wise asymmetry annotations, in this
study, we propose a random synthesis method to supervise disentanglement.
training with synthetic artifacts is a low-cost but efficient way to supervise
the model to better reconstruct images the alpha weights α k is a 2d gaussian
distribution map, in which the co-variance is determined by the size of k-th
tumor t, representing the transparency of the pixels of the tumor."
