Paper Title,Header Number,Header Title,Text
Breast Ultrasound Tumor Classification Using a Hybrid Multitask CNN-Transformer Network,4.0,Conclusion,"in this paper, we introduced the hybrid-mt-estan, a multitask learning approach for bus image analysis that alleviates the lack of global contextual infor-mation in the low-level layers of cnn-based approaches. hybrid-mt-estan concurrently performs bus tumor classification and segmentation, with a hybrid architecture that employs cnn-based and swin transformer layers. the proposed approach exploits multi-scale local patterns and global long-range dependencies provided by mt-esta and aaa transformer blocks for learning feature representations, resulting in improved generalization. experimental validation demonstrated significant performance improvement by hybrid-mt-estan in comparison to current state-of-the-art models for bus classification."
SimPLe: Similarity-Aware Propagation Learning for Weakly-Supervised Breast Cancer Segmentation in DCE-MRI,1.0,Introduction,"breast cancer is the most common cause of cancer-related deaths among women all around the world  to better support the radiologists with breast cancer diagnosis, various segmentation algorithms have been developed  although  in this study, we propose a simple yet effective weakly-supervised strategy, by using extreme points as annotations (see fig. "
SimPLe: Similarity-Aware Propagation Learning for Weakly-Supervised Breast Cancer Segmentation in DCE-MRI,3.0,Experiments,"dataset. we evaluated our method on an in-house breast dce-mri dataset collected from the cancer center of sun yat-sen university. in total, we collected 206 dce-mri scans with biopsy-proven breast cancers. all mri scans were examined with 1.5t mri scanner. the dce-mri sequences (tr/te = 4.43 ms/1.50 ms, and flip angle = 10 • ) using gadolinium-based contrast agent were performed with the t1-weighted gradient echo technique, and injected 0.2 ml/kg intravenously at 2.0 ml/s followed by 20 ml saline. the dce-mri volumes have two kinds of resolution, 0.379×0.379×1.700 mm 3 and 0.511×0.511×1.000 mm 3 . all cancerous regions and extreme points were manually annotated by an experienced radiologist via itk-snap  implementation details. the framework was implemented in pytorch, using a nvidia geforce gtx 1080 ti with 11gb of memory. we employed 3d unet  • train: the network was trained by stochastic gradient descent (sgd) for 200 epochs, with an initial learning rate η = 0.01. the ploy learning policy was used to adjust the learning rate, (1epoch/200) 0.9 . the batch size was 2, consisting of a random foreground patch and a random background patch located via initial segmentation y init . such setting can help alleviate class imbalance issue. the patch size was 128 × 128 × 96. for the contrastive loss, we set n = 100, temperature parameter τ = 0.1. • fine-tune: we initialized the network with the trained weights. we trained it by sgd for 100 iterations, with η = 0.0001. the ploy learning policy was also used. for the simple strategy, we set n = 100, λ = 0.96, α = 0.96, w = 0.1. quantitative and qualitative analysis. we first verified the efficacy of our simple in the training stage. figure "
SimPLe: Similarity-Aware Propagation Learning for Weakly-Supervised Breast Cancer Segmentation in DCE-MRI,4.0,Conclusion,we introduce a simple yet effective weakly-supervised learning method for breast cancer segmentation in dce-mri. the primary attribute is to fully exploit the simple trainfine-tuneretrain process to optimize the segmentation network via only extreme point annotations. this is achieved by employing a similarityaware propagation learning (simple) strategy to update the pseudo-masks. experimental results demonstrate the efficacy of the proposed simple strategy for weakly-supervised segmentation.
Conditional Diffusion Models for Weakly Supervised Medical Image Segmentation,1.0,Introduction,"medical image segmentation is always a critical task as it can be used for disease diagnosis, treatment planning, and anomaly monitoring. weakly supervised semantic segmentation attracts significant attention from medical image community since it greatly reduces the cost of dense pixel-wise labeling to get segmentation mask. in wsss, the training labels are usually easier and faster to obtain, like image-level tags, bounding boxes, scribbles, or point annotations. this work only focuses on wsss with image-level tags, like whether a tumor presents or not. in this field, previous wsss works  meanwhile, denoising diffusion models "
Conditional Diffusion Models for Weakly Supervised Medical Image Segmentation,3.0,Experiments and Results,"brain tumor segmentation. brats (brain tumor segmentation challenge)  only classification labels are used during training the diffusion models, and segmentation masks are used for evaluation in the test stage. for both datasets, we repeat the evaluation protocols for four times and report the average metrics and their standard deviation on test set."
Conditional Diffusion Models for Weakly Supervised Medical Image Segmentation,3.2,Results,"comparison with state of the arts. we benchmark our methods against previous wsss works on two datasets in table  from the results, we can make several key observations. firstly, our proposed method, even without classifier guidance, outperform all other wsss methods including the classifier guided diffusion model cg-diff on both datasets for all three metrics. when classifier guidance is provided, the improvement gets even bigger, and cg-cdm can beat other methods regarding segmentation accuracy. secondly, all wsss methods have performance drop on kidney dataset compared with brats dataset. this demonstrates that the kidney segmentation task is a more challenging task for wsss than brain tumor task, which may be caused by the small training size and diverse appearance across slices in the chaos dataset. time efficiency. regarding inference time for different methods, as shown in table  ablation studies. there are several important hyperparameters in our framework, noise level q, number of iterations r, moving weight τ , and gradient scale s. the default setting is cg-cdm on brats dataset with q = 400, r = 10, τ = 0.95, and s = 10. we evaluate the influence of one hyperparameter at a time by keeping other parameters at their default values. as illustrated in fig. "
DBTrans: A Dual-Branch Vision Transformer for Multi-Modal Brain Tumor Segmentation,1.0,Introduction,"glioma is one of the most common malignant brain tumors with varying degrees of invasiveness  with the rise of deep learning, researchers have begun to study deep learning-based image analysis methods  in recent years, models based on the self-attention mechanism, such as transformer, have received widespread attention due to their excellent performance in natural language processing (nlp)  while transformer-based models have shown effectiveness in capturing long-range dependencies, designing a transformer architecture that performs well on the samm-bts task remains challenging. first, modeling relationships between 3d voxel sequences is much more difficult than 2d pixel sequences. when applying 2d models, 3d images need to be sliced along one dimension. however, the data in each slice is related to three views, discarding any of them may lead to the loss of local information, which may cause the degradation of performance  the contributions of our proposed method can be described as follows: 1) based on transformer, we construct dual-branch encoder and decoder layers that assemble two attention mechanisms, being able to model close-window and distant-window dependencies without any extra computational cost. 2) in addition to the traditional skipconnection structure, in the dual-branch decoder, we also establish an extra path to facilitate the decoding process. we design a shifted-w-mca-based global branch to build a bridge between the decoder and encoder, maintaining affluent information of the segmentation target during the decoding process. 3) for the multi-modal data adopt in the task of samm-bts, we improve the channel attention mechanism in se-net by applying se-weights to features from both branches in the encoder and decoder layers. by this means, we implicitly consider the importance of multiple mri modalities and two window-based attention branches, thereby strengthening the fusion effect of the multi-modal information from a global perspective."
DBTrans: A Dual-Branch Vision Transformer for Multi-Modal Brain Tumor Segmentation,3.0,Experiments and Results,"datasets. we use the multimodal brain tumor segmentation challenge (brats 2021  comparative experiments. to evaluate the effectiveness of the proposed dbtrans, we compare it with the state-of-the-art brain tumor segmentation methods including six transformer-based networks swin-unet "
M-GenSeg: Domain Adaptation for Target Modality Tumor Segmentation with Annotation-Efficient Supervision,2.1,M-GenSeg: Semi-supervised Segmentation,"in order to disentangle the information common to a and p, and the information specific to p, we split the latent representation of each image into a common code c and a unique code u. essentially, the common code contains information inherent to both domains, which represents organs and other structures, while the unique code stores features like tumor shapes and location. in the two fol-lowing paragraphs, we explain p→a and a→p translations for source images. the same process is applied for target images by replacing s notation with t . presence to absence translation. given an image s p of modality s in the presence domain p, we use an encoder e s to compute the latent representation [c s p , u s p ]. a common decoder g s com takes as input the common code c s p and generates a healthy version s pa of that image by removing the apparent tumor region. simultaneously, both common and unique codes are used by a residual decoder g s res to output a residual image δ s pp , which corresponds to the additive change necessary to shift the generated healthy image back to the presence domain. in other words, the residual is the disentangled tumor that can be added to the generated healthy image to create a reconstruction s pp of the initial diseased image:  like approaches in  modality translation. our objective is to learn to segment tumor lesions in a target modality by reusing potentially scarce image annotations in a source modality. note that for each modality m ∈ {s, t }, m-genseg holds a segmentation decoder g m seg that shares most of its weights with the residual decoder g m res , but has its own set of normalization parameters and a supplementary classifying layer. thus, through the absence and presence translations, these segmenters have already learned how to disentangle the tumor from the background. however, supervised training on a few example annotations is still required to learn how to transform the resulting residual representation into appropriate segmentation maps. while this is a fairly straightforward task for the source modality using pixel-level annotations, achieving this for the target modality is more complex, justifying the second unsupervised translation objective between source and target modalities. based on the cyclegan  for the t→s→t cycle. note that to perform the domain adaptation, training the model to segment only the pseudo-target images generated by the s→t modality generator would suffice (in addition to the diseased/healthy target translation). however, training the segmentation on diseased source images also imposes additional constraints on encoder e s , ensuring the preservation of tumor structures. this constraint proves beneficial for the translation decoder g t as it generates pseudo-target tumoral samples that are more reliable. segmentation is therefore trained on both diseased source images s p and their corresponding synthetic target images s t p , when provided with annotations y s . to such an extent, two segmentation masks are predicted ŷs = g s seg • e s (s p ) and ŷst = g t seg • e t (s t p )."
M-GenSeg: Domain Adaptation for Target Modality Tumor Segmentation with Annotation-Efficient Supervision,4.0,Conclusion,"we propose m-genseg, a new framework for unpaired cross-modality tumor segmentation. we show that m-genseg is an annotation-efficient framework that greatly reduces the performance gap due to domain shift in cross-modality tumor segmentation. we claim that healthy tissues, if adequately incorporated to the training process of neural networks like in m-genseg, can help to better delineate tumor lesions in segmentation tasks. however, top performing methods on brats are 3d models. thus, future work will explore the use of full 3d images rather than 2d slices, along with more optimal architectures. our code is available: https://github.com/maloadba/mgenseg_2d."
Edge-Aware Multi-task Network for Integrating Quantification Segmentation and Uncertainty Prediction of Liver Tumor on Multi-modality Non-contrast MRI,1.0,Introduction,"simultaneous multi-index quantification (i.e., max diameter (md), center point coordinates (x o , y o ), and area), segmentation, and uncertainty prediction of liver tumor have essential significance for the prognosis and treatment of patients  recently, an increasing number of works have been attempted on liver tumor segmentation or quantification  to the best of our knowledge, although many works focus on the simultaneous quantization, segmentation, and uncertainty in medical images (i.e., heart  in this study, we propose an edge-aware multi-task network (eamtnet) that integrates the multi-index quantification (i.e., center point, max-diameter (md), and area), segmentation, and uncertainty. our basic assumption is that the model should capture the long-range dependency of features between multimodality and enhance the boundary information for quantification, segmentation, and uncertainty of liver tumors. the two parallel cnn encoders first extract local feature maps of multi-modality ncmri. meanwhile, to enhance the weight of tumor boundary information, the sobel filters are employed to extract edge maps that are fed into edge-aware feature aggregation (eafa) as prior knowledge. then, the eafa module is designed to select and fuse the information of multi-modality, making our eamtnet edge-aware by capturing the long-range dependency of features maps and edge maps. lastly, the proposed method estimates segmentation, uncertainty prediction, and multi-index quantification simultaneously by combining multi-task and cross-task joint loss. the contributions of this work mainly include: (1) for the first time, multiindex quantification, segmentation, and uncertainty of the liver tumor on multimodality ncmri are achieved simultaneously, providing a time-saving, reliable, and stable clinical tool. (2) the edge information extracted by the sobel filter enhances the weight of the tumor boundary by connecting the local feature as prior knowledge. (3) the novel eafa module makes our eamtnet edge-aware by capturing the long-range dependency of features maps and edge maps for feature fusion. the source code will be available on the author's website."
Edge-Aware Multi-task Network for Integrating Quantification Segmentation and Uncertainty Prediction of Liver Tumor on Multi-modality Non-contrast MRI,2.0,Method,"the eamtnet employs an innovative approach for simultaneous tumor multiindex quantification, segmentation, and uncertainty prediction on multimodality ncmri. as shown in fig. "
Edge-Aware Multi-task Network for Integrating Quantification Segmentation and Uncertainty Prediction of Liver Tumor on Multi-modality Non-contrast MRI,2.3,Multi-task Prediction,"in step 3 of fig.  where z i is the probability of pixel x belonging to category i. when a pixel has high entropy, it means that the network is uncertain about its classification. therefore, pixels with high entropy are more likely to be misclassified. in other words, its entropy will decrease when the network is confident in a pixel's label. under the constraints of uncertainty, the eamtnet can effectively rectify the errors in tumor segmentation because the uncertainty estimation can avoid overconfidence and erroneous quantification  where ŷs represents the prediction, and y i represents the ground truth label. the sum is performed on s pixels, ŷi task represents the predicted multi-index value, and y i task represents the ground truth of multi-index value, task ∈ {md, x, y , area}."
Edge-Aware Multi-task Network for Integrating Quantification Segmentation and Uncertainty Prediction of Liver Tumor on Multi-modality Non-contrast MRI,4.0,Conclusion,"in this paper, we have proposed an eamtnet for the simultaneous segmentation and multi-index quantification of liver tumors on multi-modality ncmri. the new eafa enhances edge awareness by utilizing boundary information as prior knowledge while capturing the long-range dependency of features to improve feature selection and fusion. additionally, multi-task leverages the prediction discrepancy to estimate uncertainty, thereby improving segmentation and quantification performance. extensive experiments have demonstrated the proposed model outperforms the sota methods in terms of dsc and mae, with great potential to be a diagnostic tool for doctors."
RCS-YOLO: A Fast and High-Accuracy Object Detector for Brain Tumor Detection,1.0,Introduction,"automatic detection of brain tumors from magnetic resonance imaging (mri) is complex, tedious, and time-consuming because there are a lot of missed, misinterpreted, and misleading tumor-like lesions in the images of the brain tumors  with the rapid development of cnns, the accuracies of different visual tasks are constantly improved. however, the increasingly complex network architecture in cnn-based models, such as resnet  repvgg "
RCS-YOLO: A Fast and High-Accuracy Object Detector for Brain Tumor Detection,3.1,Dataset Details,"to evaluate the proposed rcs-yolo model, we used the brain tumor detection 2020 dataset (br35h) "
RCS-YOLO: A Fast and High-Accuracy Object Detector for Brain Tumor Detection,3.4,Results,"to highlight the accuracy and rapidity of the proposed model for the detection of brain tumor medical image data set, table  it can be seen that rcs-yolo with the advantages of incorporating the rcs-osa module performs well. compared with yolov7, the flops of the object detectors of this paper decrease by 8.8g, and the inference speed improves by 43.4 fps. in terms of detection rate, precision improves by 0.024; ap 50 increases by 0.01; ap 50:95 by 0.006. also, rcs-yolo is faster and more accurate than yolov6-l v3.0 and yolov8l. although the ap 50:95 of rcs-yolo equals that of yolov8l, it doesn't obscure the essential advantage of rcs-yolo. the results clearly show the superior performance and efficiency of our method, compared to the state-of-the-art for brain tumor detection. as shown in supplementary material fig. "
RCS-YOLO: A Fast and High-Accuracy Object Detector for Brain Tumor Detection,4.0,Conclusion,"we developed an rcs-yolo network for fast and accurate medical object detection, by leveraging the reparameterized convolution operator rcs based on channel shuffle in the yolo architecture. we designed an efficient one-shot aggregation module rcs-osa based on rcs, which serves as a computational unit in the backbone and neck of a new yolo network. evaluation of the brain mri dataset shows superior performance for brain tumor detection in terms of both speed and precision, as compared to yolov6, yolov7, and yolov8 models."
Category-Level Regularized Unlabeled-to-Labeled Learning for Semi-supervised Prostate Segmentation with Multi-site Unlabeled Data,1.0,Introduction,"prostate segmentation from magnetic resonance imaging (mri) is a crucial step for diagnosis and treatment planning of prostate cancer. recently, deep learningbased approaches have greatly improved the accuracy and efficiency of automatic prostate mri segmentation  regarding quantity , the abundance of unlabeled data serves as a way to regularize the model and alleviate overfitting to the limited labeled data. unfortunately, such ""abundance"" may be unobtainable in practice, i.e., the local unlabeled pool is also limited due to restricted image collection capabilities or scarce patient samples. as a specific case shown in table  here, we define this new ssl scenario as multi-site semi-supervised learning (ms-ssl), allowing to enrich the unlabeled pool with multi-site heterogeneous images. being an under-explored scenario, few efforts have been made. to our best knowledge, the most relevant work is ahdc  in this work, we propose a more generalized framework called categorylevel regularized unlabeled-to-labeled (cu2l) learning, as depicted in fig. "
A Sheaf Theoretic Perspective for Robust Prostate Segmentation,1.0,Introduction,"segmenting the prostate anatomy and detecting tumors is essential for both diagnostic and treatment planning purposes. hence, the task of developing domain generalisable prostate mri segmentation models is essential for the safe translation of these models into clinical practice. deep learning models are susceptible to textural shifts and artefacts which is often seen in mri due to variations in the complex acquisition protocols across multiple sites  the most common approach to tackle domain shifts is with data augmentation  the contributions of this paper are summarized as follows: 1. this work considers shape compositionality to enhance the generalisability of deep learning models to segment the prostate on mri. 2. we use cellular sheaves to aid compositionality for segmentation as well as improve tumour localisation."
A Sheaf Theoretic Perspective for Robust Prostate Segmentation,3.0,Related Work,there have been various deep learning based architectures developed for prostate tumour segmentation  randconv 
A Sheaf Theoretic Perspective for Robust Prostate Segmentation,6.0,Conclusion,"in conclusion, we propose shape compositionality as a way to improve the generalisability of segmentation models for prostate mri. we devise a method to learn texture invariant and shape equivariant features used to create a dictionary of shape components. we use cellular sheaf theory to help model the composition of sampled shape components from this dictionary in order to produce more anatomically meaningful segmentations and improve tumour localisation."
A Sheaf Theoretic Perspective for Robust Prostate Segmentation,,Comparison:,"we compare our method with the nnunet  training: in all our experiments, the models were trained using adam optimization with a learning rate of 0.0001 and weight decay of 0.05. training was run for up to 500 epochs on three nvidia rtx 2080 gpus. the performance of the models was evaluated using the dice score, betti error  in our ablation studies, the minimum number of shape components required in d for the zonal and zonal + tumour segmentation experiments was 64 and 192 respectively before segmentation performance dropped. see supplementary material for ablation experiments analysing each component of our framework."
MedNeXt: Transformer-Driven Scaling of ConvNets for Medical Image Segmentation,1.0,Introduction,"transformers  the convnext architecture marries the scalability and long-range spatial representation learning capabilities of vision  in this work, we maximize the potential of a convnext design while uniquely addressing challenges of limited datasets in medical image segmentation. we present the first fully convnext 3d segmentation network, mednext, which is a scalable encoder-decoder network, and make the following contributions: mednext achieves state-of-the-art performance against baselines consisting of transformer-based, convolutional and large kernel networks. we show performance benefits on 4 tasks of varying modality (ct, mri) and sizes (ranging from 30 to 1251 samples), encompassing segmentation of organs and tumors. we propose mednext as a strong and modernized alternative to standard convnets for building deep networks for medical image segmentation."
MedNeXt: Transformer-Driven Scaling of ConvNets for Medical Image Segmentation,3.2,Datasets,"we use 4 popular tasks, encompassing organ as well as tumor segmentation tasks, to comprehensively demonstrate the benefits of the mednext architecture -1) beyond-the-cranial-vault (btcv) abdominal ct organ segmentation "
Deep Probability Contour Framework for Tumour Segmentation and Dose Painting in PET Images,1.0,Introduction,"fluorodeoxyglucose positron emission tomography (pet) is widely recognized as an essential tool in oncology  in the last decade, cnns have demonstrated remarkable achievements in medical image segmentation tasks. this is primarily due to their ability to learn informative hierarchical features directly from data. however, as illustrated in  beyond tumour delineation, another important use of functional images, such as pet images is their use for designing imrt dose painting (dp). in particular, dose painting uses functional images to paint optimised dose prescriptions based on the spatially varying radiation sensitivities of tumours, thus enhancing the efficacy of tumour control  to address both tumour delineation and corresponding dose painting challenges, we propose to combine the expressiveness of deep cnns with the versa-tility of kspc in a unified framework, which we call kspc-net. in the proposed kspc-net, a cnn is employed to learn directly from the data to produce the pixel-wise bandwidth feature map and initial segmentation map, which are used to define the tuning parameters in the kspc module. our framework is completely automatic and differentiable. more specifically, we use the classic unet "
Deep Probability Contour Framework for Tumour Segmentation and Dose Painting in PET Images,3.1,Dataset,the dataset is from the hecktor challenge in miccai 2021 (head and neck tumor segmentation challenge). the hecktor training dataset consists of 224 patients diagnosed with oropharyngeal cancer 
Deep Probability Contour Framework for Tumour Segmentation and Dose Painting in PET Images,5.0,Conclusion,"in this paper, we present a novel network, kspc-net, for the segmentation in 2d pet images, which integrates kspc into the unet architecture in an end-toend differential manner. the kspc-net utilizes the benefits of kspc to deliver both contour-based and grid-based segmentation outcomes, leading to improved precision in the segmentation of contours. promising performance was achieved by our proposed kspc-net compared to the state-of-the-art approaches on the miccai 2021 challenge dataset (hecktor). it is worth mentioning that the architecture of our kspc-net is not limited to head & neck cancer type and can be broadcast to different cancer types. additionally, a byproduct application of our kspc-net is to construct probability contours, which enables probabilistic interpretation of contours. the subregions created by probability contours allow for a strategy planning for the assigned dose boosts, which is a necessity for the treatment planning of radiation therapy for cancers."
A2FSeg: Adaptive Multi-modal Fusion Network for Medical Image Segmentation,1.0,Introduction,"extracting brain tumors from medical image scans plays an important role in further analysis and clinical diagnosis. typically, a brain tumor includes peritumoral edema, enhancing tumor, and non-enhancing tumor core. since different modalities present different clarity of brain tumor components, we often use multi-modal image scans, such as t1, t1c, t2, and flair, in the task of brain tumor segmentation  current image segmentation methods for handling missing modalities can be divided into three categories, including: 1) brute-force methods: designing individual segmentation networks for each possible modality combination  to handle various numbers of modal inputs, hemis  due to the complexity of current models, we tend to develop a simple model, which adopts a simple average fusion and attention mechanism. these two techniques are demonstrated to be effective in handling missing modalities and multimodal fusion  -we propose a simple multi-modal fusion network, a2fseg, for brain tumor segmentation, which is general and can be extended to any number of modalities for incomplete image segmentation. -we conduct experiments on the brats 2020 dataset and achieve the sota segmentation performance, having a mean dice core of 89.79% for the whole tumor, 82.72% for the tumor core, and 66.71% for the enhancing tumor."
A2FSeg: Adaptive Multi-modal Fusion Network for Medical Image Segmentation,2.0,Method,"figure  modality-specific feature extraction (msfe) module. before fusion, we first extract features for every single modality, using the nnunet model  here, the number of channels is c = 32; h f , w f , and d f are the height, width, and depth of feature maps f m , which share the same size as the input image. for every single modality, each msfe module is supervised by the image segmentation mask to fasten its convergence and provide a good feature extraction for fusion later. all four msfes have the same architecture but with different weights. average fusion module. to aggregate image features from different modalities and handle the possibility of missing one or more modalities, we use the average of the available features from different modalities as the first fusion result. that is, we obtain a fused average feature here, n m is the number of available modalities. for example, as shown in fig.  adaptive fusion module. since each modality contributes differently to the final tumor segmentation, similar to maml  here, f m is a convolutional layer for this specific modality m, and θ m represents the parameters of this layer, and σ is a sigmoid function. that is, we have an individual convolution layer f m for each modality to generate different weights. due to the possibility of missing modalities, we will have different numbers of feature maps for fusion. to address this issue, we normalize the different attention weights by using a softmax function: that is, we only consider feature maps from those available modalities but normalize their contribution to the final fusion result, so that, the fused one has a consistent value range, no matter how many modalities are missing. then, we perform voxel-wise multiplication of the attention weight with the corresponding modal feature maps. as a result, the adaptively fused feature maps f is calculated by the weighted sum of each modal feature: here, ⊗ indicates the voxel-wise multiplication. loss function. we have multiple segmentation heads, which are distributed in each module of a2fseg. for each segmentation head, we use the combination of the cross-entropy and the soft dice score as the basic loss function, which is defined as where ŷ and y represent the segmentation prediction and the ground truth, respectively. based on this basic one, we have the overall loss function defined as where the first term is the basic segmentation loss for each modality m after feature extraction; the second term is the loss for the segmentation output of the average fusion module; and the last term is the segmentation loss for the final output from the adaptive fusion module. 3 experiments"
A2FSeg: Adaptive Multi-modal Fusion Network for Medical Image Segmentation,3.1,Dataset,"our experiments are conducted on brats2020, which contains 369 multicontrast mri scans with four modalities: t1, t1c, t2, and flair. these images went through a sequence of preprocessing steps, including co-registration to the same anatomical template, resampling to the same resolution (1 mm 3 ), and skullstripping. the segmentation masks have three labels, including the whole tumor (abbreviated as complete), tumor core (abbreviated as core), and enhancing tumor (abbreviated as enhancing). these annotations are manually provided by one to four radiologists according to the same annotation protocol."
A2FSeg: Adaptive Multi-modal Fusion Network for Medical Image Segmentation,4.0,Discussion and Conclusion,"in this paper, we propose an average and adaptive fusion segmentation network (a2fseg) for the incomplete multi-model brain tumor segmentation task. the essential components of our a2fseg network are the two stages of feature fusion, including an average fusion and an adaptive fusion. compare to existing complicated models, our model is much simpler and more effective, which is demonstrated by the best performance on the brats 2020 brain tumor segmentation task. the experimental results demonstrate the effectiveness of two techniques, i.e., the average fusion and the attention-based adaptive one, for incomplete modal segmentation tasks. our study brings up the question of whether having complicated models is necessary. if there is no huge gap between different modalities, like in our case where all four modalities are images, the image feature maps are similar and a simple fusion like ours can work. otherwise, we perhaps need an adaptor or an alignment strategy to fuse different types of features, such as images and audio. also, we observe that a good feature extractor is essential for improving the segmentation results. in this paper, we only explore a reduced unet for feature extraction. in future work, we will explore other feature extractors, such as vision transformer (vit) or other pre-trained visual foundation models "
Pre-operative Survival Prediction of Diffuse Glioma Patients with Joint Tumor Subtyping,1.0,Introduction,"diffuse glioma is a common malignant tumor with highly variable prognosis across individuals. to improve survival outcomes, many pre-operative survival prediction methods have been proposed with success. based on the prediction results, personalized treatment can be achieved. for instance, isensee et al.  despite the promising results of existing pre-operative survival prediction methods, they often overlook clinical knowledge that could aid in improving the prediction accuracy. notably, tumor types have been found to be strongly correlated with the prognosis of diffuse glioma  our method is evaluated using pre-operative multimodal mr brain images of 1726 diffuse glioma patients collected from cooperation hospitals and a public dataset brats2019 "
Pre-operative Survival Prediction of Diffuse Glioma Patients with Joint Tumor Subtyping,2.0,Methods,"diffuse glioma can be classified into three histological types: the oligodendroglioma, the astrocytoma, and the glioblastoma  the tumor subtyping network is trained independently before being integrated into the backbone. to solve the inherent issue of imbalanced tumor type in the training data collected in clinic, a novel ordinal manifold mixup based feature augmentation is applied in the training of the tumor subtyping network. it is worth noting that the ground truth of tumor types, which is determined after craniotomy, is available in the training data, while for the testing data, tumor types are not required, because tumor-type-related features can be learned from the pre-operative multimodal mr brain images."
Pre-operative Survival Prediction of Diffuse Glioma Patients with Joint Tumor Subtyping,2.1,The Survival Prediction Backbone,"the architecture of the survival prediction backbone, depicted in fig.  from the tumor subtyping network (discussed later), and m is the vector dimension which is set to 128. as f type i has strong correlation with prognosis, the performance of the backbone can be improved. in addition, information of patient age and tumor position is also used. to encode the tumor position, the brain is divided into 3 × 3 × 3 blocks, and the tumor position is represented by 27 binary values (0 or 1) with each value for one block. if a block contains tumors, then the corresponding binary value is 1, otherwise is 0. the backbone is based on the deep cox proportional hazard model, and the loss function is defined as: where h θ (x i ) represents the risk of the i-th patient predicted by the backbone, θ stands for the parameters of the backbone, x i is the input multimodal mr brain images of the i-th patient, r(t i ) is the risk group at time t i , which contains all patients who are still alive before time t i , t i is the observed time (time of death happened) of x i , and δ i = 0/1 for censored/non-censored patient."
Pre-operative Survival Prediction of Diffuse Glioma Patients with Joint Tumor Subtyping,2.2,The Tumor Subtyping Network,"the tumor subtyping network has almost the same structure as the backbone. it is responsible for learning tumor-type-related features from each input preoperative multimodal mr brain image x i and classifying the tumor into oligodendroglioma, astrocytoma, or glioblastoma. the cross entropy is adopted as the loss function of the tumor subtyping network, which is defined as: where y k i and p k i are the ground truth (0 or 1) and the prediction (probability) of the k-th tumor type (k = 1, 2, 3) of the i-th patient, respectively. the learned tumor-type-related feature f type i ∈ r m is fed to the survival prediction backbone and concatenated with f cox i learned in the backbone to predict the risk. in the in-house dataset, the proportions of the three tumor types are 20.9% (oligodendroglioma), 28.7% (astrocytoma), and 50.4% (glioblastoma), which is consistent with the statistical report in "
Pre-operative Survival Prediction of Diffuse Glioma Patients with Joint Tumor Subtyping,2.3,The Ordinal Manifold Mixup,"in the original manifold mixup  where y k i and y k j stand for the labels of the k-th tumor type of the i-th and j-th patients, respectively, and λ ∈ [0, 1] is a weighting factor. for binary classification, the original manifold mixup can effectively enhance the network performance, however, for the classification of more than two classes, e.g., tumor types, there exists a big issue. as shown in fig. "
Pre-operative Survival Prediction of Diffuse Glioma Patients with Joint Tumor Subtyping,,right).,"normally, the feature distribution of each tumor type is assumed to be independent normal distribution, so their joint distribution is given by: where f k , k = 1, 2, 3 represents the feature set of oligodendroglioma, astrocytoma, and glioblastoma, respectively, μ k and σ 2 k are mean and variance of f k . to impose the ordinal constraint, we define the desired feature distribution of each tumor type as n (μ 1 , σ2 1 ) for k = 1, and n (μ k-1 + δ k , σ2 k ) for k = 2 and 3. in this way, the feature distribution of each tumor type depends on its predecessor, and the mean feature of each tumor type μk (except μ1 ) is equal to the mean feature of its predecessor μk-1 shifted by δ k . note that δ k is set to be larger than 3 × σk to ensure the desired ordering  which can be represented as: where μ1 and σk , k = 1, 2, 3 can be learned by the tumor subtyping network. finally, the ordinal loss, which is in the form of kl divergence, is defined as: in our method, μ k and σ 2 k are calculated by where φ θ and g are the encoder and gap of the tumor subtyping network, respectively, θ is the parameter set of the encoder, stands for the subset containing the pre-operative multimodal mr brain images of the patients with the k-th tumor type, n k is the patient number in d k . so we impose the ordinal loss l kl to the features after the gap of the tumor subtyping network as shown in fig.  the tumor subtyping network is first trained before being integrated into the survival prediction backbone. in the training stage of the tumor subtyping network, each input batch contains pre-operative multimodal mr brain images of n patients and can be divided into k = 3 subsets according to their corresponding tumor types, i.e., d k , k = 1, 2, 3. with the ordinal constrained feature distribution, high consistent features can be augmented between neighboring tumor types. based on the original and augmented features, the performance of the tumor subtyping network can be enhanced. once the tumor subtyping network has been trained, it is then integrated into the survival prediction backbone, which is trained under the constraint of the cox proportional hazard loss l cox ."
