title,authors,page_numbers,doi,publication_year,vol_number,paper_id,path,extracted_sentence,extracted_sents_keywords
Black-box Domain Adaptative Cell Segmentation via Multi-source Distillation,"Xingguang Wang, Zhongyu Li, Xiangde Luo, Jing Wan, Jianwei Zhu, Ziqi Yang et al.",749-758,10.1007/978-3-031-43907-0_71,2023,1,22,miccai23vol4/paper_33.pdf,"[4] designed
two hybrid cnn-transformer networks intended either for classiﬁcation or seg-
mentation of multi-modal breast cancer images.","this is primarily because the architectural design of vits does not rely on the
same inductive biases in feature extraction which allow cnns to learn spatially
invariant features."
Black-box Domain Adaptative Cell Segmentation via Multi-source Distillation,"Xingguang Wang, Zhongyu Li, Xiangde Luo, Jing Wan, Jianwei Zhu, Ziqi Yang et al.",749-758,10.1007/978-3-031-43907-0_71,2023,1,22,miccai23vol4/paper_33.pdf,"[4] designed
two hybrid cnn-transformer networks intended either for classiﬁcation or seg-
mentation of multi-modal breast cancer images.","moreover,
multitask learning acts as a regularizer by introducing inductive bias and pre-
vents overﬁtting [25] (particularly with vits), and with that, can mitigate the
challenges posed by small bus dataset sizes."
Black-box Domain Adaptative Cell Segmentation via Multi-source Distillation,"Xingguang Wang, Zhongyu Li, Xiangde Luo, Jing Wan, Jianwei Zhu, Ziqi Yang et al.",749-758,10.1007/978-3-031-43907-0_71,2023,1,22,miccai23vol4/paper_33.pdf,"[4] designed
two hybrid cnn-transformer networks intended either for classiﬁcation or seg-
mentation of multi-modal breast cancer images.","to avoid data leakage and bias, we selected the train, test, and vali-
dation sets based on the cases, i.e., the images from one case (patient) were
350
b. shareef et al.
table 2. performance metrics of the compared methods for bus image classiﬁcation
and segmentation."
Boosting Breast Ultrasound Video Classification by the Guidance of Keyframe Feature Centers,"Anlan Sun, Zhao Zhang, Meng Lei, Yuting Dai, Dong Wang, Liwei Wang",441-451,10.1007/978-3-031-43904-9_43,2023,5,23,miccai23vol7/paper_53.pdf,"keywords: intra-operative deployment · uncertainty estimation ·
interpretation · graph transformer network · breast cancer margin
c
⃝ the author(s), under exclusive license to springer nature switzerland ag 2023
h. greenspan et al. (eds.): miccai 2023, lncs 14226, pp.","particularly, graph transformer networks (gtn) has have shown
to further enhance the transparency of underlying relation between the graph
nodes and decision making via attention mechanism [11].
biological data, specially those acquired intra-opertively, are heterogeneous
by nature."
Boosting Breast Ultrasound Video Classification by the Guidance of Keyframe Feature Centers,"Anlan Sun, Zhao Zhang, Meng Lei, Yuting Dai, Dong Wang, Liwei Wang",441-451,10.1007/978-3-031-43904-9_43,2023,5,23,miccai23vol7/paper_53.pdf,"keywords: intra-operative deployment · uncertainty estimation ·
interpretation · graph transformer network · breast cancer margin
c
⃝ the author(s), under exclusive license to springer nature switzerland ag 2023
h. greenspan et al. (eds.): miccai 2023, lncs 14226, pp.","as can be seen, the proposed egt model with aver-
age accuracy of 94.1% outperformed all the baselines statistically signiﬁcantly
(maximum p-values of 0.02 in one-tail paired wilcoxon signed-rank test)."
Boosting Breast Ultrasound Video Classification by the Guidance of Keyframe Feature Centers,"Anlan Sun, Zhao Zhang, Meng Lei, Yuting Dai, Dong Wang, Liwei Wang",441-451,10.1007/978-3-031-43904-9_43,2023,5,23,miccai23vol7/paper_53.pdf,"in bcs the surgeon removes breast cancer while attempting to
preserve as much healthy tissue as possible to prevent permanent deformation
and to enhance cosmesis.","particularly, graph transformer networks (gtn) has have shown
to further enhance the transparency of underlying relation between the graph
nodes and decision making via attention mechanism [11].
biological data, specially those acquired intra-opertively, are heterogeneous
by nature."
Boosting Breast Ultrasound Video Classification by the Guidance of Keyframe Feature Centers,"Anlan Sun, Zhao Zhang, Meng Lei, Yuting Dai, Dong Wang, Liwei Wang",441-451,10.1007/978-3-031-43904-9_43,2023,5,23,miccai23vol7/paper_53.pdf,"in bcs the surgeon removes breast cancer while attempting to
preserve as much healthy tissue as possible to prevent permanent deformation
and to enhance cosmesis.","as can be seen, the proposed egt model with aver-
age accuracy of 94.1% outperformed all the baselines statistically signiﬁcantly
(maximum p-values of 0.02 in one-tail paired wilcoxon signed-rank test)."
Boosting Breast Ultrasound Video Classification by the Guidance of Keyframe Feature Centers,"Anlan Sun, Zhao Zhang, Meng Lei, Yuting Dai, Dong Wang, Liwei Wang",441-451,10.1007/978-3-031-43904-9_43,2023,5,23,miccai23vol7/paper_53.pdf,"in addition to the ablation
study on the network and graph strictures, we also investigate the metabolic
association of breast cancer hormone receptor status.","particularly, graph transformer networks (gtn) has have shown
to further enhance the transparency of underlying relation between the graph
nodes and decision making via attention mechanism [11].
biological data, specially those acquired intra-opertively, are heterogeneous
by nature."
Boosting Breast Ultrasound Video Classification by the Guidance of Keyframe Feature Centers,"Anlan Sun, Zhao Zhang, Meng Lei, Yuting Dai, Dong Wang, Liwei Wang",441-451,10.1007/978-3-031-43904-9_43,2023,5,23,miccai23vol7/paper_53.pdf,"in addition to the ablation
study on the network and graph strictures, we also investigate the metabolic
association of breast cancer hormone receptor status.","as can be seen, the proposed egt model with aver-
age accuracy of 94.1% outperformed all the baselines statistically signiﬁcantly
(maximum p-values of 0.02 in one-tail paired wilcoxon signed-rank test)."
Boosting Breast Ultrasound Video Classification by the Guidance of Keyframe Feature Centers,"Anlan Sun, Zhao Zhang, Meng Lei, Yuting Dai, Dong Wang, Liwei Wang",441-451,10.1007/978-3-031-43904-9_43,2023,5,23,miccai23vol7/paper_53.pdf,"the proposed graph model learns from the biochemical signatures of the tissue
to classify cancer versus normal tissue.","particularly, graph transformer networks (gtn) has have shown
to further enhance the transparency of underlying relation between the graph
nodes and decision making via attention mechanism [11].
biological data, specially those acquired intra-opertively, are heterogeneous
by nature."
Boosting Breast Ultrasound Video Classification by the Guidance of Keyframe Feature Centers,"Anlan Sun, Zhao Zhang, Meng Lei, Yuting Dai, Dong Wang, Liwei Wang",441-451,10.1007/978-3-031-43904-9_43,2023,5,23,miccai23vol7/paper_53.pdf,"the proposed graph model learns from the biochemical signatures of the tissue
to classify cancer versus normal tissue.","as can be seen, the proposed egt model with aver-
age accuracy of 94.1% outperformed all the baselines statistically signiﬁcantly
(maximum p-values of 0.02 in one-tail paired wilcoxon signed-rank test)."
Boosting Breast Ultrasound Video Classification by the Guidance of Keyframe Feature Centers,"Anlan Sun, Zhao Zhang, Meng Lei, Yuting Dai, Dong Wang, Liwei Wang",441-451,10.1007/978-3-031-43904-9_43,2023,5,23,miccai23vol7/paper_53.pdf,"the uncertainty and intermediate atten-
tions generated by the model are visualized and explored for their association
with the biochemical mechanisms of cancer.","particularly, graph transformer networks (gtn) has have shown
to further enhance the transparency of underlying relation between the graph
nodes and decision making via attention mechanism [11].
biological data, specially those acquired intra-opertively, are heterogeneous
by nature."
Boosting Breast Ultrasound Video Classification by the Guidance of Keyframe Feature Centers,"Anlan Sun, Zhao Zhang, Meng Lei, Yuting Dai, Dong Wang, Liwei Wang",441-451,10.1007/978-3-031-43904-9_43,2023,5,23,miccai23vol7/paper_53.pdf,"the uncertainty and intermediate atten-
tions generated by the model are visualized and explored for their association
with the biochemical mechanisms of cancer.","as can be seen, the proposed egt model with aver-
age accuracy of 94.1% outperformed all the baselines statistically signiﬁcantly
(maximum p-values of 0.02 in one-tail paired wilcoxon signed-rank test)."
Boosting Breast Ultrasound Video Classification by the Guidance of Keyframe Feature Centers,"Anlan Sun, Zhao Zhang, Meng Lei, Yuting Dai, Dong Wang, Liwei Wang",441-451,10.1007/978-3-031-43904-9_43,2023,5,23,miccai23vol7/paper_53.pdf,"in total 51 cancer
and 149 normal spectra are collected and stratiﬁed into ﬁve folds (4 for cross
validation and 1 prospectively) with each patient restricted to one fold only.","particularly, graph transformer networks (gtn) has have shown
to further enhance the transparency of underlying relation between the graph
nodes and decision making via attention mechanism [11].
biological data, specially those acquired intra-opertively, are heterogeneous
by nature."
Boosting Breast Ultrasound Video Classification by the Guidance of Keyframe Feature Centers,"Anlan Sun, Zhao Zhang, Meng Lei, Yuting Dai, Dong Wang, Liwei Wang",441-451,10.1007/978-3-031-43904-9_43,2023,5,23,miccai23vol7/paper_53.pdf,"in total 51 cancer
and 149 normal spectra are collected and stratiﬁed into ﬁve folds (4 for cross
validation and 1 prospectively) with each patient restricted to one fold only.","as can be seen, the proposed egt model with aver-
age accuracy of 94.1% outperformed all the baselines statistically signiﬁcantly
(maximum p-values of 0.02 in one-tail paired wilcoxon signed-rank test)."
Boosting Breast Ultrasound Video Classification by the Guidance of Keyframe Feature Centers,"Anlan Sun, Zhao Zhang, Meng Lei, Yuting Dai, Dong Wang, Liwei Wang",441-451,10.1007/978-3-031-43904-9_43,2023,5,23,miccai23vol7/paper_53.pdf,"clinical relevance: hormone receptor status plays an important role in deter-
mining breast cancer prognosis and tailoring treatment plans for patients [6].","particularly, graph transformer networks (gtn) has have shown
to further enhance the transparency of underlying relation between the graph
nodes and decision making via attention mechanism [11].
biological data, specially those acquired intra-opertively, are heterogeneous
by nature."
Boosting Breast Ultrasound Video Classification by the Guidance of Keyframe Feature Centers,"Anlan Sun, Zhao Zhang, Meng Lei, Yuting Dai, Dong Wang, Liwei Wang",441-451,10.1007/978-3-031-43904-9_43,2023,5,23,miccai23vol7/paper_53.pdf,"clinical relevance: hormone receptor status plays an important role in deter-
mining breast cancer prognosis and tailoring treatment plans for patients [6].","as can be seen, the proposed egt model with aver-
age accuracy of 94.1% outperformed all the baselines statistically signiﬁcantly
(maximum p-values of 0.02 in one-tail paired wilcoxon signed-rank test)."
Boosting Breast Ultrasound Video Classification by the Guidance of Keyframe Feature Centers,"Anlan Sun, Zhao Zhang, Meng Lei, Yuting Dai, Dong Wang, Liwei Wang",441-451,10.1007/978-3-031-43904-9_43,2023,5,23,miccai23vol7/paper_53.pdf,"the probability of cancer predictions and uncertainty scores for all test samples
are visualized in the left plot of fig.","particularly, graph transformer networks (gtn) has have shown
to further enhance the transparency of underlying relation between the graph
nodes and decision making via attention mechanism [11].
biological data, specially those acquired intra-opertively, are heterogeneous
by nature."
Boosting Breast Ultrasound Video Classification by the Guidance of Keyframe Feature Centers,"Anlan Sun, Zhao Zhang, Meng Lei, Yuting Dai, Dong Wang, Liwei Wang",441-451,10.1007/978-3-031-43904-9_43,2023,5,23,miccai23vol7/paper_53.pdf,"the probability of cancer predictions and uncertainty scores for all test samples
are visualized in the left plot of fig.","as can be seen, the proposed egt model with aver-
age accuracy of 94.1% outperformed all the baselines statistically signiﬁcantly
(maximum p-values of 0.02 in one-tail paired wilcoxon signed-rank test)."
Boosting Breast Ultrasound Video Classification by the Guidance of Keyframe Feature Centers,"Anlan Sun, Zhao Zhang, Meng Lei, Yuting Dai, Dong Wang, Liwei Wang",441-451,10.1007/978-3-031-43904-9_43,2023,5,23,miccai23vol7/paper_53.pdf,"3. as seen, the higher the uncertainty score
(bottom bar plot), the closer the estimated cancer probability is to 0.5 (top bar
plot).","particularly, graph transformer networks (gtn) has have shown
to further enhance the transparency of underlying relation between the graph
nodes and decision making via attention mechanism [11].
biological data, specially those acquired intra-opertively, are heterogeneous
by nature."
Boosting Breast Ultrasound Video Classification by the Guidance of Keyframe Feature Centers,"Anlan Sun, Zhao Zhang, Meng Lei, Yuting Dai, Dong Wang, Liwei Wang",441-451,10.1007/978-3-031-43904-9_43,2023,5,23,miccai23vol7/paper_53.pdf,"3. as seen, the higher the uncertainty score
(bottom bar plot), the closer the estimated cancer probability is to 0.5 (top bar
plot).","as can be seen, the proposed egt model with aver-
age accuracy of 94.1% outperformed all the baselines statistically signiﬁcantly
(maximum p-values of 0.02 in one-tail paired wilcoxon signed-rank test)."
Boosting Breast Ultrasound Video Classification by the Guidance of Keyframe Feature Centers,"Anlan Sun, Zhao Zhang, Meng Lei, Yuting Dai, Dong Wang, Liwei Wang",441-451,10.1007/978-3-031-43904-9_43,2023,5,23,miccai23vol7/paper_53.pdf,"it
can be seen that more attention is paid to the amino acids range (100–350 m/z)
in her2 positive breast cancer in comparison to her2 negative breast cancer,
which is in accordance with previous literature that has found evidence for higher
glutamine metabolism activity in her2+","particularly, graph transformer networks (gtn) has have shown
to further enhance the transparency of underlying relation between the graph
nodes and decision making via attention mechanism [11].
biological data, specially those acquired intra-opertively, are heterogeneous
by nature."
Boosting Breast Ultrasound Video Classification by the Guidance of Keyframe Feature Centers,"Anlan Sun, Zhao Zhang, Meng Lei, Yuting Dai, Dong Wang, Liwei Wang",441-451,10.1007/978-3-031-43904-9_43,2023,5,23,miccai23vol7/paper_53.pdf,"it
can be seen that more attention is paid to the amino acids range (100–350 m/z)
in her2 positive breast cancer in comparison to her2 negative breast cancer,
which is in accordance with previous literature that has found evidence for higher
glutamine metabolism activity in her2+","as can be seen, the proposed egt model with aver-
age accuracy of 94.1% outperformed all the baselines statistically signiﬁcantly
(maximum p-values of 0.02 in one-tail paired wilcoxon signed-rank test)."
Boosting Breast Ultrasound Video Classification by the Guidance of Keyframe Feature Centers,"Anlan Sun, Zhao Zhang, Meng Lei, Yuting Dai, Dong Wang, Liwei Wang",441-451,10.1007/978-3-031-43904-9_43,2023,5,23,miccai23vol7/paper_53.pdf,"we have also found that there’s
more attention in this range for pr negative breast cancer in comparison pr
positive, which is in concordance with previous literature demonstrating that
these subtypes have higher glutamine metabolic activity [4,5].
intra-operative deployment:
the raw intra-operative iknife data (y-axis
is m/z spectral range and x-axis is the surgery timeline) along with the tem-
poral reference labels extracted from surgeon’s call-outs and pathology report
are shown in fig.","particularly, graph transformer networks (gtn) has have shown
to further enhance the transparency of underlying relation between the graph
nodes and decision making via attention mechanism [11].
biological data, specially those acquired intra-opertively, are heterogeneous
by nature."
Boosting Breast Ultrasound Video Classification by the Guidance of Keyframe Feature Centers,"Anlan Sun, Zhao Zhang, Meng Lei, Yuting Dai, Dong Wang, Liwei Wang",441-451,10.1007/978-3-031-43904-9_43,2023,5,23,miccai23vol7/paper_53.pdf,"we have also found that there’s
more attention in this range for pr negative breast cancer in comparison pr
positive, which is in concordance with previous literature demonstrating that
these subtypes have higher glutamine metabolic activity [4,5].
intra-operative deployment:
the raw intra-operative iknife data (y-axis
is m/z spectral range and x-axis is the surgery timeline) along with the tem-
poral reference labels extracted from surgeon’s call-outs and pathology report
are shown in fig.","as can be seen, the proposed egt model with aver-
age accuracy of 94.1% outperformed all the baselines statistically signiﬁcantly
(maximum p-values of 0.02 in one-tail paired wilcoxon signed-rank test)."
Boosting Breast Ultrasound Video Classification by the Guidance of Keyframe Feature Centers,"Anlan Sun, Zhao Zhang, Meng Lei, Yuting Dai, Dong Wang, Liwei Wang",441-451,10.1007/978-3-031-43904-9_43,2023,5,23,miccai23vol7/paper_53.pdf,"when a spectrum is classiﬁed as cancer, a red line is overlaid on the timeline.","particularly, graph transformer networks (gtn) has have shown
to further enhance the transparency of underlying relation between the graph
nodes and decision making via attention mechanism [11].
biological data, specially those acquired intra-opertively, are heterogeneous
by nature."
Boosting Breast Ultrasound Video Classification by the Guidance of Keyframe Feature Centers,"Anlan Sun, Zhao Zhang, Meng Lei, Yuting Dai, Dong Wang, Liwei Wang",441-451,10.1007/978-3-031-43904-9_43,2023,5,23,miccai23vol7/paper_53.pdf,"when a spectrum is classiﬁed as cancer, a red line is overlaid on the timeline.","as can be seen, the proposed egt model with aver-
age accuracy of 94.1% outperformed all the baselines statistically signiﬁcantly
(maximum p-values of 0.02 in one-tail paired wilcoxon signed-rank test)."
Boosting Breast Ultrasound Video Classification by the Guidance of Keyframe Feature Centers,"Anlan Sun, Zhao Zhang, Meng Lei, Yuting Dai, Dong Wang, Liwei Wang",441-451,10.1007/978-3-031-43904-9_43,2023,5,23,miccai23vol7/paper_53.pdf,"previous studies showed the similarity between skin and breast cancer mass spec-
trum that can confuse the binary models.","particularly, graph transformer networks (gtn) has have shown
to further enhance the transparency of underlying relation between the graph
nodes and decision making via attention mechanism [11].
biological data, specially those acquired intra-opertively, are heterogeneous
by nature."
Boosting Breast Ultrasound Video Classification by the Guidance of Keyframe Feature Centers,"Anlan Sun, Zhao Zhang, Meng Lei, Yuting Dai, Dong Wang, Liwei Wang",441-451,10.1007/978-3-031-43904-9_43,2023,5,23,miccai23vol7/paper_53.pdf,"previous studies showed the similarity between skin and breast cancer mass spec-
trum that can confuse the binary models.","as can be seen, the proposed egt model with aver-
age accuracy of 94.1% outperformed all the baselines statistically signiﬁcantly
(maximum p-values of 0.02 in one-tail paired wilcoxon signed-rank test)."
Boosting Breast Ultrasound Video Classification by the Guidance of Keyframe Feature Centers,"Anlan Sun, Zhao Zhang, Meng Lei, Yuting Dai, Dong Wang, Liwei Wang",441-451,10.1007/978-3-031-43904-9_43,2023,5,23,miccai23vol7/paper_53.pdf,"since our proposed egt is equipped
with uncertainty estimation, this information can be used to eliminate skin spec-
tra from being wrongly detected as cancer.","particularly, graph transformer networks (gtn) has have shown
to further enhance the transparency of underlying relation between the graph
nodes and decision making via attention mechanism [11].
biological data, specially those acquired intra-opertively, are heterogeneous
by nature."
Boosting Breast Ultrasound Video Classification by the Guidance of Keyframe Feature Centers,"Anlan Sun, Zhao Zhang, Meng Lei, Yuting Dai, Dong Wang, Liwei Wang",441-451,10.1007/978-3-031-43904-9_43,2023,5,23,miccai23vol7/paper_53.pdf,"since our proposed egt is equipped
with uncertainty estimation, this information can be used to eliminate skin spec-
tra from being wrongly detected as cancer.","as can be seen, the proposed egt model with aver-
age accuracy of 94.1% outperformed all the baselines statistically signiﬁcantly
(maximum p-values of 0.02 in one-tail paired wilcoxon signed-rank test)."
Breast Ultrasound Tumor Classification Using a Hybrid Multitask CNN-Transformer Network,"Bryar Shareef, Min Xian, Aleksandar Vakanski, Haotian Wang",344-353,10.1007/978-3-031-43901-8_33,2023,4,24,miccai23vol5/paper_35.pdf,"accurately classifying the histological subtype of non-small cell lung
cancer (nsclc) using computed tomography (ct) images is critical for clinicians
in determining the best treatment options for patients.",None
Breast Ultrasound Tumor Classification Using a Hybrid Multitask CNN-Transformer Network,"Bryar Shareef, Min Xian, Aleksandar Vakanski, Haotian Wang",344-353,10.1007/978-3-031-43901-8_33,2023,4,24,miccai23vol5/paper_35.pdf,"keywords: cross-view alignment · representation learning · multi-view ·
histologic subtype classiﬁcation · non-small cell lung cancer
1
introduction
lung cancer is currently the foremost cause of cancer-related mortalities globally, with
non-small cell lung cancer (nsclc) being responsible for 85% of reported cases [25].",None
Breast Ultrasound Tumor Classification Using a Hybrid Multitask CNN-Transformer Network,"Bryar Shareef, Min Xian, Aleksandar Vakanski, Haotian Wang",344-353,10.1007/978-3-031-43901-8_33,2023,4,24,miccai23vol5/paper_35.pdf,"we validate our approach by using a publicly available nsclc dataset from
the cancer imaging archive (tcia).",None
Breast Ultrasound Tumor Classification Using a Hybrid Multitask CNN-Transformer Network,"Bryar Shareef, Min Xian, Aleksandar Vakanski, Haotian Wang",344-353,10.1007/978-3-031-43901-8_33,2023,4,24,miccai23vol5/paper_35.pdf,"3
experiments and results
3.1
dataset
our dataset nsclc-tcia for lung cancer histological subtype classiﬁcation is sourced
from two online resources of the cancer imaging archive (tcia)",None
Bridging Ex-Vivo Training and Intra-operative Deployment for Surgical Margin Assessment with Evidential Graph Transformer,"Amoon Jamzad, Fahimeh Fooladgar, Laura Connolly, Dilakshan Srikanthan, Ayesha Syeda, Martin Kaufmann et al.",562-571,10.1007/978-3-031-43990-2_53,2023,7,25,miccai23vol7/paper_38.pdf,"prompt learning
1
introduction
lung cancer is one of the most fatal diseases worldwide, and early diagnosis
of the pulmonary nodule has been identiﬁed as an eﬀective measure to pre-
vent lung cancer.","in practice,
this also aligns with the fact that the annotated text information represents the
direct justiﬁcation for identifying lesion regions in the clinic."
Bridging Ex-Vivo Training and Intra-operative Deployment for Surgical Margin Assessment with Evidential Graph Transformer,"Amoon Jamzad, Fahimeh Fooladgar, Laura Connolly, Dilakshan Srikanthan, Ayesha Syeda, Martin Kaufmann et al.",562-571,10.1007/978-3-031-43990-2_53,2023,7,25,miccai23vol7/paper_38.pdf,"prompt learning
1
introduction
lung cancer is one of the most fatal diseases worldwide, and early diagnosis
of the pulmonary nodule has been identiﬁed as an eﬀective measure to pre-
vent lung cancer.","consequently, aligning these distinct feature types becomes challenging, resulting
in a bias towards the text features associated with malignant nodules.
410
y. lei et al.
fig."
CARL: Cross-Aligned Representation Learning for Multi-view Lung Cancer Histology Classification,"Yin Luo, Wei Liu, Tao Fang, Qilong Song, Xuhong Min, Minghui Wang et al.",358-367,10.1007/978-3-031-43904-9_35,2023,5,26,miccai23vol9/paper_69.pdf,"https://doi.org/10.1007/978-3-031-43996-4_69
cascade transformer encoded boundary-aware multibranch fusion
719
1
introduction
colorectal cancer (crc) is the third most commonly diagnosed cancer but ranks
second in terms of mortality worldwide [11].","addition-
ally, a hybrid spatial-frequency loss function is explored to adaptively
concentrate on the loss of important frequency components due to the
inherent bias of neural networks."
CLIP-Lung: Textual Knowledge-Guided Lung Nodule Malignancy Prediction,"Yiming Lei, Zilong Li, Yan Shen, Junping Zhang, Hongming Shan",403-412,10.1007/978-3-031-43990-2_38,2023,7,27,miccai23vol4/paper_1.pdf,"segmenting prostate from mri is crucial for diagnosis and
treatment planning of prostate cancer.","all methods are imple-
mented with the same backbone and training protocols to ensure fairness."
CLIP-Lung: Textual Knowledge-Guided Lung Nodule Malignancy Prediction,"Yiming Lei, Zilong Li, Yan Shen, Junping Zhang, Hongming Shan",403-412,10.1007/978-3-031-43990-2_38,2023,7,27,miccai23vol4/paper_1.pdf,"[5]
12
1.5
0.625/3.6
endorectal siemens
1
introduction
prostate segmentation from magnetic resonance imaging (mri) is a crucial step
for diagnosis and treatment planning of prostate cancer.","all methods are imple-
mented with the same backbone and training protocols to ensure fairness."
CLIP-Lung: Textual Knowledge-Guided Lung Nodule Malignancy Prediction,"Yiming Lei, Zilong Li, Yan Shen, Junping Zhang, Hongming Shan",403-412,10.1007/978-3-031-43990-2_38,2023,7,27,miccai23vol4/paper_1.pdf,"compared to c1 and
c2, scans from c3 to c6 are taken from patients with prostate cancer, either for
detection or staging purposes, which can cause inherent semantic diﬀerences in
the prostate region to further aggravate heterogeneity.","all methods are imple-
mented with the same backbone and training protocols to ensure fairness."
Cascade Transformer Encoded Boundary-Aware Multibranch Fusion Networks for Real-Time and Accurate Colonoscopic Lesion Segmentation,"Ao Wang, Ming Wu, Hao Qi, Wenkang Fan, Hong Shi, Jianhua Chen et al.",718-727,10.1007/978-3-031-43996-4_69,2023,9,28,miccai23vol6/paper_47.pdf,"automatic examination of thin-prep cytologic test (tct)
slides can assist pathologists in ﬁnding cervical abnormality for accurate
and eﬃcient cancer screening.","we lever-
age fastgan [16] as the backbone for the sake of training stability and compu-
tational eﬃciency."
Cascade Transformer Encoded Boundary-Aware Multibranch Fusion Networks for Real-Time and Accurate Colonoscopic Lesion Segmentation,"Ao Wang, Ming Wu, Hao Qi, Wenkang Fan, Hong Shi, Jianhua Chen et al.",718-727,10.1007/978-3-031-43996-4_69,2023,9,28,miccai23vol6/paper_47.pdf,"automatic examination of thin-prep cytologic test (tct)
slides can assist pathologists in ﬁnding cervical abnormality for accurate
and eﬃcient cancer screening.","then, we pass c through
learnable aﬃne transformations, such that the class embedding is specialized
to the scaling and bias parameters controlling adaptive instance normalization
(adain)"
Cascade Transformer Encoded Boundary-Aware Multibranch Fusion Networks for Real-Time and Accurate Colonoscopic Lesion Segmentation,"Ao Wang, Ming Wu, Hao Qi, Wenkang Fan, Hong Shi, Jianhua Chen et al.",718-727,10.1007/978-3-031-43996-4_69,2023,9,28,miccai23vol6/paper_47.pdf,"keywords: conditional image synthesis · generative adversarial
network · cytopathological image classiﬁcation · data augmentation
1
introduction
cervical cancer accounts for 6.6% of the total cancer deaths in females world-
wide, making it a global threat to healthcare","we lever-
age fastgan [16] as the backbone for the sake of training stability and compu-
tational eﬃciency."
Cascade Transformer Encoded Boundary-Aware Multibranch Fusion Networks for Real-Time and Accurate Colonoscopic Lesion Segmentation,"Ao Wang, Ming Wu, Hao Qi, Wenkang Fan, Hong Shi, Jianhua Chen et al.",718-727,10.1007/978-3-031-43996-4_69,2023,9,28,miccai23vol6/paper_47.pdf,"keywords: conditional image synthesis · generative adversarial
network · cytopathological image classiﬁcation · data augmentation
1
introduction
cervical cancer accounts for 6.6% of the total cancer deaths in females world-
wide, making it a global threat to healthcare","then, we pass c through
learnable aﬃne transformations, such that the class embedding is specialized
to the scaling and bias parameters controlling adaptive instance normalization
(adain)"
Cascade Transformer Encoded Boundary-Aware Multibranch Fusion Networks for Real-Time and Accurate Colonoscopic Lesion Segmentation,"Ao Wang, Ming Wu, Hao Qi, Wenkang Fan, Hong Shi, Jianhua Chen et al.",718-727,10.1007/978-3-031-43996-4_69,2023,9,28,miccai23vol6/paper_47.pdf,"early cytology screening is
highly eﬀective for the prevention and timely treatment of cervical cancer","we lever-
age fastgan [16] as the backbone for the sake of training stability and compu-
tational eﬃciency."
Cascade Transformer Encoded Boundary-Aware Multibranch Fusion Networks for Real-Time and Accurate Colonoscopic Lesion Segmentation,"Ao Wang, Ming Wu, Hao Qi, Wenkang Fan, Hong Shi, Jianhua Chen et al.",718-727,10.1007/978-3-031-43996-4_69,2023,9,28,miccai23vol6/paper_47.pdf,"early cytology screening is
highly eﬀective for the prevention and timely treatment of cervical cancer","then, we pass c through
learnable aﬃne transformations, such that the class embedding is specialized
to the scaling and bias parameters controlling adaptive instance normalization
(adain)"
Category-Level Regularized Unlabeled-to-Labeled Learning for Semi-supervised Prostate Segmentation with Multi-site Unlabeled Data,"Zhe Xu, Donghuan Lu, Jiangpeng Yan, Jinghan Sun, Jie Luo, Dong Wei et al.",3-13,10.1007/978-3-031-43901-8_1,2023,4,29,miccai23vol2/paper_20.pdf,cancer grading is an essential task in pathology.,None
Category-Level Regularized Unlabeled-to-Labeled Learning for Semi-supervised Prostate Segmentation with Multi-site Unlabeled Data,"Zhe Xu, Donghuan Lu, Jiangpeng Yan, Jinghan Sun, Jie Luo, Dong Wei et al.",3-13,10.1007/978-3-031-43901-8_1,2023,4,29,miccai23vol2/paper_20.pdf,"the recent develop-
ments of artiﬁcial neural networks in computational pathology have shown that
these methods hold great potential for improving the accuracy and quality of
cancer diagnosis.",None
Category-Level Regularized Unlabeled-to-Labeled Learning for Semi-supervised Prostate Segmentation with Multi-site Unlabeled Data,"Zhe Xu, Donghuan Lu, Jiangpeng Yan, Jinghan Sun, Jie Luo, Dong Wei et al.",3-13,10.1007/978-3-031-43901-8_1,2023,4,29,miccai23vol2/paper_20.pdf,"herein, we propose a centroid-aware
feature recalibration network that can conduct cancer grading in an accurate and
robust manner.",None
Category-Level Regularized Unlabeled-to-Labeled Learning for Semi-supervised Prostate Segmentation with Multi-site Unlabeled Data,"Zhe Xu, Donghuan Lu, Jiangpeng Yan, Jinghan Sun, Jie Luo, Dong Wei et al.",3-13,10.1007/978-3-031-43901-8_1,2023,4,29,miccai23vol2/paper_20.pdf,"the proposed network maps an input pathology image into an
embedding space and adjusts it by using centroids embedding vectors of different
cancer grades via attention mechanism.",None
Category-Level Regularized Unlabeled-to-Labeled Learning for Semi-supervised Prostate Segmentation with Multi-site Unlabeled Data,"Zhe Xu, Donghuan Lu, Jiangpeng Yan, Jinghan Sun, Jie Luo, Dong Wei et al.",3-13,10.1007/978-3-031-43901-8_1,2023,4,29,miccai23vol2/paper_20.pdf,"equipped with the recalibrated embed-
ding vector, the proposed network classiﬁers the input pathology image into a
pertinent class label, i.e., cancer grade.",None
Category-Level Regularized Unlabeled-to-Labeled Learning for Semi-supervised Prostate Segmentation with Multi-site Unlabeled Data,"Zhe Xu, Donghuan Lu, Jiangpeng Yan, Jinghan Sun, Jie Luo, Dong Wei et al.",3-13,10.1007/978-3-031-43901-8_1,2023,4,29,miccai23vol2/paper_20.pdf,"we evaluate the proposed network using
colorectal cancer datasets that were collected under different environments.",None
