,title,header_no,header_title,text,volume
1404,Merging-Diverging Hybrid Transformer Networks for Survival Prediction in Head and Neck Cancer,3.1,Dataset and Preprocessing,"we adopted the training dataset of hecktor 2022 (refer to
https://hecktor.grand-cha llenge.org/), including 488 h&n cancer patients
acquired from seven medical centers [7], while the testing dataset was excluded
as its ground-truth labels are not released. each patient underwent pretreatment
pet/ct and has clinical indicators. we present the distributions of all clinical
indicators in the supplementary materials. recurrence-free survival (rfs),
including time-to-event in days and censored-or-not status, was provided as
ground truth for survival prediction, while pt and mln annotations were provided
for segmentation. the patients from two centers (chum and chuv) were used for
testing and other patients for training, which split the data into 386/102
patients in training/testing sets. we trained and validated models using 5-fold
cross-validation within the training set and evaluated them in the testing
set.we resampled pet-ct images into isotropic voxels where 1 voxel corresponds
to 1 mm 3 . each image was cropped to 160 × 160 × 160 voxels with the tumor
located in the center. pet images were standardized using z-score normalization,
while ct images were clipped to [-1024, 1024] and then mapped to [-1, 1]. in
addition, we performed univariate and multivariate cox analyses on the clinical
indicators to screen out the prognostic indicators with significant relevance to
rfs (p < 0.05).",6
1432,An AI-Ready Multiplex Staining Dataset for Reproducible and Accurate Characterization of Tumor Immune Microenvironment,1.0,Introduction,"accurate spatial characterization of tumor immune microenvironment is critical
for precise therapeutic stratification of cancer patients (e.g. via
immunotherapy). currently, this characterization is done manually by individual
pathologists on standard hematoxylin-and-eosin (h&e) or singleplex
immunohistochemistry (ihc) stained images. however, this results in high
interobserver variability among pathologists, primarily due to the large (> 50%)
disagreement among pathologists for immune cell phenotyping [10]. this is also a
big cause of concern for publicly available h&e/ihc cell segmentation datasets
with immune cell annotations from single pathologists. multiplex staining
resolves this issue by allowing different tumor and immune cell markers to be
stained on the same tissue section, avoiding any phenotyping guesswork from
pathologists. multiplex staining can be performed using expensive multiplex
immunofluorescence (mif) or via cheaper multiplex immunohistochemistry (mihc)
assays. mif staining (requiring expensive scanners and highly skilled lab
technicians) allows multiple markers to be stained/expressed on the same tissue
section (no co-registration needed) while also providing the utility to turn
on/off individual markers as needed. in contrast, current brightfield mihc
staining protocols relying on dab (3,3'-diaminobenzidine) alcohol-insoluble
chromogen, even though easily implementable with current clinical staining
protocols, suffer from occlusion of signal from sequential staining of
additional markers. to this effect, we introduce a new brightfield mihc staining
protocol using alcoholsoluble aminoethyl carbazole (aec) chromogen which allows
repeated stripping, restaining, and scanning of the same tissue section with
multiple markers. this requires only affine registration to align the digitized
restained images to obtain non-occluded signal intensity profiles for all the
markers, similar to mif staining/scanning.in this paper, we introduce a new
dataset that can be readily used out-ofthe-box with any artificial intelligence
(ai)/deep learning algorithms for spatial characterization of tumor immune
microenvironment and several other use cases.to date, only two denovo stained
datasets have been released publicly: bci h&e and singleplex ihc her2 dataset
[7] and deepliif singleplex ihc ki67 and mif dataset [2], both without any
immune or tumor markers. in contrast, we release the first denovo mif/mihc
stained dataset with tumor and immune markers for more accurate characterization
of tumor immune microenvironment. we also demonstrate several interesting use
cases: (1) ihc quantification of cd3/cd8 tumor-infiltrating lymphocytes (tils)
via style transfer, (2) virtual translation of cheap mihc stains to more
expensive mif stains, and (3) virtual tumor/immune cellular phenotyping on
standard hematoxylin images.",6
1433,An AI-Ready Multiplex Staining Dataset for Reproducible and Accurate Characterization of Tumor Immune Microenvironment,2.0,Dataset,"the complete staining protocols for this dataset are given in the accompanying
supplementary material. images were acquired at 20× magnification at moffitt
cancer center. the demographics and other relevant information for all eight
head-and-neck squamous cell carcinoma patients is given in table 1.",6
1434,An AI-Ready Multiplex Staining Dataset for Reproducible and Accurate Characterization of Tumor Immune Microenvironment,2.1,Region-of-Interest Selection and Image Registration,"after scanning the full images at low resolution, nine regions of interest
(rois) from each slide were chosen by an experienced pathologist on both mif and
mihc images: three in the tumor core (tc), three at the tumor margin (tm), and
three outside in the adjacent stroma (s) area. the size of the rois was
standardized at 1356×1012 pixels with a resolution of 0.5 µm/pixel for a total
surface area of 0.343 mm 2 . hematoxylin-stained rois were first used to align
all the mihc marker images in the open source fiji software using affine
registration. after that, hematoxylin-and dapi-stained rois were used as
references to align mihc and mif rois again using fiji and subdivided into
512×512 patches, resulting in total of 268 co-registered mihc and mif patches
(∼33 co-registered mif/mihc images per patient).",6
1438,An AI-Ready Multiplex Staining Dataset for Reproducible and Accurate Characterization of Tumor Immune Microenvironment,0.0,(b) Style Transfer:,"this sub-network creates the stylized ihc image using an attention module, given
(1) the input hematoxylin and the mif marker images and (2) the style and its
corresponding marker images. for synthetically generating stylized ihc images,
we follow the approach outlined in adaattn [8]. we use a pre-trained vgg-19
network [12] as an encoder to extract multi-level feature maps and a decoder
with a symmetric structure of vgg-19. we then use both shallow and deep level
features by using adaattn modules on multiple layers of vgg. this sub-network is
used to create a stylized image using the structure of the given hematoxylin
image while transferring the overall color distribution of the style image to
the final stylized image. the generated marker image from the first sub-network
is used for a more accurate colorization of the positive cells against the blue
hematoxylin counterstain/background; not defining loss functions based on the
markers generated by the first sub-network leads to discrepancy in the final
brown dab channel synthesis.for the stylized ihc images with ground truth
cd3/cd8 marker images, we also segmented corresponding dapi images using our
interactive deep learning impartial [9] tool
https://github.com/nadeemlab/impartial and then classified the segmented masks
using the corresponding cd3/cd8 channel intensities, as shown in fig. 4. we
extracted 268 tiles of size 512×512 from this final segmented and co-registered
dataset. for the purpose of training and testing all the models, we extract four
images of size 256 × 256 from each tile due to the size of the external ihc
images, resulting in a total of 1072 images. we randomly extracted tiles from
the lyon19 challenge dataset [14] to use as style ihc images. using these
images, we created a dataset of synthetically generated ihc images from the
hematoxylin and its marker image as shown in fig. 3.we evaluated the
effectiveness of our synthetically generated dataset (stylized ihc images and
corresponding segmented/classified masks) using our generated dataset with the
nuclick training dataset (containing manually segmented cd3/cd8 cells) [6]. we
randomly selected 840 and 230 patches of size 256 × 256 from the created dataset
for training and validation, respectively. nuclick training and validation sets
[6] comprise 671 and 200 patches, respectively, of size 256 × 256 extracted from
lyon19 dataset [14]. lyon19 ihc cd3/cd8 images are taken from breast, colon, and
prostate cancer patients. we split their training set into training and
validation sets, containing 553 and 118 images, respectively, and use their
validation set for testing our trained models. we trained three models including
unet [11], fpn [5], unet++ [15] with the backbone of resnet50 for 200 epochs and
early stopping on validation score with patience of 30 epochs, using binary
cross entropy loss and adam optimizer with learning rate of 0.0001. as shown in
table 2, models trained with our synthetic training set outperform those trained
solely with nuclick data in all metrics.we also tested the trained models on
1,500 randomly selected images from the training set of the lymphocyte
assessment hackathon (lysto) [1], containing image patches of size 299 × 299
obtained at a magnification of 40× from breast, prostate, and colon cancer whole
slide images stained with cd3 and cd8 markers. only the total number of
lymphocytes in each image patch are reported in this dataset. to evaluate the
performance of trained models on this dataset, we counted the total number of
marked lymphocytes in a predicted mask and calculated the difference between the
reported number of lymphocytes in each image with the total number of
lymphocytes in the predicted mask by the model. in table 2, the average
difference value (diffcount) of lymphocyte number for the whole dataset is
reported for each model. as seen, the trained models on our dataset outperform
the models trained solely on nuclick data.",6
1441,An AI-Ready Multiplex Staining Dataset for Reproducible and Accurate Characterization of Tumor Immune Microenvironment,4.0,Conclusions and Future Work,"we have released the first ai-ready restained and co-registered mif and mihc
dataset for head-and-neck squamous cell carcinoma patients. this dataset can be
used for virtual phenotyping given standard clinical hematoxylin images, virtual
clinical ihc dab generation with ground truth segmentations (to train
highquality segmentation models across multiple cancer types) created from
cleaner mif images, as well as for generating standardized clean mif images from
neighboring h&e and ihc sections for registration and 3d reconstruction of
tissue specimens. in the future, we will release similar datasets for additional
cancer types as well as release for this dataset corresponding whole-cell
segmentations via impartial https://github.com/nadeemlab/impartial.",6
1449,Detection of Basal Cell Carcinoma in Whole Slide Images,0.0,"Acc(W, d, D","3 experiments the dataset, comprised of 194 skin slides acquired from the
southern sun pathology laboratory, includes 148 bcc cases and 46 other types
(common nevus, scc), all manually annotated by a dermatopathologist. bcc slides
served as positive samples and the rest as negatives. these slides were scanned
at ×20 magnification with a 0.44 µm pixel size using a leica aperio at2 scanner.
the patient data were separated between training and testing to prevent overlap.
details are shown in table 1. the experimental setup involved training models on
two nvidia rtx a6000 gpus using pytorch. these models, initialized from a
zero-mean gaussian with standard deviation σ = 0.001, were trained for 200
epochs with a batch size of 256. training used the adam optimizer with a dynamic
learning rate reduction strategy, starting with a learning rate of 5e-5
following a cosine schedule.",6
1468,Multi-scale Prototypical Transformer for Whole Slide Image Classification,2.1,MIL Problem Formulation,"mil is a typical weakly supervised learning method, where the training data
consists of a set of bags, and each bag contains multiple instances. the goal of
mil is to learn a classifier that can predict the label of a bag based on the
instances in it. in binary classification, a bag can be marked as negative if
all in-stances in the bag are negative, otherwise, the bag is labeled as
positive with at least one positive instance. in the mil setting, a wsi is
considered as a bag and the numerous cropped patches in wsi are regarded as
instances in the bag. a wsi dataset t can be defined as:where x i denotes a
patient, y i the label of x i , i j i is the j-th instance of x i , n is the
number of patients and n is the number of instances.",6
1484,Thyroid Nodule Diagnosis in Dynamic Contrast-Enhanced Ultrasound via Microvessel Infiltration Awareness,3.0,Experiments,"dataset. our dataset contained 282 consecutive patients who underwent thyroid
nodule examination at nanjing drum tower hospital. all patients performed
dynamic ceus examination by an experienced sonographer using an iu22 scanner
(philips healthcare, bothell, wa) equipped with a linear transducer l9-3 probe.
these 282 cases included 147 malignant nodules and 135 benign nodules. on the
one hand, the percutaneous biopsy based pathological examination was implemented
to determine the ground-truth of malignant and benign. on the other hand, a
sonographer with more than 10 years of experience manually annotated the nodule
lesion mask to obtain the pixel-level groundtruth of thyroid nodules
segmentation. all data were approved by the institutional review board of
nanjing drum tower hospital, and all patients signed the informed consent before
enrollment into the study.implementation details. our network was implemented
using pytorch framework with the single 12 gb gpu of nvidia rtx 3060. during
training, we first pre-trained the talr backbone via dice loss for 30 epochs and
used adam optimizer with learning rate of 0.0001. then, we loaded the
pre-trained weights to train the whole model for 100 epochs and used adam
optimizer with learning rate of 0.0001. here, we set batch-size to 4 during the
entire training process the ceus consisted the full wash-in and wash-out phases,
and the resolution of each frame was (600 × 800). in addition, we carried out
data augmentation, including random rotation and cropping, and we resize the
resolution of input frames to (224 × 224). we adopted 5-fold cross-validation to
achieve quantitative evaluation. three indexes including dice, recall, and iou,
were used to evaluate the lesion recognition task, while five indexes, namely
average accuracy (acc), sensitivity (se), specificity (sp), f1-score (f1), and
auc, were used to evaluate the diagnosis task.experimental results. as in table
1, we compared our method with sota method including v-net, unet3d, transunet.
for the task of identifying lesions, the index of recall is important, because
information in irrelevant regions can be discarded, but it will be disastrous to
lose any lesion information. v-net achieved the highest recall scores compared
to others; thus, it was chosen as the backbone of tlar. table 1 revealed that
the modules (tpa, saf, and ipo) used in the network greatly improved the
segmentation performance compared to baseline, increasing dice and recall scores
by 7.60% and 7.23%, respectively. for the lesion area recognition task, our
method achieved the highest dice of 85.54% and recall of 90.40%, and the
visualized results were shown in fig. 3. to evaluate the effectiveness of the
baseline of lightweight c3d, we compared the results with sota video
classification methods including c3d, r3d, r2plus1d and convlstm. for fair
comparison, all methods used the manually annotated lesion mask to assist the
diagnosis. experimental results in table 2 revealed that our baseline network
could be useful for the diagnosis. with the effective baseline, the introduced
modules including tlar, saf and ipo further improved the diagnosis accuracy,
increasing the accuracy by 9.5%. the awareness of microvascular infiltration
using saf and ipo unit was helpful for ceus-based diagnosis, as it could improve
the diagnosis accuracy by 7.69% (as in table 2). as in appendix fig. a1,
although sota method fails to focus on lesion areas, our method can pinpoint
discriminating lesion areas. influence of α values. the value of α in saf is
associated with simulating microvessel infiltration. figure 3 (c) showed that
the diagnosis accuracy increased along with the increment of α and then tended
to become stable when α was close to 9. therefore, for balancing the efficiency
and performance, the number of ipo was set as n = 3 and α was set as α = {1, 5,
9} to generate a group of confidence maps that can simulate the process of
microvessel infiltration. (more details about the setting of n is in appendix
fig. a4 of the supplementary material.)",6
1495,Triangular Analysis of Geographical Interplay of Lymphocytes (TriAnGIL): Predicting Immunotherapy Response in Lung Cancer,1.0,Introduction,"the tumor microenvironment (tme) is comprised of cancer, immune (e.g. b
lymphocytes, and t lymphocytes), stromal, and other cells together with
noncellular tissue components [3,5,24,30]. it is well acknowledged that tumors
evolve in close interaction with their microenvironment. quantitatively
characterizing tme has the potential to predict tumor aggressiveness and
treatment response [3,23,24,30]. different types of lymphocytes such as cd4+
(helper t cells), cd8+ (cytotoxic t cells), cd20+ (b cells), within the tme
naturally interact with tumor and stromal cells. studies [5,9] have shown that
quantifying spatial interplay of these different cell families within the tme
can provide more prognostic/predictive value compared to only measuring the
density of a single biomarker such as tumor-infiltrating lymphocytes (tils)
[3,24]. immunotherapy (io) is the standard treatment for patients with advanced
non-small cell lung cancer (nsclc) [19] but only 27-45% of patients respond to
this treatment [21]. therefore, better algorithms and improved biomarkers are
essential for identifying which cancer patients are most likely to respond to io
in advance of treatment. quantitative features that relate to the complex
spatial interplay between different types of b-and t-cells in the tme might
unlock attributes that are associated with io response. in this study, we
introduce a novel approach called triangular analysis of geographical interplay
of lymphocytes (triangil), representing a unique and interpretable way to
characterize the distribution, and higher-order interaction of various cell
families (e.g., cancerous cells, stromal cells, lymphocyte subtypes) across
digital histopathology slides. we demonstrate the efficacy of triaangil for
characterizing tme in the context of predicting 1) response to io with immune
checkpoint inhibitors (ici), 2) overall survival (os), in patients with nsclc,
and 3) providing novel insights into the spatial interplay between different
immune cell subtype. triangil source code is publicly available at
http://github.com/sarayar/triangil.",6
1496,Triangular Analysis of Geographical Interplay of Lymphocytes (TriAnGIL): Predicting Immunotherapy Response in Lung Cancer,2.0,Previous Related Work and Novel Contributions,"many studies have only looked at the density of a single biomarker (e.g. tils),
to show that a high density of tils is associated with improved patient survival
and treatment response in nsclc [3,24]. other works have attempted to
characterize the spatial arrangement of cells in tme using computational
graphbased approaches. these approaches include methods that connect cells
regardless of their type (1) using global graphs (gg) such as voronoi that
connect all nuclei [2,14], or (2) using cell cluster graphs (ccg) [16] to create
multiple nuclear subgraphs based on cell-to-cell proximity to predict tumor
aggressiveness and patient outcome [16]. others have explored (3) the spatial
interplay between two different cell types [5].one example approach is spatial
architecture of til (spatil) [9] which attempted to characterize the interplay
between immune and cancer cells and has proven to be helpful in predicting the
recurrence in early-stage nsclc. all of these approaches point to overwhelming
evidence that spatial architecture of cells in tme is critical in predicting
cancer outcome. however, these approaches have not been able to exploit
higher-order interactions and dependencies between multiple cell types (> 2),
relationships that might provide additional actionable insights. the
contributions of this work include:(1) triangil is a computational framework
that characterizes the architecture and relationships of different cell types
simultaneously. instead of measuring only simple two-by-two relations between
cells, it seeks to identify triadic spatial relations (hyperedges [18,20] have
shown great capabilities in solving complex problems in the biomedical field,
these tend to be black-box in nature. a key consideration in cancer immunology
is the need for actionable insights into the spatial relationships between
different types of immune cells. not only does triangil provide predictions that
are on par or superior compared to dl approaches, but also provides a way to
glean insights into the spatial interplay of different immune cell types. these
complex interactions enhance our understanding of the tme and will help pave the
way for new therapeutic strategies that leverage these insights.",6
1499,Triangular Analysis of Geographical Interplay of Lymphocytes (TriAnGIL): Predicting Immunotherapy Response in Lung Cancer,4.1,Dataset,"the cohort employed in this study was composed of pre-treatment tumor biopsy
specimens from patients with nsclc from five centers (two centers for training
(s t ) and three centers for independent validation (s v )). the entire analysis
was carried out using 122 patients in experiment 1 (73 in s t , and 49 in s v )
and 135 patients in experiment 2 (81 in s t , and 54 in s v ). specimens were
analyzed with a multiplexed quantitative immunofluorescence (qif) panel using
the method described in [22]. from each whole slide image, 7 representative
tiles were obtained and used to train the software inform to define background,
tumor and stromal compartments. then, individual cells were segmented based on
nuclear dapi staining and the segmentation performance was controlled by direct
visualization of samples by a trained observer. next, the software was trained
to identify cell subtypes based on marker expression (cd8, cd4, cd20, ck for
tumor epithelial cells and absence of these markers for stromal cells).",6
1501,Triangular Analysis of Geographical Interplay of Lymphocytes (TriAnGIL): Predicting Immunotherapy Response in Lung Cancer,0.0,TIL density (DenTIL):,"for every patient, multiple density measures including the number of different
cells types and their ratios are calculated [3,24] (supplemental table 2).",6
1502,Triangular Analysis of Geographical Interplay of Lymphocytes (TriAnGIL): Predicting Immunotherapy Response in Lung Cancer,0.0,"GG: A Delaunay triangulation, a Voronoi diagram, and a Minimum Spanning","tree were constructed [2,14] on all nuclei regardless of their type.
architectural features (e.g., perimeter, triangle area, edge length) were then
calculated on these global graphs for each patient.",6
1503,Triangular Analysis of Geographical Interplay of Lymphocytes (TriAnGIL): Predicting Immunotherapy Response in Lung Cancer,0.0,CCG:,"for every patient, subgraphs are built on nuclei regardless of their type and
only based on their euclidean distance. local graph metrics (e.g. clustering
coefficient) [16] are then calculated from these subgraphs. spatil: for each
patient, first, subgraphs are built on individual cell types based on a distance
parameter. the convex hulls are then constructed on these subgraphs. after
selecting every two cell types, features are extracted from their convex hulls
(e.g. the number of clusters of each cell type, area intersected between
clusters [9]; complete list of combinations in supplemental table 3).",6
1505,Triangular Analysis of Geographical Interplay of Lymphocytes (TriAnGIL): Predicting Immunotherapy Response in Lung Cancer,4.3,Experiment 1: Immunotherapy Response Prediction in Lung Cancer,"design: triangil was also trained to differentiate between patients who
responded to io and those who did not. for our study, the responders to io were
identified as those patients with complete response, partial response, and
stable disease, and non-responders were patients with progressive disease. a
linear discriminant analysis (lda) classifier was trained on s t to predict
which patients would respond to io. for creating the model, the minimum
redundancy maximum relevance (mrmr) method [1] was used to select the top
features. the same procedure using mrmr and lda was performed for the
comparative hand-crafted approaches. the ability to identify responders post-io
was assessed by the area under the receiver operating characteristic curve (auc)
in s v .",6
1506,Triangular Analysis of Geographical Interplay of Lymphocytes (TriAnGIL): Predicting Immunotherapy Response in Lung Cancer,0.0,Results:,"the two top predictive triangil features were found to be the number of edges
between stroma and cd4+ cells, and the number of edges between stroma and tumor
cells with more interactions between stromal cells and both cd4+ and tumor cells
being associated with response to io. this finding is concordant with other
studies [13,17,22,27] that stromal tils were significantly associated with
improved os. therefore, triangil approach is not only predictive of treatment
response but more critically it enables biological interpretations that a dl
model might not be able to provide. in s v , this lda classifier was able to
distinguish responders from non-responders to io with au c t ri =0. design: s t
was used to construct a least absolute shrinkage and selection operator (lasso)
[28] regularized cox proportional hazards model [6] using the triangil features,
to obtain risk score for each patient. lasso features are listed in supplemental
table 4. the median risk score in s t was used as a threshold in both s t and s
v to dichotomize patients into low-risk/high-risk categories. kaplan-meier (km)
survival curves [26] were plotted and the model performance was summarized by
hazard ratio (hr), with corresponding (95% confidence intervals (ci)) using the
log-rank test, and harrell's concordance index (c-index) on s v . the c-index
evaluates the correlation between risk predictions and survival times, aiming to
maximize the discrimination between high-risk and low-risk patients [11]. os is
the time between the initiation of io to the death of the patient. the patients
were censored if the date of death was unknown.result: figure 2 presents some
triangil features in a field of view for a patient with long-term survival and
another with short-term survival. more triangular relationships, shorter
triangle edges, and smaller triangles with smaller perimeters are found in the
long-term survival case when analyzing the triadic interactions within
tumor-stroma-cd4, thereby suggesting higher relative presence and closer
interaction of these cell families. figure 3 illustrates the km plots for the
six approaches. we also calculated the concordance index (c-index) for the two
prognostic approaches in s v . the c-index for triangil and gnn methods were
0.64, and 0.63 respectively. therefore, overall triangil worked marginally
better than gnn, with much higher biological interpretability.",6
1507,Triangular Analysis of Geographical Interplay of Lymphocytes (TriAnGIL): Predicting Immunotherapy Response in Lung Cancer,5.0,Concluding Remarks,"we presented a new approach, triangular analysis of geographical interplay of
lymphocytes (triangil), to quantitatively chartacterize the spatial arrangement
and relative geographical interplay of multiple cell families across
pathological images. compared to previous spatial graph-based methods, triangil
quantifies the spatial interplay between multiple cell families, providing a
more comprehensive portrait of the tumor microenvironment. triangil was
predictive of response after io (n = 122) and also demonstrated a strong
correlation with os in nsclc patients treated with io (n = 135). triangil
outperformed other graph-and dl-based approaches, with the added benefit of
provoding interpretability with regard to the spatial interplay between cell
families. for instance, triangil yielded the insight that more interactions
between stromal cells and both cd4+ and tumor cells appears to be associated
with better response to io. although five cell families were studies in this
work, triangil is flexible and could include other cell types (e.g.,
macrophages). future work will entail larger validation studies and also
evaluation on other use cases.",6
1633,An Anti-biased TBSRTC-Category Aware Nuclei Segmentation Framework with a Multi-label Thyroid Cytology Benchmark,3.0,Experiments,"image dataset. we construct a clinical thyroid cytopathology dataset with images
of both image-wise and pixel-wise labels as a benchmark (appear in github upon
acceptance) some representative images are presented in fig. 2, together with
the profile of the dataset. the dataset comprises 4,965 h&e stained image
patches and labels of tbsrtc, where a subset of 1,473 images was densely
annotated for nuclei boundaries by three experienced cytopathologists and
reached a total number of 31,064 elaborately annotated nuclei. patient-level
images were partitioned first for training and test images, and patch-level
curation was performed. we divided the dataset with image-wise labels into 80%
training samples and the remaining 20% testing samples. our collection of
thyroid cytopathology images was granted with an ethics approval document. table
1. quantitative comparisons in both fully-supervised and semi-supervised
manners. the best performance is highlighted in bold, where we can observe that
both tcsegnet and its semi-supervised extension outperform state-of-the-art.",6
1684,MixUp-MIL: Novel Data Augmentation for Multiple Instance Learning and a Study on Thyroid Cancer Diagnosis,2.2,Experimental Setting,"as experimental architecture, use the dual-stream mil approach proposed by li et
al [10]. since this model combines both, embedding-based and an instance-based
encoding, the effect of both paths can be individually investigated without
changing any other architectural details. since the method represents a
state-of-the-art approach, it further serves as well-performing baseline. in
instance-based mil, the information per patch is first condensed to a single
scalar value, representing the classification per patch. finally, all of these
patch-based values are aggregated. in embedding-based mil, the information per
patch is translated into a feature vector. all feature vectors from a wsi are
then aggregated followed by a classification. in the investigated model [10] an
instance-and an embedding-based pathway are employed in parallel and are merged
in the end by weighted addition. the embedding-based pathway contains an
attention mechanism, to higher weight patches that are similar to the so-called
critical instance. the model makes use of an individual feature extraction
stage. due to the limited number of wsis, we did not train the feature
extraction stage [7], but utilize a pre-trained network instead. specifically,
we applied a resnet18 pre-trained on the image-net challenge data, due to the
high performance in previous work on similar data [5]. resnet18 was assessed as
particularly appropriate due to the rather low dimensional output (512
dimensions). we actively decided not to use a self-supervised contrastive
learning approach [10] as feature extraction stage since invariant features
could interfere with the effect of data augmentation. we investigated various
settings consisting of instancebased only (inst), embedding-based only (emb) and
the dual-stream approach with weightings 3/1, 2/2 (balanced) and 1/3 for the
instance and the embedding-based pathways.as comparison, several other
augmentation methods on feature level are investigated including random
sampling, selective random sampling and random noise. random sampling
corresponds to the random selection of patches (feature vectors) from each wsi.
thereby the amount of investigated data per wsi is reduced with the benefit of
increasing the variability of the data. in the experiments, we adjust the sample
ratio q between the patch-based features for training and testing. a q of 50 %
indicates that 512 descriptors are used for training while for testing always a
fixed number of 1024 is used. selective random sampling corresponds to the
random sampling strategy, with the difference that the ratio of features is not
fixed but drawn from a uniform random distribution (u (q, 100 %)). here, a q of
50 % indicates that for each wsi, between 512 and 1024 feature vectors are
selected. in the case of the random noise setting, to each feature vector x i ,
a random noise vector r is added (x i = x i + r). the elements of r are randomly
sampled (individually for each x i ) from a normal distribution n (0, σ ).to
incorporate for the fact that the feature dimensions show different magnitudes,
σ is computed as the product of the meta parameter σ and the standard deviation
of the respective feature dimension.in this work, we aimed at distinguishing
different nodular lesions of the thyroid, focusing especially on benign
follicular nodules (fn) and papillary carcinomas (pc). this differentiation is
crucial, due to the different treatment options, in particular with respect to
the extent of surgical resection of the thyroid gland [19]. the data set
utilized in the experiments consists of 80 wsis overall. one half (40) of the
data set consists of frozen and the other half (40) of paraffin sections [5]),
representing the different modalities. all images were acquired during clinical
routine at the kardinal schwarzenberg hospital. procedures were approved by the
ethics committee of the county of salzburg (no. 1088/2021). the mean and median
age of patients at the date of dissection was 47 and 50 years, respectively. the
data set comprised 13 male and 27 female patients, corresponding to a slight
gender imbalance. they were labeled by an expert pathologist with over 20 years
experience. a total of 42 (21 per modality) slides were labeled as papillary
carcinoma while 38 (19 per modality) were labeled as benign follicular nodule.
for the frozen sections, fresh tissue was frozen at -15 • celsius, slides were
cut (thickness 5 µm) and stained immediately with hematoxylin and eosin. for the
paraffin sections, tissue was fixed in 4 % phosphate-buffered formalin for 24 h.
subsequently formalin fixed paraffin embedded tissue was cut (thickness 2 µm)
and stained with hematoxylin and eosin. the images were digitized with an
olympus vs120-ld100 slide loader system. overviews at a 2x magnification were
generated to manually define scan areas, focus points were automatically defined
and adapted if needed. scans were performed with a 20x objective (corresponding
to a resolution of 344.57 nm/pixel). the image files were stored in the oympus
vsi format based on lossless compression. q q q q q q q q 0 25 % 50 % 75 % 100 %
0.4 the data set was randomly separated into training (80 %) and test data (20
%). the whole pipeline, including the separation, was repeated 32 times to
achieve representative scores. due to the almost balanced setting, the overall
classification accuracy (mean and standard deviation) is finally reported. adam
was used as optimizer. the models were trained for 200 epochs with an initial
learning rate of 0.0002. random shuffling of the vector tupels (shuffling within
the wsis) was applied for all experiments.the patches were randomly extracted
from the wsi, based on uniform sampling. for each patch, we checked that at
least 75 % of the area was covered with tissue (green color channel) in order to
exclude empty areas [5]. to obtain a representation independent of the wsi size,
we extracted 1024 patches with a size of 256 × 256 pixel per wsi, resulting in
1024 patch-descriptors per wsi [5]. for feature extraction, a resnet18 network,
pretrained on the image-net challenge was deployed [10]. data and source code
are publicly accessible via https://gitlab.com/mgadermayr/mixupmil. we use the
reference implementation of the dual-stream mil approach [10]. to obtain further
insight into the feature distribution, we randomly selected patch descriptor
pairs and computed the euclidean distances. in detail, we selected 10,000 pairs
(a) from different classes, (b) from different wsis (similar and dissimilar
classes), (c,d) from the same class and different wsis, and (e) from the same
wsi.",6
