title,extracted_keyword_sent
CLIP-Lung: Textual Knowledge-Guided Lung Nodule Malignancy Prediction,"in practice, this also
aligns with the fact that the annotated text information represents the direct
justification for identifying lesion regions in the clinic."
EPVT: Environment-Aware Prompt Vision Transformer for Domain Generalization in Skin Lesion Recognition,none
Self-feedback Transformer: A Multi-label Diagnostic Model for Real-World Pancreatic Neuroendocrine Neoplasms Data,none
Developing Large Pre-trained Model for Breast Tumor Segmentation from Ultrasound Images,we collected 10927 cases for this research from yunnan cancer hospital.
Developing Large Pre-trained Model for Breast Tumor Segmentation from Ultrasound Images,"for external validation, we further test our model on two independent
publicly-available datasets collected by stu-hospital (dataset 1) [22] and
syu-university (dataset 2) [23]."
3D Mitochondria Instance Segmentation with Spatio-Temporal Transformers,none
Physics-Informed Conditional Autoencoder Approach for Robust Metabolic CEST MRI at 7T,none
Diffusion-Based Data Augmentation for Nuclei Image Segmentation,none
Deep Unsupervised Clustering for Conditional Identification of Subgroups Within a Digital Pathology Image Set,none
A Texture Neural Network to Predict the Abnormal Brachial Plexus from Routine Magnetic Resonance Imaging,"following irb approval for this study, we search for patients with metastatic
breast cancer who had a breast cancer mri performed between 2010 and 2020 and
had morphologically positive bp on the mri report from our electronic medical
records (emr) in * hospital."
CircleFormer: Circular Nuclei Detection in Whole Slide Images with Circle Queries and Attention,none
Self-supervised Dense Representation Learning for Live-Cell Microscopy with Time Arrow Prediction,none
Prompt-MIL: Boosting Multi-instance Learning Schemes via Task-Specific Prompt Tuning,none
Prompt-Based Grouping Transformer for Nucleus Detection and Classification,none
Maximum-Entropy Estimation of Joint Relaxation-Diffusion Distribution Using Multi-TE Diffusion MRI,none
Simulation of Arbitrary Level Contrast Dose in MRI Using an Iterative Global Transformer Model,none
TractCloud: Registration-Free Tractography Parcellation with a Novel Local-Global Streamline Point Cloud Representation,none
Relaxation-Diffusion Spectrum Imaging for Probing Tissue Microarchitecture,none
Exploring Unsupervised Cell Recognition with Prior Self-activation Maps,none
Brain Anatomy-Guided MRI Analysis for Assessing Clinical Progression of Cognitive Impairment with Structural MRI,"to provide accurate brain anatomy, we perform image preprocessing and
brain tissue segmentation for these mris to generate ground-truth segmentation
of three tissues, i.e., white matter (wm), gray matter (gm) and cerebrospinal
fluid (csf), using an in-house toolbox ibeat [16] with manual verification.the
downstream model is trained on 1) a late-life depression (lld) study with 309
subjects from two sites [17,18], and 2) a type 2 diabetes mellitus (dm) study
with 82 subjects from the first affiliated hospital of guangzhou university of
chinese medicine."
atTRACTive: Semi-automatic White Matter Tract Segmentation Using Active Learning,none
B-Cos Aligned Transformers Learn Human-Interpretable Features,none
Single-subject Multi-contrast MRI Super-resolution via Implicit Neural Representations,none
Overall Survival Time Prediction of Glioblastoma on Preoperative MRI Using Lesion Network Mapping,none
A Multi-task Network for Anatomy Identification in Endoscopic Pituitary Surgery,"images: images come from 64-videos of endoscopic pituitary surgery where the
sellar phase is present [9], recorded between 30 aug 2018 and 20 feb 2021 from
the national hospital of neurology and neurosurgery, london, united kingdom."
Intraoperative CT Augmentation for Needle-Based Liver Interventions,none
Optical Coherence Elastography Needle for Biomechanical Characterization of Deep Tissue,none
Pelvic Fracture Segmentation Using a Multi-scale Distance-Weighted Neural Network,"these data is collected from 100 patients (aged 18-74 years,
41 females) who were to undergo pelvic reduction surgery at beijing jishuitan
hospital between 2018 and 2022, under irb approval (202009-04)."
Towards Multi-modal Anatomical Landmark Detection for Ultrasound-Guided Brain Tumor Resection with Contrastive Learning,none
Deep Reinforcement Learning Based System for Intraoperative Hyperspectral Video Autofocusing,none
Surgical Video Captioning with Mutual-Modal Concept Alignment,"these surgical videos are recorded at the
prince of wales hospital, chinese university of hong kong, where surgeons remove
pituitary tumors through the endonasal corridor to the skull base."
Imitation Learning from Expert Video Data for Dissection Trajectory Prediction in Endoscopic Surgical Procedure,"we evaluated the proposed approach on a dataset assembled from 22
videos of esd surgery cases, which are collected from the endoscopy centre of
the prince of wales hospital in hong kong."
Regularized Kelvinlet Functions to Model Linear Elasticity for Image-to-Physical Registration of the Breast,none
Learning Expected Appearances for Intraoperative Registration During Neurosurgery,none
Dose Guidance for Radiotherapy-Oriented Deep Learning Segmentation,none
FLIm-Based in Vivo Classification of Residual Cancer in the Surgical Cavity During Transoral Robotic Surgery,none
FocalErrorNet: Uncertainty-Aware Focal Modulation Network for Inter-modal Registration Error Estimation in Ultrasound-Guided Neurosurgery,none
Detecting the Sensing Area of a Laparoscopic Probe in Minimally Invasive Cancer Surgery,none
A Novel Video-CTU Registration Method with Structural Point Similarity for FURS Navigation,none
Cascade Transformer Encoded Boundary-Aware Multibranch Fusion Networks for Real-Time and Accurate Colonoscopic Lesion Segmentation,none
Unified Brain MR-Ultrasound Synthesis Using Multi-modal Hierarchical Representations,"we evaluated our method on a dataset of 66
consecutive adult patients with brain gliomas who were surgically treated at the
brigham and women's hospital, boston usa, where both pre-operative 3d t2-space
and pre-dural opening intraoperative us (ius) reconstructed from a tracked
handheld 2d probe were acquired."
StructuRegNet: Structure-Guided Multimodal 2D-3D Registration,none
X2Vision: 3D CT Reconstruction from Biplanar X-Rays with Deep Structure Prior,none
Structure-Preserving Synthesis: MaskGAN for Unpaired MR-CT Translation,none
FreeSeed: Frequency-Band-Aware and Self-guided Network for Sparse-View CT Reconstruction,"we conduct experiments on the dataset of ""the 2016 nih-aapm mayo clinic low dose
ct grand challenge"" [8], which contains 5,936 ct slices in 1 mm image thickness
from 10 anonymous patients, where a total of 5,410 slices from 9 patients,
resized to 256 × 256 resolution, are randomly selected for training and the 526
slices from the remaining one patient for testing without patient overlap."
Co-learning Semantic-Aware Unsupervised Segmentation for Pathological Image Registration,none
Fast Reconstruction for Deep Learning PET Head Motion Correction,"however, vicra is not routinely used in the clinic, as setup and
calibration of the tracking device can be complicated and attaching markers to
each patient increases the logistical burden of the scan."
Revealing Anatomical Structures in PET to Generate CT for Attenuation Correction,"since pseudo ct is convenient to be integrated into conventional ac processes,
generating pseudo ct images is feasible in clinics for ac.the pseudo ct images
should satisfy two-fold requests."
An Explainable Deep Framework: Towards Task-Specific Fusion for Multi-to-One MRI Synthesis,"however, some acquired sequences are unusable or missing in clinical
settings due to incorrect machine settings, imaging artifacts, high scanning
costs, time constraints, contrast agents allergies, and different acquisition
protocols between hospitals [5]."
Geometric Ultrasound Localization Microscopy,none
Reflectance Mode Fluorescence Optical Tomography with Consumer-Grade Cameras,none
DISA: DIfferentiable Similarity Approximation for Universal Multimodal Registration,none
Solving Low-Dose CT Reconstruction via GAN with Local Coherence,"the high-quality ct
images are important to improve the performance of diagnosis in clinic [27]."
Solving Low-Dose CT Reconstruction via GAN with Local Coherence,"first, our proposed approaches are evaluated on the ""mayo-clinic
low-dose ct grand challenge"" (mayo-clinic) dataset of lung ct images [19].the
dataset contains 2250 two dimensional slices from 9 patients for training, and
the remaining 128 slices from 1 patient are reserved for testing."
Solving Low-Dose CT Reconstruction via GAN with Local Coherence,"the simulation process is
identical to that of mayo-clinic."
Solving Low-Dose CT Reconstruction via GAN with Local Coherence,"to evaluate the stability and generalization of our model and the
baselines trained on mayo-clinic dataset, we also test them on the rider
dataset."
Solving Low-Dose CT Reconstruction via GAN with Local Coherence,"in future,
we will evaluate our network on real-world ct images from local hospital and use
the reconstructed images to support doctors for the diagnosis and recognition of
lung nodules."
Noise2Aliasing: Unsupervised Deep Learning for View Aliasing and Noise Reduction in 4DCBCT,none
DULDA: Dual-Domain Unsupervised Learned Descent Algorithm for PET Image Reconstruction,none
Low-Dose CT Image Super-Resolution Network with Dual-Guidance Feature Distillation and Dual-Path Content Communication,none
Non-iterative Coarse-to-Fine Transformer Networks for Joint Affine and Deformable Image Registration,none
Trackerless Volume Reconstruction from Intraoperative Ultrasound Images,none
CoLa-Diff: Conditional Latent Diffusion Model for Multi-modal MRI Synthesis,none
InverseSR: 3D Brain MRI Super-Resolution Using a Latent Diffusion Model,none
Topology-Preserving Computed Tomography Super-Resolution Based on Dual-Stream Diffusion Model,none
LightNeuS: Neural Surface Reconstruction in Endoscopy Using Illumination Decline,none
