,title,extracted_keyword_sent
222,Clinical Evaluation of AI-Assisted Virtual Contrast Enhanced MRI in Primary Gross Tumor Volume Delineation for Radiotherapy of Nasopharyngeal Carcinoma,"the three hospitals were labelled
as institution-1 (110 patients), institution-2 (58 patients), and institution-3
(135 patients), respectively."
223,Clinical Evaluation of AI-Assisted Virtual Contrast Enhanced MRI in Primary Gross Tumor Volume Delineation for Radiotherapy of Nasopharyngeal Carcinoma,"the use of this dataset was approved by the institutional review board
of the university of hong kong/hospital authority hong kong west cluster (hku/ha
hkw irb) with reference number uw21-412, and the research ethics committee
(kowloon central/kowloon east) with reference number kc/ke-18-0085/er-1."
224,Automated CT Lung Cancer Screening Workflow Using 3D Camera,none
225,Clustering Disease Trajectories in Contrastive Feature Space for Biomarker Proposal in Age-Related Macular Degeneration,"late amd is classified into either
choroidal neovascularisation (cnv), identified by subretinal fluid, or
geographic atrophy, signalled by progressive loss of photoreceptors and retinal
thinning."
226,Clustering Disease Trajectories in Contrastive Feature Space for Biomarker Proposal in Age-Related Macular Degeneration,"afterwards, we test our method on a
second independent unseen dataset, which was obtained from moorfields eye
hospital."
227,Multi-task Learning of Histology and Molecular Markers for Classifying Diffuse Glioma,none
228,Second-Course Esophageal Gross Tumor Volume Segmentation in CT with Prior Anatomical and Radiotherapy Information,"however, the precise delineation of the gtv is laborintensive, and is restricted
to specialized hospitals with highly skilled rt experts."
229,CLIP-Lung: Textual Knowledge-Guided Lung Nodule Malignancy Prediction,"in practice, this also
aligns with the fact that the annotated text information represents the direct
justification for identifying lesion regions in the clinic."
230,EPVT: Environment-Aware Prompt Vision Transformer for Domain Generalization in Skin Lesion Recognition,none
231,Self-feedback Transformer: A Multi-label Diagnostic Model for Real-World Pancreatic Neuroendocrine Neoplasms Data,none
232,Developing Large Pre-trained Model for Breast Tumor Segmentation from Ultrasound Images,we collected 10927 cases for this research from yunnan cancer hospital.
233,Developing Large Pre-trained Model for Breast Tumor Segmentation from Ultrasound Images,"for external validation, we further test our model on two independent
publicly-available datasets collected by stu-hospital (dataset 1) [22] and
syu-university (dataset 2) [23]."
234,3D Mitochondria Instance Segmentation with Spatio-Temporal Transformers,none
235,Physics-Informed Conditional Autoencoder Approach for Robust Metabolic CEST MRI at 7T,none
236,Diffusion-Based Data Augmentation for Nuclei Image Segmentation,none
237,Deep Unsupervised Clustering for Conditional Identification of Subgroups Within a Digital Pathology Image Set,none
238,A Texture Neural Network to Predict the Abnormal Brachial Plexus from Routine Magnetic Resonance Imaging,"following irb approval for this study, we search for patients with metastatic
breast cancer who had a breast cancer mri performed between 2010 and 2020 and
had morphologically positive bp on the mri report from our electronic medical
records (emr) in * hospital."
239,CircleFormer: Circular Nuclei Detection in Whole Slide Images with Circle Queries and Attention,none
240,Self-supervised Dense Representation Learning for Live-Cell Microscopy with Time Arrow Prediction,none
241,Prompt-MIL: Boosting Multi-instance Learning Schemes via Task-Specific Prompt Tuning,none
242,Prompt-Based Grouping Transformer for Nucleus Detection and Classification,none
243,Maximum-Entropy Estimation of Joint Relaxation-Diffusion Distribution Using Multi-TE Diffusion MRI,none
244,Simulation of Arbitrary Level Contrast Dose in MRI Using an Iterative Global Transformer Model,none
245,TractCloud: Registration-Free Tractography Parcellation with a Novel Local-Global Streamline Point Cloud Representation,none
246,Relaxation-Diffusion Spectrum Imaging for Probing Tissue Microarchitecture,none
247,Exploring Unsupervised Cell Recognition with Prior Self-activation Maps,none
248,Brain Anatomy-Guided MRI Analysis for Assessing Clinical Progression of Cognitive Impairment with Structural MRI,"to provide accurate brain anatomy, we perform image preprocessing and
brain tissue segmentation for these mris to generate ground-truth segmentation
of three tissues, i.e., white matter (wm), gray matter (gm) and cerebrospinal
fluid (csf), using an in-house toolbox ibeat [16] with manual verification.the
downstream model is trained on 1) a late-life depression (lld) study with 309
subjects from two sites [17,18], and 2) a type 2 diabetes mellitus (dm) study
with 82 subjects from the first affiliated hospital of guangzhou university of
chinese medicine."
249,atTRACTive: Semi-automatic White Matter Tract Segmentation Using Active Learning,none
250,B-Cos Aligned Transformers Learn Human-Interpretable Features,none
251,Single-subject Multi-contrast MRI Super-resolution via Implicit Neural Representations,none
252,Overall Survival Time Prediction of Glioblastoma on Preoperative MRI Using Lesion Network Mapping,none
253,A Multi-task Network for Anatomy Identification in Endoscopic Pituitary Surgery,"images: images come from 64-videos of endoscopic pituitary surgery where the
sellar phase is present [9], recorded between 30 aug 2018 and 20 feb 2021 from
the national hospital of neurology and neurosurgery, london, united kingdom."
254,Intraoperative CT Augmentation for Needle-Based Liver Interventions,none
255,Optical Coherence Elastography Needle for Biomechanical Characterization of Deep Tissue,none
256,Pelvic Fracture Segmentation Using a Multi-scale Distance-Weighted Neural Network,"these data is collected from 100 patients (aged 18-74 years,
41 females) who were to undergo pelvic reduction surgery at beijing jishuitan
hospital between 2018 and 2022, under irb approval (202009-04)."
257,Towards Multi-modal Anatomical Landmark Detection for Ultrasound-Guided Brain Tumor Resection with Contrastive Learning,none
258,Deep Reinforcement Learning Based System for Intraoperative Hyperspectral Video Autofocusing,none
259,Surgical Video Captioning with Mutual-Modal Concept Alignment,"these surgical videos are recorded at the
prince of wales hospital, chinese university of hong kong, where surgeons remove
pituitary tumors through the endonasal corridor to the skull base."
260,Imitation Learning from Expert Video Data for Dissection Trajectory Prediction in Endoscopic Surgical Procedure,"we evaluated the proposed approach on a dataset assembled from 22
videos of esd surgery cases, which are collected from the endoscopy centre of
the prince of wales hospital in hong kong."
261,Regularized Kelvinlet Functions to Model Linear Elasticity for Image-to-Physical Registration of the Breast,none
262,Learning Expected Appearances for Intraoperative Registration During Neurosurgery,none
263,Dose Guidance for Radiotherapy-Oriented Deep Learning Segmentation,none
264,FLIm-Based in Vivo Classification of Residual Cancer in the Surgical Cavity During Transoral Robotic Surgery,none
265,FocalErrorNet: Uncertainty-Aware Focal Modulation Network for Inter-modal Registration Error Estimation in Ultrasound-Guided Neurosurgery,none
266,Detecting the Sensing Area of a Laparoscopic Probe in Minimally Invasive Cancer Surgery,none
267,A Novel Video-CTU Registration Method with Structural Point Similarity for FURS Navigation,none
268,Cascade Transformer Encoded Boundary-Aware Multibranch Fusion Networks for Real-Time and Accurate Colonoscopic Lesion Segmentation,none
269,Unified Brain MR-Ultrasound Synthesis Using Multi-modal Hierarchical Representations,"we evaluated our method on a dataset of 66
consecutive adult patients with brain gliomas who were surgically treated at the
brigham and women's hospital, boston usa, where both pre-operative 3d t2-space
and pre-dural opening intraoperative us (ius) reconstructed from a tracked
handheld 2d probe were acquired."
270,StructuRegNet: Structure-Guided Multimodal 2D-3D Registration,none
271,X2Vision: 3D CT Reconstruction from Biplanar X-Rays with Deep Structure Prior,none
272,Structure-Preserving Synthesis: MaskGAN for Unpaired MR-CT Translation,none
273,FreeSeed: Frequency-Band-Aware and Self-guided Network for Sparse-View CT Reconstruction,"we conduct experiments on the dataset of ""the 2016 nih-aapm mayo clinic low dose
ct grand challenge"" [8], which contains 5,936 ct slices in 1 mm image thickness
from 10 anonymous patients, where a total of 5,410 slices from 9 patients,
resized to 256 × 256 resolution, are randomly selected for training and the 526
slices from the remaining one patient for testing without patient overlap."
274,Co-learning Semantic-Aware Unsupervised Segmentation for Pathological Image Registration,none
275,Fast Reconstruction for Deep Learning PET Head Motion Correction,"however, vicra is not routinely used in the clinic, as setup and
calibration of the tracking device can be complicated and attaching markers to
each patient increases the logistical burden of the scan."
276,Revealing Anatomical Structures in PET to Generate CT for Attenuation Correction,"since pseudo ct is convenient to be integrated into conventional ac processes,
generating pseudo ct images is feasible in clinics for ac.the pseudo ct images
should satisfy two-fold requests."
277,An Explainable Deep Framework: Towards Task-Specific Fusion for Multi-to-One MRI Synthesis,"however, some acquired sequences are unusable or missing in clinical
settings due to incorrect machine settings, imaging artifacts, high scanning
costs, time constraints, contrast agents allergies, and different acquisition
protocols between hospitals [5]."
278,Geometric Ultrasound Localization Microscopy,none
279,Reflectance Mode Fluorescence Optical Tomography with Consumer-Grade Cameras,none
280,DISA: DIfferentiable Similarity Approximation for Universal Multimodal Registration,none
281,Solving Low-Dose CT Reconstruction via GAN with Local Coherence,"the high-quality ct
images are important to improve the performance of diagnosis in clinic [27]."
282,Solving Low-Dose CT Reconstruction via GAN with Local Coherence,"first, our proposed approaches are evaluated on the ""mayo-clinic
low-dose ct grand challenge"" (mayo-clinic) dataset of lung ct images [19].the
dataset contains 2250 two dimensional slices from 9 patients for training, and
the remaining 128 slices from 1 patient are reserved for testing."
283,Solving Low-Dose CT Reconstruction via GAN with Local Coherence,"the simulation process is
identical to that of mayo-clinic."
284,Solving Low-Dose CT Reconstruction via GAN with Local Coherence,"to evaluate the stability and generalization of our model and the
baselines trained on mayo-clinic dataset, we also test them on the rider
dataset."
285,Solving Low-Dose CT Reconstruction via GAN with Local Coherence,"in future,
we will evaluate our network on real-world ct images from local hospital and use
the reconstructed images to support doctors for the diagnosis and recognition of
lung nodules."
286,Noise2Aliasing: Unsupervised Deep Learning for View Aliasing and Noise Reduction in 4DCBCT,none
287,DULDA: Dual-Domain Unsupervised Learned Descent Algorithm for PET Image Reconstruction,none
288,Low-Dose CT Image Super-Resolution Network with Dual-Guidance Feature Distillation and Dual-Path Content Communication,none
289,Non-iterative Coarse-to-Fine Transformer Networks for Joint Affine and Deformable Image Registration,none
290,Trackerless Volume Reconstruction from Intraoperative Ultrasound Images,none
291,CoLa-Diff: Conditional Latent Diffusion Model for Multi-modal MRI Synthesis,none
292,InverseSR: 3D Brain MRI Super-Resolution Using a Latent Diffusion Model,none
293,Topology-Preserving Computed Tomography Super-Resolution Based on Dual-Stream Diffusion Model,none
294,LightNeuS: Neural Surface Reconstruction in Endoscopy Using Illumination Decline,none
