title,extracted_keyword_sent
Improving Outcome Prediction of Pulmonary Embolism by De-biased Multi-modality Model,"for each patient, the race labels, survival time-to-event labels and
pesi variables are collected from clinical data, and the 11 pesi variables are
used to calculate the pesi scores, which include age, sex, comorbid illnesses
(cancer, heart failure, chronic lung disease), pulse, systolic blood pressure,
respiratory rate, temperature, altered mental status, and arterial oxygen
saturation at the time of diagnosis [2].diverse bias of multimodal survival
prediction model."
Improving Outcome Prediction of Pulmonary Embolism by De-biased Multi-modality Model,"the feature with the highest pe
probability from a patient's multiple ctpas is considered as the most pe-related
visual representation."
Improving Outcome Prediction of Pulmonary Embolism by De-biased Multi-modality Model,"next, the gatortron [29] model is employed to recognize
clinical concepts and identify medical relations for getting accurate patient
information from pe clinical reports."
Improving Outcome Prediction of Pulmonary Embolism by De-biased Multi-modality Model,"the framework also consists of a cox proportional hazard (coxph) model [7] that
is trained to predict patient ranking using a multimodal combination of risk
predictions from the above three sp modules."
Improving Outcome Prediction of Pulmonary Embolism by De-biased Multi-modality Model,"these coxph models calculate the
corresponding time-to-event evaluation and predict the fusion of patients' risk
as the survival outcome."
Improving Outcome Prediction of Pulmonary Embolism by De-biased Multi-modality Model,"besides, clinical data in the form of text
reports and pesi variables objectively reflect the patient's physiological
information and the physician's diagnosis, exhibiting smaller race biases in
correlation with survival across different races."
Improving Outcome Prediction of Pulmonary Embolism by De-biased Multi-modality Model,"the outputs from each patient's medical history, clinical
diagnosis, observations, and radiologist impression are separately generated and
concatenated to form the 1024 × 4 features.we build the encoders of the baseline
sp modules and de-biased sp modules with multi-layer perceptron (mlp) neural
networks and relu activation."
Improving Outcome Prediction of Pulmonary Embolism by De-biased Multi-modality Model,"3, is used to compare
the survival prediction between high-risk and lowrisk patient groups."
Improving Outcome Prediction of Pulmonary Embolism by De-biased Multi-modality Model,"the proposed de-biased method has already shown the
capacity to relieve them, which is vital when serving patients with an accurate
analysis."
Enhancing Breast Cancer Risk Prediction by Incorporating Prior Images,"however, these imaging
techniques are expensive and add additional burdens for the patient."
Enhancing Breast Cancer Risk Prediction by Incorporating Prior Images,"recently, deep
neural network based models that predict a patient's risk score directly from
mammograms have shown promising results [3,8,9,20,33]."
Enhancing Breast Cancer Risk Prediction by Incorporating Prior Images,"these models do not
require additional patient information and have been shown to outperform
traditional statistical models.when prior mammograms are available, radiologists
compare prior exams to the current mammogram to aid in the detection of breast
cancer."
Enhancing Breast Cancer Risk Prediction by Incorporating Prior Images,"integrating prior mammograms into deep learning
models for breast cancer risk prediction can provide a more comprehensive
evaluation of a patient's breast health.in this paper, we introduce a deep
neural network that makes use of prior mammograms, to assess a patient's risk of
developing breast cancer, dubbed prime+ (prior mammogram enabled risk
prediction)."
Enhancing Breast Cancer Risk Prediction by Incorporating Prior Images,"we hypothesize that mammographic parenchymal pattern changes
between current and prior allow the model to better assess a patient's risk."
Enhancing Breast Cancer Risk Prediction by Incorporating Prior Images,"our
method is based on a transformer model that uses attention [30], similar to how
radiologists would compare current and prior mammograms.the method is trained
and evaluated on a large and diverse dataset of over 9,000 patients and shown to
outperform a model based on state-of-the art risk prediction techniques for
mammography [33]."
Enhancing Breast Cancer Risk Prediction by Incorporating Prior Images,"for medical applications, x typically
represents patient information like age, family history, genetic makeup, and
diagnostic test results (e.g., a mammogram)."
Enhancing Breast Cancer Risk Prediction by Incorporating Prior Images,"1).we typically want to estimate the hazard function h(t),
which measures the rate at which patients experience the event of interest at
time t, given that they have survived up to that point."
Enhancing Breast Cancer Risk Prediction by Incorporating Prior Images,"specifically, h(t) is 1 if the
patient is diagnosed with cancer within t years and 0 otherwise."
Enhancing Breast Cancer Risk Prediction by Incorporating Prior Images,"we compiled an in-house mammography dataset comprising 16,113 exams (64,452
images) from 9,113 patients across institutions from the united states, gathered
between 2010 and 2021."
Enhancing Breast Cancer Risk Prediction by Incorporating Prior Images,"we partitioned the dataset by patient to create
training, validation, and test sets."
Enhancing Breast Cancer Risk Prediction by Incorporating Prior Images,"the validation set contains 800 exams (198
cancer, 210 benign, 392 normal) from 400 patients, and the test set contains
1,200 exams (302 cancer, 290 benign, 608 normal) from 600 patients."
Enhancing Breast Cancer Risk Prediction by Incorporating Prior Images,"our results suggest that
incorporating changes in patients using prior mammograms and a transformer
decoder improves the performance of breast cancer risk prediction
models.analysis based on density."
Parse and Recall: Towards Accurate Lung Nodule Malignancy Prediction Like Radiologists,"for the ldct, we annotate more than 12,852 nodules from 8,271 patients
from the nlst dataset [14]."
Parse and Recall: Towards Accurate Lung Nodule Malignancy Prediction Like Radiologists,"for the ncct, we annotate over 4,029 nodules from
over 2,565 patients from our collaborating hospital."
Parse and Recall: Towards Accurate Lung Nodule Malignancy Prediction Like Radiologists,"there are 8,271 patients
enrolled in this study."
Parse and Recall: Towards Accurate Lung Nodule Malignancy Prediction Like Radiologists,"1 j ← seg loss(m, s) + 3 i=1 cls loss(y, p i ) update loss18: end for patient,
and
localized and labeled the nodules in the scan as benign or malignant based on
the rough candidate nodule location and whether the patient develops lung cancer
provided by nlst metadata."
Parse and Recall: Towards Accurate Lung Nodule Malignancy Prediction Like Radiologists,"the in-house cohort was retrospectively collected from 2,565 patients
at our collaborating hospital between 2019 and 2022."
Parse and Recall: Towards Accurate Lung Nodule Malignancy Prediction Like Radiologists,"the training set contains 9,910 (9,413 benign and 497 malignant) nodules from
6,366 patients at nlst, and 2,592 (843 benign and 1,749 malignant) nodules from
2,113 patients at the in-house cohort."
Parse and Recall: Towards Accurate Lung Nodule Malignancy Prediction Like Radiologists,"the validation set contains 1,499 (1,426
benign and 73 malignant) nodules from 964 patients at nlst."
Parse and Recall: Towards Accurate Lung Nodule Malignancy Prediction Like Radiologists,"the nlst test set
has 1,443 (1,370 benign and 73 malignant) nodules from 941 patients."
Parse and Recall: Towards Accurate Lung Nodule Malignancy Prediction Like Radiologists,"the
in-house test set has 1,437 (1,298 benign and 139 malignant) nodules from 452
patients."
M&M: Tackling False Positives in Mammography with a Multi-view and Multi-instance Learning Sparse Detector,"we split the
data into train/val/test with an 80:10:10 ratio at the patient level; (2)
inhouse-a: an evaluation dataset collected from a u.s."
Reversing the Abnormal: Pseudo-Healthy Generative Networks for Anomaly Detection,"stroke is
a leading cause of death and disability, where early detection and treatment can
significantly improve patient outcomes."
Reversing the Abnormal: Pseudo-Healthy Generative Networks for Anomaly Detection,"we believe that our proposed method will open new avenues
for interpretable, fast, and accurate anomaly segmentation and support various
clinical-oriented downstream tasks, such as investigating progression of
disease, patient stratification and treatment planning."
SHISRCNet: Super-Resolution and Classification Network for Low-Resolution Breast Cancer Histopathology Image,"accurate identification of cancer
types will make a correct assessment of the patient's risk and improve the
chances of survival."
SHISRCNet: Super-Resolution and Classification Network for Low-Resolution Breast Cancer Histopathology Image,"considering the improvement of
histopathological images' acquisition equipment will cost lots of money while
significantly increasing patients' expense of detection."
Text-Guided Foundation Model Adaptation for Pathological Image Classification,"to extend our
evaluation into the real-world setting with insufficient data, we additionally
choose 1, 2, 4, 8, or 16 wsis with the largest numbers of patches from each
class as the training set.the evaluation metric is patient-wise accuracy, where
the prediction of a wsi is obtained by a soft vote over the patches, and
accuracy is averaged class-wise.implementation."
Distributionally Robust Image Classifiers for Stroke Diagnosis in Accelerated MRI,"nevertheless, the long acquisition time for a
brain mri (20 to 30 min) imposes challenges, especially in cases of acute stroke
where rapid diagnosis is essential and patient movement during this distressing
period of time commonly limits evaluation."
Distributionally Robust Image Classifiers for Stroke Diagnosis in Accelerated MRI,"our dataset included mri brain scans from 226 patients performed at an urban
tertiary referral academic medical center that is a comprehensive stroke center."
Distributionally Robust Image Classifiers for Stroke Diagnosis in Accelerated MRI,"clinical scans of adult patients aged 18-89 years with recent (acute or
subacute) strokes were identified between 1/1/2013 and 1/1/2021 for inclusion in
this study via a search of the philips performance bridge."
Distributionally Robust Image Classifiers for Stroke Diagnosis in Accelerated MRI,"scans meeting this
criteria were downloaded and simultaneously anonymized to preserve patient
anonymity and prevent disclosure of protected health information as part of this
irb exempt study."
Distributionally Robust Image Classifiers for Stroke Diagnosis in Accelerated MRI,"no patient demographic information was retained for the scans,
as it was considered to represent an unnecessary risk for accidental release of
protected health information."
Contrastive Feature Decoupling for Weakly-Supervised Disease Detection,none
Multiple Prompt Fusion for Zero-Shot Lesion Detection Using Vision-Language Models,none
Fast Non-Markovian Diffusion Model for Weakly Supervised Anomaly Detection in Brain MR Images,none
MUVF-YOLOX: A Multi-modal Ultrasound Video Fusion Network for Renal Tumor Diagnosis,"compared with ct and mri, ceus is radiation-free,
cost-effective, and safe in patients with renal dysfunction."
Patients and Slides are Equal: A Multi-level Multi-instance Learning Framework for Pathological Image Analysis,"despite this, the clinical
pathological analysis presents certain challenges and complexities, with the
ultimate diagnosis relying on patients rather than slides.specifically, in
clinical problems of pathological image analysis, doctors usually summarize
patient-level labels based on slide labels as the diagnostic results [1,6]."
Patients and Slides are Equal: A Multi-level Multi-instance Learning Framework for Pathological Image Analysis,"for
example, for the pathological discrimination diagnosis task of intestinal
tuberculosis(itb) and crohn's desease(cd), the categories of postoperative
slides are divided into three types (normal, cd, itb), and doctors will
summarize the binary results of patients (itb or cd) based on slide-level labels
[6]."
Patients and Slides are Equal: A Multi-level Multi-instance Learning Framework for Pathological Image Analysis,"similar situations exist in other tasks, such as the classification of
breast cancer metastases in lymph nodes, where slide categories may have
different classifications, and the corresponding diagnosis of the same patient
is whether the cancer has spread to the regional lymph nodes (n-stage) [1]."
Patients and Slides are Equal: A Multi-level Multi-instance Learning Framework for Pathological Image Analysis,"1, actual pathological image analysis involves the
relationships of patches, slides, and patients, which is called a multi-level
multi-instance learning (ml-mil) problem."
Patients and Slides are Equal: A Multi-level Multi-instance Learning Framework for Pathological Image Analysis,"among them, for patients and slides,
patients are bags while slides are instances, and for slides and patches, slides
are bags while patches are instances.there are generally two methods to solve
the ml-mil problem."
Patients and Slides are Equal: A Multi-level Multi-instance Learning Framework for Pathological Image Analysis,"the second method is
to treat slide-patient as a new mil problem according to the traditional mil
thinking, where slides are regarded as instances and patient labels as bags."
Patients and Slides are Equal: A Multi-level Multi-instance Learning Framework for Pathological Image Analysis,"although this method seems reasonable, the number of patients is usually
relatively small, and deep learning models usually require a large amount of
data for training."
Patients and Slides are Equal: A Multi-level Multi-instance Learning Framework for Pathological Image Analysis,"therefore, the insufficient number of samples at the
slide-patient level may make it difficult for the model to learn enough
information.to address the multi-level multi-instance learning (ml-mil) problem
in medical field, we propose a novel framework called patients and slides are
equal (p&sre)."
Patients and Slides are Equal: A Multi-level Multi-instance Learning Framework for Pathological Image Analysis,"inspired by the iterative labeling process in medical diagnosis,
this framework treats patients and slides as instances at the same level and
uses transformers and attention mechanisms to build connections between them."
Patients and Slides are Equal: A Multi-level Multi-instance Learning Framework for Pathological Image Analysis,"this simple yet effective method allows for interaction between patient-level
and slidelevel information to correct their respective features and improve
classification performance."
Patients and Slides are Equal: A Multi-level Multi-instance Learning Framework for Pathological Image Analysis,"our framework consists of two steps: first, at the
patch-slide level, a common mil framework is used to train a mil neural network
and obtain slide-level feature vectors; then, at the slide-patient level, we use
self-attention mechanisms to combine the slides of the same patient into
patient-level feature vectors, and treat these patient-level feature vectors
together with all slide-level feature vectors of the same patient as instances
at the same level, which are inputted into transformers for feature interaction
and prediction of patient-and slide-level labels."
Patients and Slides are Equal: A Multi-level Multi-instance Learning Framework for Pathological Image Analysis,"before this, no other
framework had directly tackled this specific problem, making our proposal a
ground-breaking step in the application of ml-mil in healthcare; 2) proposing a
simple yet highly effective method that leverages self-attention mechanisms and
transformer models to enhance the interaction between slide and patient
information."
Patients and Slides are Equal: A Multi-level Multi-instance Learning Framework for Pathological Image Analysis,"this innovative approach not only improves the classification
performance at the patient level but also at the slide level, showcasing its
effectiveness and versatility; 3) conducting extensive experiments on two
separate datasets."
Patients and Slides are Equal: A Multi-level Multi-instance Learning Framework for Pathological Image Analysis,"the second part is the patient-slide level mil,
which generates patient-level features using attention mechanism and interacts
the features with transformer."
Patients and Slides are Equal: A Multi-level Multi-instance Learning Framework for Pathological Image Analysis,"to enhance readability, we first provide the
following symbolization for ml-mil: for a patient x i , it has a patient-level
classification label y i ."
Patients and Slides are Equal: A Multi-level Multi-instance Learning Framework for Pathological Image Analysis,"for patient x i , there may exist n i slides s i ={s
j |j=1 to n i }, where the classification label for each slide s j is denoted as
z j ."
Patients and Slides are Equal: A Multi-level Multi-instance Learning Framework for Pathological Image Analysis,"here, i,j, and k are indices for patient, slide, and patch levels,
respectively."
Patients and Slides are Equal: A Multi-level Multi-instance Learning Framework for Pathological Image Analysis,"after performing patch-slide level mil, we move on to patient-slide level mil."
Patients and Slides are Equal: A Multi-level Multi-instance Learning Framework for Pathological Image Analysis,"in general mil algorithms, the patient is regarded as the bag and the slide as
the instance."
Patients and Slides are Equal: A Multi-level Multi-instance Learning Framework for Pathological Image Analysis,"however, considering the diagnostic process in clinical practice,
we propose to treat both patients and slides as instances at the same level."
Patients and Slides are Equal: A Multi-level Multi-instance Learning Framework for Pathological Image Analysis,"specifically, our p&sre framework for patient-slide level consists of two parts:
patient-level feature generation based on self-attention and patient-slide
feature interaction based on transformer [11].patient-level feature generation
based on self-attention."
Patients and Slides are Equal: A Multi-level Multi-instance Learning Framework for Pathological Image Analysis,"therefore, we directly use a fully connected (fc)
layer to integrate the feature-level features into patient-level features v i
through attention mechanism, serving as patient instances."
Patients and Slides are Equal: A Multi-level Multi-instance Learning Framework for Pathological Image Analysis,"then, we perform a weighted average of the vectors
based on this weight to obtain the patient feature v i :patient-slide feature
interaction based on transformer."
Patients and Slides are Equal: A Multi-level Multi-instance Learning Framework for Pathological Image Analysis,"after doctors summarize the patient-level results, they typically review the
slides to double-check the diagnosis results."
Patients and Slides are Equal: A Multi-level Multi-instance Learning Framework for Pathological Image Analysis,"this patient-slide feature
interaction (psfi) naturally lends itself to the construction of a transformer,
and information exchange and integration between slides and patient level are
bidirectional."
Patients and Slides are Equal: A Multi-level Multi-instance Learning Framework for Pathological Image Analysis,"by using the
self-attention-based transformer structure, each input token is treated equally
(i.e., viewed as the same instance level), and tokens can interact extensively
with each other, enabling mutual correction between patients and slides and even
between slides."
Patients and Slides are Equal: A Multi-level Multi-instance Learning Framework for Pathological Image Analysis,"specifically, we merge the slide feature set {h j } and the
patient feature v i into the input tokensand then input them into a multi-layer
transformer through self-attention and feed-forward neural network layers to
obtain the interaction information between slides and output tokens t out i
:where d is the dimension of the token, and t k and t l come from t in i ."
Patients and Slides are Equal: A Multi-level Multi-instance Learning Framework for Pathological Image Analysis,"finally, we obtain
the output tokensthen, all output tokens are input into a shared fc layer, and
the patient's predicted logits y i and the predicted classification logits {z j
|j = 1 to n i } for each slide are output.training progress and loss function."
Patients and Slides are Equal: A Multi-level Multi-instance Learning Framework for Pathological Image Analysis,"during training, we sampled one patient at a time and pre-extracted their
batch-level features for all slides, in order to save gpu memory."
Patients and Slides are Equal: A Multi-level Multi-instance Learning Framework for Pathological Image Analysis,"due to the
issue of class imbalance in both slide level and patient level, we use the lade
[7] loss function."
Patients and Slides are Equal: A Multi-level Multi-instance Learning Framework for Pathological Image Analysis,"cd-itb is a private dataset consisting of 853 slides from 163
patients, with binary patient-level labels of cd or itb in a ratio of 103:60 and
tri-class slide-level labels of cd, itb, and normal slides in a ratio of
436:121:296, respectively."
Patients and Slides are Equal: A Multi-level Multi-instance Learning Framework for Pathological Image Analysis,"on average, there were 5 slides per patient."
Patients and Slides are Equal: A Multi-level Multi-instance Learning Framework for Pathological Image Analysis,"we adopted a patient-level stratification
approach for 5-fold cross-validation, with 20% of the training set randomly
assigned as the validation set for each fold."
Patients and Slides are Equal: A Multi-level Multi-instance Learning Framework for Pathological Image Analysis,"camelyon17 [1] is a publicly dataset, and its
training set comprises 500 slides from 100 breast cancer patients with lymph
node metastases."
Patients and Slides are Equal: A Multi-level Multi-instance Learning Framework for Pathological Image Analysis,there were 5 slides per patient on average.
Patients and Slides are Equal: A Multi-level Multi-instance Learning Framework for Pathological Image Analysis,"the patients are divided into two
groups based on their pn stage, namely lymph node positive and lymph node
negative, in proportions of 24:76, respectively."
Patients and Slides are Equal: A Multi-level Multi-instance Learning Framework for Pathological Image Analysis,"following the reference [4], we employed a transformer with 8 heads and 8
layers in the patient-slide feature interactions."
Patients and Slides are Equal: A Multi-level Multi-instance Learning Framework for Pathological Image Analysis,"at
the patient level, we used two approaches for prediction: maxs, where the
feature of the instance that achieves the maximum positive probability from the
slide-level mil model is selected to patient-level model, and maxmins, where the
mean value of features of the maximum and minimum positive probability from the
slide-level mil model is selected to patient-level model.the results of 5-fold
cv at the slide and patient levels are reported in table 1 and table 2,
respectively."
Patients and Slides are Equal: A Multi-level Multi-instance Learning Framework for Pathological Image Analysis,"abmil with p&sre improves the f1 score from 0.565 to 0.579 for the
cd-itb dataset and from 0.529 to 0.571 for the camelyon17 dataset at the
slide-level, and improves the f1 score from 0.522 to 0.599 for the cd-itb
dataset and from 0.842 to 0.861 for the camelyon17 dataset at the patient-level."
Patients and Slides are Equal: A Multi-level Multi-instance Learning Framework for Pathological Image Analysis,"therefore, the ablation experiments demonstrate the effectiveness of p&sre in
enhancing the classification performance at both the slide and patient levels."
Patients and Slides are Equal: A Multi-level Multi-instance Learning Framework for Pathological Image Analysis,"for instance, we did
not explore the possibility of treating patches as an equivalent level to slides
and patients."
Patients and Slides are Equal: A Multi-level Multi-instance Learning Framework for Pathological Image Analysis,"the primary reason is that the vast number of patches required for
analysis is significantly larger than that of slides and patients, which
presents a computational challenge for training."
Patients and Slides are Equal: A Multi-level Multi-instance Learning Framework for Pathological Image Analysis,"we first classify the process from patch to slide to the patient in
medical pathology diagnosis as a multi-level mil problem."
Patients and Slides are Equal: A Multi-level Multi-instance Learning Framework for Pathological Image Analysis,"based on existing
state-of-the-art mil methods, we then extend the framework to p&sre, which
conducts feature extraction and interaction at the slide-patient level."
Patients and Slides are Equal: A Multi-level Multi-instance Learning Framework for Pathological Image Analysis,"by
introducing a transformer, the framework enables iterative interaction and
correction of information between patients and slides, resulting in better
performance at both the patient level and slide level compared to existing
state-of-the-art algorithms on two validation datasets."
Learning with Synthesized Data for Generalizable Lesion Detection in Real PET Images,none
What Do AEs Learn? Challenging Common Assumptions in Unsupervised Anomaly Detection,"finding anomalies in medical images is especially hard due to large
inter-patient variance of normality, the irregular appearance-, and often rare
occurrence of diseases."
Improved Prognostic Prediction of Pancreatic Cancer Using Multi-phase CT by Integrating Neural Distance and Texture-Aware Transformer,"neoadjuvant chemotherapy
can increase the likelihood of achieving a margin-negative resection and avoid
unnecessary surgery in patients with aggressive tumor types [23]."
Improved Prognostic Prediction of Pancreatic Cancer Using Multi-phase CT by Integrating Neural Distance and Texture-Aware Transformer,"providing
accurate and objective preoperative biomarkers is crucial for triaging patients
who are most likely to benefit from neoadjuvant chemotherapy."
Improved Prognostic Prediction of Pancreatic Cancer Using Multi-phase CT by Integrating Neural Distance and Texture-Aware Transformer,"however, current
clinical markers such as larger tumor size and high carbohydrate antigen (ca)
19-9 level may not be sufficient to accurately tailor neoadjuvant treatment for
patients [19]."
Improved Prognostic Prediction of Pancreatic Cancer Using Multi-phase CT by Integrating Neural Distance and Texture-Aware Transformer,"therefore, multi-phase contrast-enhanced ct has a great potential
to enable personalized prognostic prediction for pdac, leveraging its ability to
provide a wealth of texture information that can aid in the development of
accurate and effective prognostic models [2,10].previous studies have utilized
image texture analysis with hand-crafted features to predict the survival of
patients with pdacs [1], but the representational fig."
Improved Prognostic Prediction of Pancreatic Cancer Using Multi-phase CT by Integrating Neural Distance and Texture-Aware Transformer,"our proposed model has the
potential to be used in combination with clinical factors for risk
stratification and treatment decisions for patients with pdac."
Improved Prognostic Prediction of Pancreatic Cancer Using Multi-phase CT by Integrating Neural Distance and Texture-Aware Transformer,"between pdac and vesselsthe vascular involvement in patients with pdac affects
the resectability and treatment planning [5]."
Improved Prognostic Prediction of Pancreatic Cancer Using Multi-phase CT by Integrating Neural Distance and Texture-Aware Transformer,"in this study, we used data from shengjing hospital to train our method
with 892 patients, and data from three other centers, including guangdong
provincial people's hospital, tianjin medical university and sun yatsen
university cancer center for independent testing with 178 patients."
Improved Prognostic Prediction of Pancreatic Cancer Using Multi-phase CT by Integrating Neural Distance and Texture-Aware Transformer,"pdac masks for 340 patients were manually labeled by a
radiologist from shengjing hospital with 18 years of experience in pancreatic
cancer, while the rest were predicted using self-learning models [11,24] and
checked by the same annotator."
Improved Prognostic Prediction of Pancreatic Cancer Using Multi-phase CT by Integrating Neural Distance and Texture-Aware Transformer,"combining the texture-aware transformer and
regular structure information improved the results from 0.630 to 0.648, as tumor
invasion strongly affects the survival of pdac patients."
Improved Prognostic Prediction of Pancreatic Cancer Using Multi-phase CT by Integrating Neural Distance and Texture-Aware Transformer,"to demonstrate the added value of our signature as a tool to select
patients for neoadjuvant treatment before surgery, we plotted kaplan-meier
survival curves in fig."
Improved Prognostic Prediction of Pancreatic Cancer Using Multi-phase CT by Integrating Neural Distance and Texture-Aware Transformer,"we further stratify patients by our signature after
grouping them by tumor size and ca19-9, two clinically used preoperative
criteria for selection, and also age."
Improved Prognostic Prediction of Pancreatic Cancer Using Multi-phase CT by Integrating Neural Distance and Texture-Aware Transformer,"our signature could significantly stratify
patients in all cases and those in the high-risk group had worse outcomes and
might be considered as potential neoadjuvant treatment candidates (e.g."
Improved Prognostic Prediction of Pancreatic Cancer Using Multi-phase CT by Integrating Neural Distance and Texture-Aware Transformer,"33
high-risk patients with larger tumor size and high ca19-9)."
Improved Prognostic Prediction of Pancreatic Cancer Using Multi-phase CT by Integrating Neural Distance and Texture-Aware Transformer,"furthermore, our model can be combined with
established high-risk features to aid in the patient selections who might
benefit from neoadjuvant therapy before surgery."
DCAug: Domain-Aware and Content-Consistent Cross-Cycle Framework for Tumor Augmentation,none
Cluster-Induced Mask Transformers for Effective Opportunistic Gastric Cancer Screening on Non-contrast CT Scans,"the five-year survival rate for gc is approximately 33% [16],
which is mainly attributed to patients being diagnosed with advanced-stage
disease harboring unresectable tumors."
Cluster-Induced Mask Transformers for Effective Opportunistic Gastric Cancer Screening on Non-contrast CT Scans,"however, patients with
early-stage disease have a substantially higher five-year survival rate of
around 72% [16]."
Cluster-Induced Mask Transformers for Effective Opportunistic Gastric Cancer Screening on Non-contrast CT Scans,"it is a non-invasive, relatively
low-cost, and safe procedure that exposes patients to less radiation dose and
does not require the use of contrast injection that may cause serious side
effects (compared to multi-phase contrastenhanced ct)."
Cluster-Induced Mask Transformers for Effective Opportunistic Gastric Cancer Screening on Non-contrast CT Scans,"these results demonstrate the potential
of our approach for opportunistic screening of gastric cancer in asymptomatic
patients using non-contrast ct scans."
Cluster-Induced Mask Transformers for Effective Opportunistic Gastric Cancer Screening on Non-contrast CT Scans,"however, our framework is specifically designed
for noncontrast ct scans, which is beneficial for asymptomatic patients."
Cluster-Induced Mask Transformers for Effective Opportunistic Gastric Cancer Screening on Non-contrast CT Scans,"inspired by this, we
further develop a deep classification model on top of learnable cluster
representations.specifically, given image x ∈ r h×w ×d , annotation y ∈ r k×hw d
, and patient class p ∈ l, our model consists of three components: 1) a cnn
backbone to extract its pixel-wise features f ∈ r c×hw d (fig."
Cluster-Induced Mask Transformers for Effective Opportunistic Gastric Cancer Screening on Non-contrast CT Scans,"our study analyzed a dataset of ct scans collected
from guangdong province people's hospital between years 2018 and 2020, with
2,139 patients consisting of 787 gastric cancer and 1,352 normal cases."
Cluster-Induced Mask Transformers for Effective Opportunistic Gastric Cancer Screening on Non-contrast CT Scans,"we used
the latest patients in the second half of 2020 as a hold-out test set, resulting
in a training set of 687 gastric cancer and 1,204 normal cases, and a test set
of 100 gastric cancer and 148 normal cases."
Cluster-Induced Mask Transformers for Effective Opportunistic Gastric Cancer Screening on Non-contrast CT Scans,"all patients underwent multi-phase cts with a median spacing
of 0.75 × 0.75 × 5.0 mm and an average size of (512, 512, 108) voxel."
Cluster-Induced Mask Transformers for Effective Opportunistic Gastric Cancer Screening on Non-contrast CT Scans,"no
patient information or records were provided to the readers."
Cluster-Induced Mask Transformers for Effective Opportunistic Gastric Cancer Screening on Non-contrast CT Scans,"in table 2, we report the performance of patient-level detection and tumor-level
localization stratified by tumor (t) stage."
Cluster-Induced Mask Transformers for Effective Opportunistic Gastric Cancer Screening on Non-contrast CT Scans,"our method surpasses or performs on par with
established screening tools [4,7,10] in terms of sensitivity for gastric cancer
detection at a similar specificity level with a relatively large testing patient
size (n = 1151 by integrating the internal and external test sets), as shown in
table 3."
Self-supervised Polyp Re-identification in Colonoscopy,none
YONA: You Only Need One Adjacent Reference-Frame for Accurate and Fast Video Polyp Detection,none
Boosting Breast Ultrasound Video Classification by the Guidance of Keyframe Feature Centers,none
Text-Guided Cross-Position Attention for Segmentation: Case of Medical Image,"monuseg [8] contains
30 digital microscopic tissue images of several patients and qata-cov19 are
covid-19 chest x-ray images."
Text-Guided Cross-Position Attention for Segmentation: Case of Medical Image,"sij is the dataset privately prepared for this study
which consists of 804 mri slices of nineteen healthy subjects and sixty patients
diagnosed with axial spondyloarthritis."
Detecting Domain Shift in Multiple Instance Learning for Digital Pathology Using Fréchet Domain Distance,"the model is trained to perform binary classification of
wsis from lymph nodes of breast cancer patients."
Detecting Domain Shift in Multiple Instance Learning for Digital Pathology Using Fréchet Domain Distance,"showing how fdd can help to identify subsets of patient
cases for which mil performance is worse than reported on the in-domain test
data; 3."
Detecting Domain Shift in Multiple Instance Learning for Digital Pathology Using Fréchet Domain Distance,"grand challenge camelyon data [16] potentially large shift as some patients have
already started neoadjuvant treatment as well as the tissue may be affected from
the procedure of sentinel lymph node removal."
Detecting Domain Shift in Multiple Instance Learning for Digital Pathology Using Fréchet Domain Distance,"we deem that the information needed to do this type of subset
divisions would be available without labelling since the patient cases in a
clinical setting would already contain such information."
Liver Tumor Screening and Diagnosis in CT with Pixel-Lesion-Patient Network,"early detection and accurate diagnosis of liver tumors may improve overall
patient outcomes, in which imaging plays a key role [11]."
Liver Tumor Screening and Diagnosis in CT with Pixel-Lesion-Patient Network,"dynamic
contrast-enhanced (dce) ct is widely used for diagnostics, but it requires
iodine contrast injection which can cause reaction and potential risks in
patients."
Liver Tumor Screening and Diagnosis in CT with Pixel-Lesion-Patient Network,"after an incidental tumor is
found, the patient may undergo further imaging examination such as a multi-phase
dce ct for differential diagnosis [11], which can provide useful discriminative
information such as the vascularity of lesions and the pattern of contrast agent
enhancement [19]."
Liver Tumor Screening and Diagnosis in CT with Pixel-Lesion-Patient Network,"(1) tumor screening involves
finding tumor patients in a large pool of healthy subjects and patients."
Liver Tumor Screening and Diagnosis in CT with Pixel-Lesion-Patient Network,"most
existing works in tumor segmentation and detection did not explicitly consider
it since their training and testing images are all tumor patients."
Liver Tumor Screening and Diagnosis in CT with Pixel-Lesion-Patient Network,"we collect a large-scale dataset with both tumor and
non-tumor subjects, where the non-tumor subjects includes not only healthy ones,
but also patients with various diffuse liver diseases such as steatosis and
hepatitis to improve the robustness of the algorithm."
Liver Tumor Screening and Diagnosis in CT with Pixel-Lesion-Patient Network,"such metrics cannot reflect the
lesion-level accuracy (how many lesion instances are correctly detected and
classified) and may bias to large lesions when a patient has multiple tumors."
Liver Tumor Screening and Diagnosis in CT with Pixel-Lesion-Patient Network,patient-level metrics (e.g.
Liver Tumor Screening and Diagnosis in CT with Pixel-Lesion-Patient Network,"therefore, we assess our algorithm thoroughly with pixel, lesion, and
patient-level metrics.algorithms for liver tumor segmentation have focused on
improving the feature extraction backbone of a fully-convolutional cnn
[9,13,15,23]."
Liver Tumor Screening and Diagnosis in CT with Pixel-Lesion-Patient Network,"the pixelwise segmentation architectures may not be optimal for
lesion and patient-level evaluation metrics since they cannot consider a lesion
or an image holistically."
